angle_deg,state,tr_F_rho_real
0.0,ket_0,0.3421114320915366
0.0,ket_1,0.3421114320915366
0.0,ket_plus,0.34211143209153655
0.0,ket_minus,0.34211143209153655
0.0,ket_plus_i,0.35634635603196047
0.0,ket_minus_i,0.32787650815111263
15.0,ket_0,0.3421114320915366
15.0,ket_1,0.3421114320915366
15.0,ket_plus,0.47472531882727187
15.0,ket_minus,0.20949754535580123
15.0,ket_plus_i,0.33888740662842887
15.0,ket_minus_i,0.34533545755464423
30.0,ket_0,0.3421114320915366
30.0,ket_1,0.3421114320915366
30.0,ket_plus,0.5983017883367766
30.0,ket_minus,0.08592107584629649
30.0,ket_plus_i,0.28770035696740676
30.0,ket_minus_i,0.39652250721566634
45.0,ket_0,0.3421114320915366
45.0,ket_1,0.3421114320915366
45.0,ket_plus,0.7044193084427498
45.0,ket_minus,-0.02019644425967676
45.0,ket_plus_i,0.20627351989269357
45.0,ket_minus_i,0.4779493442903795
60.0,ket_0,0.3421114320915366
60.0,ket_1,0.3421114320915366
60.0,ket_plus,0.785846145517463
60.0,ket_minus,-0.10162328133438993
60.0,ket_plus_i,0.1001559997867204
60.0,ket_minus_i,0.5840668643963527
75.0,ket_0,0.3421114320915366
75.0,ket_1,0.3421114320915366
75.0,ket_plus,0.8370331951784852
75.0,ket_minus,-0.15281033099541208
75.0,ket_plus_i,-0.023420469722784443
75.0,ket_minus_i,0.7076433339058575
90.0,ket_0,0.3421114320915366
90.0,ket_1,0.3421114320915366
90.0,ket_plus,0.8544921445820167
90.0,ket_minus,-0.17026928039894368
90.0,ket_plus_i,-0.1560343564585197
90.0,ket_minus_i,0.8402572206415928
