eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.2134118364394481,-0.07986762377495103,0.0490574733043172,0.004621344468041966,True
0.9,0.23610297741045913,-0.025431169522022536,0.06125744195169602,-0.000685956695228418,True
1.5,0.2208525906331912,-0.04092242554629382,0.04515353982992054,0.0022369630649117234,True
