angle_deg,state,tr_F_rho_real
0.0,ket_0,0.3752634648467166
0.0,ket_1,0.3752634648467166
0.0,ket_plus,0.37526346484671647
0.0,ket_minus,0.37526346484671647
0.0,ket_plus_i,0.8302728906477983
0.0,ket_minus_i,-0.07974596095436542
15.0,ket_0,0.3752634648467166
15.0,ket_1,0.3752634648467166
15.0,ket_plus,0.591943567832625
15.0,ket_minus,0.15858336186080796
15.0,ket_plus_i,0.8017464139122095
15.0,ket_minus_i,-0.05121948421877648
30.0,ket_0,0.3752634648467166
30.0,ket_1,0.3752634648467166
30.0,ket_plus,0.7938572798808446
30.0,ket_minus,-0.043330350187411715
30.0,ket_plus_i,0.7181110159527411
30.0,ket_minus_i,0.03241591374069186
45.0,ket_0,0.3752634648467166
45.0,ket_1,0.3752634648467166
45.0,ket_plus,0.9672445151934754
45.0,ket_minus,-0.21671758550004247
45.0,ket_plus_i,0.5850663109263008
45.0,ket_minus_i,0.16546061876713214
60.0,ket_0,0.3752634648467166
60.0,ket_1,0.3752634648467166
60.0,ket_plus,1.1002892202199157
60.0,ket_minus,-0.34976229052648267
60.0,ket_plus_i,0.41167907561367023
60.0,ket_minus_i,0.3388478540797627
75.0,ket_0,0.3752634648467166
75.0,ket_1,0.3752634648467166
75.0,ket_plus,1.183924618179384
75.0,ket_minus,-0.43339768848595106
75.0,ket_plus_i,0.2097653635654504
75.0,ket_minus_i,0.5407615661279825
90.0,ket_0,0.3752634648467166
90.0,ket_1,0.3752634648467166
90.0,ket_plus,1.212451094914973
90.0,ket_minus,-0.46192416522154
90.0,ket_plus_i,-0.00691473942045806
90.0,ket_minus_i,0.757441669113891
