profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,0.10031919468938792,0.3489639847620357,0.3489639847620356,0.22924988717494996,0.22924988717494996,0.0,0.0
gaussian,0.3977616747494885,0.34896398476203566,0.3489639847620356,0.22924988717494993,0.22924988717494993,0.0,0.0
oscillating,1.1195256607319082,0.3489639847620356,0.3489639847620356,0.2292498871749501,0.2292498871749499,8.474989091756094e-16,8.474989091756094e-14
