split_id,n_train,n_test,train_r2,test_r2,intercept,coef_lm_w1_times_delta_alpha,coef_delta_alpha,coef_lambda_w_g2_mean
0,33,15,0.3950176112837299,0.43317128361998214,2.0370932641738992,-0.6787877608675686,-3.0278707072602544,-2.730971781828277
1,33,15,0.4433136945900711,0.1823031864774084,2.3259747528862125,2.05940508523369,-5.05458619023112,5.514515314656851
2,33,15,0.4165784356657679,0.3026586272327112,1.6676575940075504,1.14415668514597,-3.5978608078138294,12.12233993348598
3,33,15,0.38763384304710713,0.35907418337717445,0.9878754682507398,-3.6564282722450177,1.3293682641604103,7.156056995549588
4,33,15,0.41770160203580364,0.39436899657852853,2.253474369063355,1.050897933416434,-4.504588510499204,1.0257828354807057
5,33,15,0.3156470792975047,0.31135278350578954,1.5845885902640777,-0.6395902912641377,-1.7197839163953828,5.629957149709081
6,33,15,0.4553854378274178,0.3160520793953774,2.12498351151741,0.559781209925665,-4.1186507328729105,-1.4804900004100376
7,33,15,0.5120490582957677,0.10936172722713722,3.0645496232278138,4.262186798355479,-8.181991649846275,-1.9595835838654319
