seed,n_cases,train_frac,n_splits,n_perm,n_boot,g2_steps,g2_traj,g2_layers,ridge_alpha,train_r2_mean,train_r2_median,test_r2_mean,test_r2_median,test_r2_p25,test_r2_min,full_r2,perm_p_value,perm_stat_p95,boot_min_sign_consistency_key,boot_mean_sign_consistency_key,profile_min_sign_consistency_key,profile_mean_sign_consistency_key,pass_test_r2,pass_perm_p,pass_boot_sign,pass_profile_sign,pass_all
20261227,48,0.7,8,140,240,90,360,64,0.05,0.41791584525539627,0.4171400188507858,0.3010428584267636,0.31370243145058346,0.27256976704388547,0.10936172722713722,0.41262631828407104,0.0070921985815602835,-0.02775957969467818,0.55,0.6652777777777779,0.6666666666666666,0.7777777777777777,True,True,True,True,True
