profile,n_cases,r2,intercept,coef_lm_w1_times_delta_alpha,coef_delta_alpha,coef_lambda_w_g2_mean
constant,16,0.9268093788265155,1.8963569360787442,3.0652928983652177,-5.2427113772636975,48.48362923098937
gaussian,16,0.6955937922664526,-1.198601246736656,2.3155114072331773,1.7327854393848963,1850.8421146462288
oscillating,16,0.3752444132246908,0.01460039771535012,-0.07986005596137906,-0.028077743124273132,0.9818533532883686
