case_id,profile,alpha1,alpha2,delta_alpha,lambda_matter_w1_mean,lm_w1_times_delta_alpha,lambda_vac_w1_mean,state_spread_phi90,lambda_w_g2_mean,coh_ptr_g2_mean,jump_rate_g2_mean,lambda_eff_raw,clausius_r2,lambda_eff_proxy
0,gaussian,0.2533949471521466,0.6937631423804747,0.44036819522832804,0.5444367053614065,0.23975260935605958,0.44036819522832804,1.0374303657322381,0.0003878645135060034,0.10916784772419051,0.003086419753086419,1.3289382863061427,0.017939894194484274,0.015166610668203568
1,constant,0.3771009247982785,0.5814885087520274,0.20438758395374892,0.41652179330396577,0.08513188299748035,0.2043875839537489,1.1903992214984436,0.028175884254684973,0.010706753889374945,0.003117283950617284,14.352321233117793,0.9176872434758171,2.5064485935187895
2,constant,0.2400440653463605,0.7577679125916288,0.5177238472452683,0.6620782339361917,0.3427736904507979,0.5177238472452682,1.1508230410538811,-0.002449230832900956,0.1100607626019394,0.0038888888888888888,0.9442431925675294,0.004714272818094001,0.0031343917556666085
3,constant,0.11181888981716394,0.9727644135275281,0.8609455237103641,0.8205362492555467,0.7064370108386545,0.8609455237103641,1.5627929721590095,-0.03775664046855473,0.022601759674756465,0.004166666666666667,-8.132806352085403,0.9726968836333215,-2.1514819978114144
4,gaussian,0.042191231894313876,0.9398555063948805,0.8976642745005666,0.8731513551969506,0.7837967777920573,0.8976642745005665,1.6158086162326,-0.0011407373005202191,0.03812867315931918,0.004598765432098765,-1.9735229147446554,0.008745171882618363,-0.009530028465542956
5,oscillating,0.401749564353636,0.528663584652964,0.12691402029932802,0.35053757525687895,0.04448813294182876,0.12691402029932802,1.2609909542724997,0.02855969157982309,0.03881154853689755,0.0026543209876543207,-0.6681600292704654,0.00020830670072169433,-0.0001065949632236441
6,constant,0.15549646412419407,0.8997558931530482,0.7442594290288541,0.7841837844413448,0.5836361756620013,0.744259429028854,1.427126998839118,-0.04344712365147107,0.03345055874805575,0.004012345679012346,-8.053047437770035,0.9962684754473224,-2.1948805073902813
7,oscillating,0.37734506106593363,0.5540790308724299,0.1767339698064963,0.4524955546519674,0.0799713356934346,0.1767339698064963,1.203477418736273,0.04885766025712766,0.007065019742485552,0.0023456790123456794,7.3636890798418975,0.0367394658545237,0.07803093709919534
8,oscillating,0.06469492131799086,0.9283060833154663,0.8636111619974755,0.9071428107968185,0.7834186569298964,0.8636111619974756,1.5873995091453479,-0.025917253640937204,0.023771815574715385,0.0032716049382716045,-3.242657225721142,0.04879613212420253,-0.07051967130920302
9,gaussian,0.22540572557714741,0.7952603225394489,0.5698545969623015,0.7160420841226315,0.40803987325574853,0.5698545969623015,1.2208918351153037,-0.0007749324338495898,0.10136864232754073,0.0033950617283950613,1.1993843413022156,0.010618838827690547,0.008369529588846559
10,oscillating,0.29394264751897903,0.6138637414757545,0.3199210939567755,0.5624421973389634,0.17993712306013376,0.3199210939567755,1.0754536047239867,0.04462928913939539,0.07417644627478048,0.0033641975308641974,1.4838607896682465,0.020391997536711726,0.01855292728766787
11,constant,0.1558260676687117,0.8276239646749612,0.6717978970062495,0.7837613366940478,0.5265292177458684,0.6717978970062497,1.3484334595401612,-0.01927219661830509,0.06690293043954389,0.003641975308641975,-6.579228177143067,0.3055540905727966,-0.6188727294632077
12,gaussian,0.1475029648766443,0.8490335032382689,0.7015305383616246,0.7526870777320689,0.5280329708592163,0.7015305383616247,1.372888283244743,-0.001057037873265084,0.05372922985640554,0.003179012345679012,1.679314960494875,0.012156199225539233,0.011980677689480485
13,constant,0.2534617396905599,0.7096882199569976,0.45622648026643775,0.5742121566962097,0.261970791175712,0.45622648026643764,1.0620951820326532,0.008248323273238184,0.11075614080261992,0.00308641975308642,12.293456115361272,0.302076994341812,0.7815553169051742
14,gaussian,0.3662514839698362,0.5989695540077606,0.23271807003792438,0.45531407002957847,0.10595981163839585,0.23271807003792447,1.1615999890865043,0.0015732665550663525,0.028009254166715576,0.0025617283950617282,46.904906094972326,1.0,3.8692179228665418
15,gaussian,0.3690473219581723,0.5588411277735938,0.1897938058154215,0.4567435798899474,0.08668710230907313,0.18979380581542155,1.1929773552248184,0.001049495684103997,0.0014573207853544423,0.002839506172839506,18.066468344018187,0.21328528728174778,0.6287503546119919
16,oscillating,0.3164191555616633,0.6146155541874343,0.2981963986257711,0.5283279000364124,0.15754547708437455,0.298196398625771,1.098426865012716,0.023863986590684307,0.06398676382918533,0.002901234567901234,-0.8084047195349935,0.0034230632691758522,-0.0020279770136427066
17,constant,0.37651195007088983,0.5591865597797882,0.18267460970889832,0.4351616853212035,0.07949299102631727,0.18267460970889834,1.2026235813190043,0.026420181593915328,0.0032121502045992906,0.002901234567901234,15.94451668205119,0.8699445913447981,2.4618947218505505
18,oscillating,0.17019291008725168,0.8930550331641571,0.7228621230769054,0.7327810147534451,0.5296996400751245,0.7228621230769056,1.3910320923501627,-0.03188397610618782,0.043756014377243906,0.0036728395061728387,-2.0032749544363657,0.016468898694392275,-0.01811090297822146
19,gaussian,0.3858803047880686,0.5534491834369867,0.16756887864891806,0.4069357228403208,0.06818976275853947,0.16756887864891806,1.2195147335194263,0.001493661854209,0.012744892818763499,0.002932098765432098,12.19434668061849,0.3133856875932852,0.8084687791545294
20,constant,0.21122267934593833,0.7346584874296508,0.5234358080837125,0.674574434095667,0.35309641402347847,0.5234358080837125,1.1601511754536793,-0.0031418043151049697,0.10945669892233363,0.00308641975308642,-2.3186859880192903,0.04868265342995182,-0.05839819789269189
21,constant,0.33895619126722487,0.6275021030803148,0.28854591181309,0.44713550930627527,0.12901912323678957,0.28854591181309,1.12207674331083,0.027294451517273836,0.059154149230444694,0.0029629629629629624,13.538521686266861,0.9316542986422881,2.4938538986830787
22,oscillating,0.21055499926693827,0.7231173372666269,0.5125623379996885,0.649165079573157,0.33273757093377115,0.5125623379996885,1.1419873486553962,-0.0019316876083750425,0.11052977693748499,0.0035802469135802466,-0.3811766661926081,0.002884328602530628,-0.0009314529431614297
23,gaussian,0.08267204767045934,0.9484509123497951,0.8657788646793357,0.8708326732338142,0.7539485231580426,0.8657788646793357,1.5806461509165448,-0.001145610671542016,0.024721249665681268,0.004104938271604937,-5.20808306777872,0.13792378427616914,-0.251828439926298
24,constant,0.36365564199685824,0.546225273512564,0.18256963151570577,0.4485552402363285,0.08189256492438536,0.18256963151570577,1.1999742306469172,0.02558344307118418,0.0032601457127758747,0.002901234567901234,20.920836686546966,0.9030484715597371,2.788105834033914
25,oscillating,0.34029243292917755,0.5899029876458323,0.2496105547166547,0.48440605982296475,0.12091286530051924,0.24961055471665475,1.14321430179013,0.027359402048110177,0.037939924878232154,0.002623456790123457,3.7144814887277255,0.04482676735710678,0.06951013099408225
26,oscillating,0.21127700427077445,0.7641639884314153,0.5528869841606409,0.6154058253521051,0.3402498708138154,0.5528869841606407,1.1772564225948503,-0.009274982256245377,0.1049630207994936,0.004012345679012346,-0.36069677975907544,0.0014510573832976492,-0.0004469211853631421
27,oscillating,0.15752744432725688,0.8013490387654312,0.6438215944381743,0.714685286045485,0.46012982038330685,0.6438215944381743,1.300771991590174,-0.03161320733443612,0.07824406886989427,0.004228395061728395,-1.7069995386750132,0.021095949556089733,-0.021008208131024744
28,oscillating,0.3699824785399424,0.5536225516358773,0.18364007309593486,0.4841506987643571,0.08890946971053448,0.1836400730959348,1.1919375888199073,0.05615929556799429,0.003033984545062929,0.002654320987654321,4.774908825216817,0.027079508191451662,0.04748452604806925
29,gaussian,0.07994042240087007,0.9468855872105808,0.8669451648097107,0.8833843174859278,0.7658457627131515,0.8669451648097106,1.5850582247300422,-0.001096899045148103,0.025233427155633672,0.004290123456790124,-7.380117630247229,0.13049758459048655,-0.27741984983284323
30,oscillating,0.1583044549236847,0.8493135759674482,0.6910091210437634,0.7813828506516299,0.5399426768274531,0.6910091210437634,1.36867247334141,-0.023771400544941805,0.05850554466358135,0.0037345679012345677,-4.104521541060767,0.17278186209616297,-0.2816563307618356
31,oscillating,0.09914541803659042,0.9308854814789155,0.8317400634423251,0.8323741619182499,0.6923189382416374,0.831740063442325,1.5340866196090512,-0.04830361390923462,0.009253881943811632,0.0037037037037037034,-8.205331973809749,0.11083405384518497,-0.2460275350851887
32,gaussian,0.10653541872862866,0.9491596261364277,0.842624207407799,0.8916979273601704,0.7513662592890407,0.842624207407799,1.5607656475071603,-0.0023057315334825993,0.01426440620226426,0.003981481481481481,-10.624721840098188,0.6845953627519221,-1.6794041766653394
33,gaussian,0.40034336623416267,0.5182607997201182,0.1179174334859555,0.42059464009939157,0.049595440498469395,0.11791743348595553,1.2533654465762245,0.0009361042148868968,0.04447971524919608,0.00308641975308642,4.063463894847947,0.019596962417566033,0.031787268827453634
34,constant,0.2762630730405031,0.6471515801126713,0.37088850707216814,0.5761441417391502,0.21368524058800906,0.37088850707216814,1.03506159277428,0.02954777049321917,0.09372077524225197,0.002839506172839506,13.434852747965019,0.9988670189780666,2.666620954207595
35,constant,0.14805514648021256,0.900492529896477,0.7524373834162644,0.7866176696067052,0.5918805410678688,0.7524373834162644,1.43660660546751,-0.028687246246912847,0.02944695080702358,0.0038271604938271597,-12.427868540155949,0.7484836981926384,-1.944060877173546
36,gaussian,0.37535221734033564,0.5687788038106386,0.193426586470303,0.4194909528573831,0.08114070306637841,0.19342658647030297,1.1978814663542898,0.001488441448415843,0.0037589538077216506,0.0030555555555555544,44.867765779957246,1.0,3.825762599769832
37,oscillating,0.0469559663952584,0.9373184343708816,0.8903624679756231,0.9068663860926052,0.8074397936455463,0.8903624679756231,1.6163431289797212,-0.05296233652961702,0.03519306949296619,0.004475308641975309,-1.481026650475269,0.006704922917094569,-0.006092578710535948
38,gaussian,0.26829200585682256,0.767392121518555,0.4991001156617324,0.6654148409673504,0.3321086240898378,0.49910011566173235,1.1314614249745312,9.800914327205918e-06,0.11140510124510428,0.0034567901234567903,-1.7768474909508032,0.017071950223530807,-0.017435860834318383
39,constant,0.30304291426945895,0.6732261248258676,0.3701832105564087,0.5759190604470367,0.21319556681691443,0.3701832105564087,1.0356277665363856,0.015958274733848504,0.09349243679495736,0.0035802469135802466,4.685795289106982,0.10507038273219294,0.18260927919410594
40,gaussian,0.0940834562908141,0.8902032149436416,0.7961197586528275,0.7735476443881254,0.6158365639567376,0.7961197586528274,1.4807048512929353,-0.0013708393492874414,0.007965799109399195,0.0037654320987654316,-23.216890790252705,0.5384065692934258,-1.715928848466762
41,gaussian,0.08227649653580436,0.9605420730074118,0.8782655764716074,0.8672101010218197,0.7616407792959294,0.8782655764716073,1.5932802055398696,-0.0018029254228779526,0.030123487058685738,0.003950617283950617,-7.161321043294263,0.4083187654967826,-0.8572268859728048
42,oscillating,0.20671958737460416,0.7200760589914156,0.5133564716168114,0.6915943141565309,0.35503441690564536,0.5133564716168114,1.1534872333478274,-0.0017663833541033261,0.11046238804424303,0.0034567901234567903,-0.8101843109942036,0.017537483118470476,-0.01040724527112874
43,gaussian,0.10815603542315118,0.9519038765465865,0.8437478411234353,0.8581886915136301,0.7240948557411712,0.8437478411234353,1.5535822439830875,-0.0011700987266792873,0.014783431742369766,0.004475308641975309,-7.048799167081145,0.2749011080768884,-0.5733125584697092
44,constant,0.25245508090447644,0.6961003364922983,0.44364525558782186,0.55705683989334,0.24713562411142517,0.4436452555878218,1.0441488219572763,0.00874595436806713,0.10955629361267083,0.0030864197530864204,5.151857218167119,0.12015401509209511,0.21829029028897032
45,constant,0.27775135427248915,0.6704790490319752,0.3927276947594861,0.5462563638110737,0.21453000250722212,0.3927276947594861,1.0250340789403765,0.02027438931776746,0.10003572755603862,0.0035802469135802466,15.839194250452536,0.8043661495078012,2.271296064607784
46,constant,0.3454513533188438,0.6119029818291092,0.2664516285102654,0.5022836100582069,0.13383428587402432,0.2664516285102654,1.1271496977086655,0.04186391002940632,0.04743513891451657,0.002839506172839506,9.63610634283599,0.9984702370845024,2.3606377229033924
47,oscillating,0.2128845397429103,0.7880208282581548,0.5751362885152445,0.678764567693524,0.3903821342389078,0.5751362885152445,1.2172731719090388,-0.011704787450893622,0.10010790418354003,0.0036728395061728395,-1.394855490560541,0.03719626015872901,-0.03248434545888462
