x,theta2_x,Lambda_vac,Lambda_matter_plus,Lambda_matter_minus,Lambda_total_plus
0.0,0.456158254141513,0.4078070446809109,0.4561582541415129,-0.4561582541415129,0.8639652988224238
0.02454369260617026,0.456158254141513,0.4077951385677937,0.4561582541415129,-0.4561582541415129,0.8639533927093066
0.04908738521234052,0.456158254141513,0.4077594274002392,0.4561582541415129,-0.4561582541415129,0.8639176815417521
0.07363107781851078,0.456158254141513,0.40769993268931937,0.4561582541415129,-0.4561582541415129,0.8638581868308323
0.09817477042468103,0.456158254141513,0.40761669027242353,0.4561582541415129,-0.4561582541415129,0.8637749444139364
0.1227184630308513,0.456158254141513,0.40750975029167114,0.4561582541415129,-0.4561582541415129,0.863668004433184
0.14726215563702155,0.456158254141513,0.40737917716370764,0.4561582541415129,-0.4561582541415129,0.8635374313052205
0.1718058482431918,0.456158254141513,0.4072250495409028,0.4561582541415129,-0.4561582541415129,0.8633833036824157
0.19634954084936207,0.456158254141513,0.40704746026397365,0.4561582541415129,-0.4561582541415129,0.8632057144054865
0.22089323345553233,0.456158254141513,0.40684651630605995,0.4561582541415129,-0.4561582541415129,0.8630047704475728
0.2454369260617026,0.456158254141513,0.40662233870828834,0.4561582541415129,-0.4561582541415129,0.8627805928498012
0.2699806186678728,0.456158254141513,0.40637506250686095,0.4561582541415129,-0.4561582541415129,0.8625333166483738
0.2945243112740431,0.456158254141513,0.40610483665171526,0.4561582541415129,-0.4561582541415129,0.8622630907932282
0.3190680038802134,0.456158254141513,0.40581182391680226,0.4561582541415129,-0.4561582541415129,0.8619700780583152
0.3436116964863836,0.456158254141513,0.40549620080203685,0.4561582541415129,-0.4561582541415129,0.8616544549435498
0.36815538909255385,0.456158254141513,0.40515815742698147,0.4561582541415129,-0.4561582541415129,0.8613164115684944
0.39269908169872414,0.456158254141513,0.404797897416325,0.4561582541415129,-0.4561582541415129,0.8609561515578379
0.4172427743048944,0.456158254141513,0.4044156377772269,0.4561582541415129,-0.4561582541415129,0.8605738919187398
0.44178646691106466,0.456158254141513,0.4040116087686001,0.4561582541415129,-0.4561582541415129,0.860169862910113
0.4663301595172349,0.456158254141513,0.40358605376241175,0.4561582541415129,-0.4561582541415129,0.8597443079039246
0.4908738521234052,0.456158254141513,0.4031392290970852,0.4561582541415129,-0.4561582541415129,0.8592974832385981
0.5154175447295755,0.456158254141513,0.40267140392309086,0.4561582541415129,-0.4561582541415129,0.8588296580646038
0.5399612373357456,0.456158254141513,0.4021828600408206,0.4561582541415129,-0.4561582541415129,0.8583411141823335
0.5645049299419159,0.456158254141513,0.401673891730841,0.4561582541415129,-0.4561582541415129,0.8578321458723539
0.5890486225480862,0.456158254141513,0.40114480557663057,0.4561582541415129,-0.4561582541415129,0.8573030597181435
0.6135923151542565,0.456158254141513,0.400595920279905,0.4561582541415129,-0.4561582541415129,0.8567541744214179
0.6381360077604268,0.456158254141513,0.40002756646864257,0.4561582541415129,-0.4561582541415129,0.8561858206101555
0.662679700366597,0.456158254141513,0.39944008649792717,0.4561582541415129,-0.4561582541415129,0.8555983406394401
0.6872233929727672,0.456158254141513,0.398833834243726,0.4561582541415129,-0.4561582541415129,0.8549920883852389
0.7117670855789375,0.456158254141513,0.3982091748897275,0.4561582541415129,-0.4561582541415129,0.8543674290312404
0.7363107781851077,0.456158254141513,0.3975664847073693,0.4561582541415129,-0.4561582541415129,0.8537247388488822
0.760854470791278,0.456158254141513,0.39690615082918546,0.4561582541415129,-0.4561582541415129,0.8530644049706984
0.7853981633974483,0.456158254141513,0.3962285710156124,0.4561582541415129,-0.4561582541415129,0.8523868251571253
0.8099418560036186,0.456158254141513,0.395534153415394,0.4561582541415129,-0.4561582541415129,0.8516924075569069
0.8344855486097889,0.456158254141513,0.3948233163197262,0.4561582541415129,-0.4561582541415129,0.8509815704612391
0.859029241215959,0.456158254141513,0.39409648791029595,0.4561582541415129,-0.4561582541415129,0.8502547420518088
0.8835729338221293,0.456158254141513,0.3933541060013588,0.4561582541415129,-0.4561582541415129,0.8495123601428717
0.9081166264282996,0.456158254141513,0.3925966177760175,0.4561582541415129,-0.4561582541415129,0.8487548719175304
0.9326603190344698,0.456158254141513,0.39182447951685473,0.4561582541415129,-0.4561582541415129,0.8479827336583676
0.9572040116406401,0.456158254141513,0.3910381563310855,0.4561582541415129,-0.4561582541415129,0.8471964104725984
0.9817477042468103,0.456158254141513,0.3902381218703945,0.4561582541415129,-0.4561582541415129,0.8463963760119074
1.0062913968529805,0.456158254141513,0.38942485804562565,0.4561582541415129,-0.4561582541415129,0.8455831121871386
1.030835089459151,0.456158254141513,0.38859885473649713,0.4561582541415129,-0.4561582541415129,0.84475710887801
1.055378782065321,0.456158254141513,0.38776060949651603,0.4561582541415129,-0.4561582541415129,0.8439188636380289
1.0799224746714913,0.456158254141513,0.38691062725327097,0.4561582541415129,-0.4561582541415129,0.8430688813947839
1.1044661672776617,0.456158254141513,0.38604942000428233,0.4561582541415129,-0.4561582541415129,0.8422076741457952
1.1290098598838318,0.456158254141513,0.3851775065085944,0.4561582541415129,-0.4561582541415129,0.8413357606501073
1.1535535524900022,0.456158254141513,0.38429541197429395,0.4561582541415129,-0.4561582541415129,0.8404536661158069
1.1780972450961724,0.456158254141513,0.38340366774214474,0.4561582541415129,-0.4561582541415129,0.8395619218836576
1.2026409377023426,0.456158254141513,0.38250281096552774,0.4561582541415129,-0.4561582541415129,0.8386610651070406
1.227184630308513,0.456158254141513,0.3815933842868803,0.4561582541415129,-0.4561582541415129,0.8377516384283932
1.2517283229146832,0.456158254141513,0.38067593551082757,0.4561582541415129,-0.4561582541415129,0.8368341896523405
1.2762720155208536,0.456158254141513,0.379751017274207,0.4561582541415129,-0.4561582541415129,0.8359092714157199
1.3008157081270237,0.456158254141513,0.37881918671317893,0.4561582541415129,-0.4561582541415129,0.8349774408546918
1.325359400733194,0.456158254141513,0.37788100512763045,0.4561582541415129,-0.4561582541415129,0.8340392592691434
1.3499030933393643,0.45615825414151306,0.37693703764306763,0.45615825414151295,-0.45615825414151295,0.8330952917845806
1.3744467859455345,0.45615825414151306,0.37598785287020575,0.45615825414151295,-0.45615825414151295,0.8321461070117186
1.3989904785517047,0.4561582541415131,0.3750340225624599,0.456158254141513,-0.456158254141513,0.8311922767039729
1.423534171157875,0.4561582541415131,0.37407612127154144,0.456158254141513,-0.456158254141513,0.8302343754130544
1.4480778637640452,0.4561582541415132,0.37311472600136975,0.45615825414151306,-0.45615825414151306,0.8292729801428829
1.4726215563702154,0.4561582541415133,0.3721504158605067,0.4561582541415132,-0.4561582541415132,0.8283086700020199
1.4971652489763858,0.4561582541415134,0.3711837717133232,0.4561582541415133,-0.4561582541415133,0.8273420258548365
1.521708941582556,0.4561582541415136,0.37021537583010833,0.4561582541415135,-0.4561582541415135,0.8263736299716218
1.5462526341887264,0.4561582541415139,0.3692458115363316,0.4561582541415138,-0.4561582541415138,0.8254040656778454
1.5707963267948966,0.45615825414151434,0.36827566286126934,0.45615825414151423,-0.45615825414151423,0.8244339170027836
1.5953400194010667,0.456158254141515,0.36730551418620705,0.4561582541415149,-0.4561582541415149,0.823463768327722
1.6198837120072371,0.4561582541415159,0.36633594989243035,0.4561582541415158,-0.4561582541415158,0.8224942040339461
1.6444274046134073,0.4561582541415173,0.3653675540092155,0.45615825414151717,-0.45615825414151717,0.8215258081507326
1.6689710972195777,0.4561582541415192,0.364400909862032,0.4561582541415191,-0.4561582541415191,0.8205591640035511
1.6935147898257479,0.45615825414152206,0.36343659972116893,0.45615825414152195,-0.45615825414152195,0.8195948538626909
1.718058482431918,0.45615825414152616,0.36247520445099723,0.45615825414152605,-0.45615825414152605,0.8186334585925232
1.7426021750380885,0.4561582541415321,0.3615173031600788,0.456158254141532,-0.456158254141532,0.8176755573016108
1.7671458676442586,0.45615825414154065,0.3605634728523329,0.45615825414154054,-0.45615825414154054,0.8167217269938735
1.7916895602504288,0.4561582541415529,0.35961428807947116,0.4561582541415528,-0.4561582541415528,0.815772542221024
1.8162332528565992,0.4561582541415706,0.3586703205949082,0.45615825414157046,-0.45615825414157046,0.8148285747364787
1.8407769454627694,0.4561582541415957,0.35773213900935963,0.4561582541415956,-0.4561582541415956,0.8138903931509552
