K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
4,0.8408024793156644,-0.012364683891264217,-0.012364683891264227,8.417797775819889e-16,8.417797775819888e-14
8,0.4204012396578322,-0.012364683891264251,-0.012364683891264227,1.964152814357974e-15,1.964152814357974e-13
16,0.2102006198289161,-0.01236468389126424,-0.012364683891264227,1.1223730367759852e-15,1.1223730367759852e-13
32,0.10510030991445805,-0.012364683891264269,-0.012364683891264227,3.3671191103279554e-15,3.3671191103279554e-13
64,0.05255015495722903,-0.012364683891264269,-0.012364683891264227,3.3671191103279554e-15,3.3671191103279554e-13
128,0.026275077478614513,-0.012364683891264223,-0.012364683891264227,2.805932591939963e-16,2.805932591939963e-14
