profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.23917587371077692,-0.6498480779387428,-0.6498480779387439,-0.028897339903986068,-0.02889733990398607,1.2006111854866344e-16,1.2006111854866344e-14
gaussian,-0.7407980555594196,-0.649848077938744,-0.6498480779387439,-0.02889733990398612,-0.02889733990398612,0.0,0.0
oscillating,1.7323473289088989,-0.6498480779387438,-0.6498480779387439,-0.02889733990398612,-0.028897339903986113,2.4012223709732653e-16,2.4012223709732654e-14
