n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.04810076607838169,-0.0033984671235014986,0.0033984671235014986,0.04004863019043094,0.04004863019043205,0.006666666666666667,-0.018098535819284358,-0.16850239138703968,0.09458402751952272,0.4266666666666667
1,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.0,0.0,-0.0,0.04004863019043094,0.0,0.0,-0.018098535819284358,-0.16850239138703968,0.09458402751952272,0.4266666666666667
2,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.024050383039190847,0.004784091481685509,-0.004784091481685509,0.06236667603779247,0.022318045847361537,0.0033333333333333335,-0.018098535819284355,-0.1679369471206402,0.09458402751952272,0.64
3,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.0,0.0,-0.0,0.06236667603779247,0.0,0.0,-0.018098535819284355,-0.1679369471206402,0.09458402751952272,0.64
4,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.0,0.0,-0.0,0.06236667603779247,0.0,0.0,-0.018098535819284355,-0.1679369471206402,0.09458402751952272,0.64
5,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.0,0.0,-0.0,0.06236667603779247,0.0,0.0,-0.018098535819284355,-0.1679369471206402,0.09458402751952272,0.64
6,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.024050383039190847,-0.0016992335617507495,0.0016992335617507495,0.07830835683644395,0.015941680798651478,0.0033333333333333335,-0.01809853581928436,-0.1673715028542408,0.09458402751952269,0.8533333333333334
7,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.024050383039190847,-0.0016992335617507504,0.0016992335617507504,0.09310611610710975,0.014797759270665803,0.0033333333333333335,-0.018098535819284355,-0.16680605858784125,0.0945840275195227,1.0666666666666667
8,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.07215114911757255,0.00138562435818401,-0.00138562435818401,0.13795260319344319,0.04484648708633343,0.01,-0.018098535819284355,-0.16510972578864289,0.09458402751952272,1.7066666666666668
9,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.024050383039190847,0.004784091481685508,-0.004784091481685508,0.15383759322860815,0.01588499003516497,0.0033333333333333335,-0.018098535819284358,-0.16454428152224346,0.0945840275195227,1.92
10,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.0,0.0,-0.0,0.15383759322860815,0.0,0.0,-0.018098535819284358,-0.16454428152224346,0.0945840275195227,1.92
11,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.0,0.0,-0.0,0.15383759322860815,0.0,0.0,-0.018098535819284358,-0.16454428152224346,0.0945840275195227,1.92
12,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.0,0.0,-0.0,0.15383759322860815,0.0,0.0,-0.018098535819284358,-0.16454428152224346,0.0945840275195227,1.92
13,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.04810076607838169,-0.0033984671235015008,0.0033984671235015008,0.17868686777641185,0.024849274547803696,0.006666666666666667,-0.018098535819284355,-0.16341339298944452,0.09458402751952272,2.3466666666666667
14,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.024050383039190847,-0.0016992335617507495,0.0016992335617507495,0.19043755351892233,0.01175068574251048,0.0033333333333333335,-0.018098535819284355,-0.162847948723045,0.09458402751952272,2.56
15,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.07215114911757255,-0.00509770068525225,0.00509770068525225,0.22353536452277906,0.033097811003856725,0.01,-0.018098535819284355,-0.16115161592384664,0.0945840275195227,3.2
16,oscillating,0.03,2.0,64,0.1436196803196117,0.00430859040958835,300,0.024050383039190847,-0.0016992335617507495,0.0016992335617507495,0.23395293415357543,0.010417569630796375,0.0033333333333333335,-0.018098535819284355,-0.1605861716574472,0.0945840275195227,3.4133333333333336
