angle_deg,state,tr_F_rho_real
0.0,ket_0,0.5666949198189677
0.0,ket_1,0.5666949198189677
0.0,ket_plus,0.5666949198189676
0.0,ket_minus,0.5666949198189676
0.0,ket_plus_i,0.6566331072944614
0.0,ket_minus_i,0.4767567323434737
15.0,ket_0,0.5666949198189677
15.0,ket_1,0.5666949198189677
15.0,ket_plus,0.7376509514017776
15.0,ket_minus,0.39573888823615755
15.0,ket_plus_i,0.6341263187589548
15.0,ket_minus_i,0.4992635208789804
30.0,ket_0,0.5666949198189677
30.0,ket_1,0.5666949198189677
30.0,ket_plus,0.8969566119504192
30.0,ket_minus,0.23643322768751596
30.0,ket_plus_i,0.5681397535969029
30.0,ket_minus_i,0.5652500860410322
45.0,ket_0,0.5666949198189677
45.0,ket_1,0.5666949198189677
45.0,ket_plus,1.033755483963554
45.0,ket_minus,0.09963435567438099
45.0,ket_plus_i,0.4631702871761447
45.0,ket_minus_i,0.6702195524617904
60.0,ket_0,0.5666949198189677
60.0,ket_1,0.5666949198189677
60.0,ket_plus,1.1387249503843122
60.0,ket_minus,-0.0053351107463771585
60.0,ket_plus_i,0.3263714151630098
60.0,ket_minus_i,0.8070184244749253
75.0,ket_0,0.5666949198189677
75.0,ket_1,0.5666949198189677
75.0,ket_plus,1.2047115155463641
75.0,ket_minus,-0.07132167590842908
75.0,ket_plus_i,0.16706575461436812
75.0,ket_minus_i,0.966324085023567
90.0,ket_0,0.5666949198189677
90.0,ket_1,0.5666949198189677
90.0,ket_plus,1.227218304081871
90.0,ket_minus,-0.09382846444393576
90.0,ket_plus_i,-0.003890276968441908
90.0,ket_minus_i,1.137280116606377
