eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.23898466879408087,-0.1223515018432525,0.07430325833243279,0.0025647267277154606,True
0.9,0.21194517837279908,-0.09065863000785081,0.04913204069221255,0.011424134356626148,True
1.5,0.24668256826477308,-0.05729492770394207,0.07130396723465315,-0.00042596439533748587,True
