mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.0940834562908141,0.8902032149436416,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.5193246555524683e-16,1.0,0.7735476443867993,7.464238468177533e-13
