seed,Nsamples,L_sites,K_layers,gamma_deph,eta0,"noncomm_norm_[U0,U1]",max_abs_balance_residual,mean_abs_balance_residual,balance_closure_ok_1e-10
20260505,40,5,5,0.8,1.6,1.5597494316017038,2.220446049250313e-16,1.7137441639392126e-17,True
