eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.20943695512230984,-0.07995793273191744,0.04498075455233752,0.0014595466453038997,True
0.9,0.2376545442773215,-0.024910134368839296,0.03666222897404292,0.0009419847832744521,True
1.5,0.2195633690074259,-0.04287063657255896,0.0508449501581163,-0.0060443127914389105,True
