sample,k,bond,dO_dt,div_x_j,src_deph,src_mu,residual,abs_residual
42,1,0,0.1489963175268438,-0.049865960612704485,0.006119512029382759,0.09301084488475658,-1.3877787807814457e-17,1.3877787807814457e-17
42,1,1,0.18693542433558474,0.09140791751316232,0.12009851902303156,0.15824482282571545,1.1102230246251565e-16,1.1102230246251565e-16
42,1,2,0.2023106846521178,-0.04154195690045783,0.06615573869499117,0.09461298905666879,0.0,0.0
42,2,0,-0.10676525039854372,-0.0033687420316042423,-0.042777273214130565,-0.0673567192160174,0.0,0.0
42,2,1,-0.02886625693046924,-0.0014144111035266052,0.027965180902875628,-0.05824584893687148,6.938893903907228e-18,6.938893903907228e-18
42,2,2,-0.009731756460597329,0.0047831531351308475,0.05028297244937965,-0.05523157577484613,1.734723475976807e-18,1.734723475976807e-18
42,3,0,-0.010665724054454852,0.00020628200906917652,-0.023061104172881385,0.012601662127495711,-1.734723475976807e-18,1.734723475976807e-18
42,3,1,-0.06974470467144953,0.013594005300741223,-0.02233238792846979,-0.03381831144223851,0.0,0.0
42,3,2,0.030346494754503364,-0.0138002873098104,0.029138725397799395,-0.012592517953106432,0.0,0.0
42,4,0,-0.13950471037899675,0.0022179643599470984,-0.09017150494304545,-0.047115241076004226,0.0,0.0
42,4,1,0.09209305025736689,-0.040113661361394645,0.027425353786664133,0.024554035109308106,0.0,0.0
42,4,2,-0.06678427847219716,0.03789569700144755,-0.006675175401229383,-0.02221340606952022,-6.938893903907228e-18,6.938893903907228e-18
42,5,0,0.022450688879704375,-0.0030499623089385213,-0.02482793745494764,0.044228664025713495,0.0,0.0
42,5,1,-0.033203459550752185,0.0032569147201810447,-0.00550600505126986,-0.02444053977930128,3.469446951953614e-18,3.469446951953614e-18
42,5,2,0.03290912620739744,-0.00020695241124252345,0.005038307565601065,0.027663866230553856,0.0,0.0
43,0,0,-0.1843713556653782,-0.0033613163517405573,-0.11427206122781143,-0.07346061078930735,2.7755575615628914e-17,2.7755575615628914e-17
43,0,1,0.15015657577659636,-0.08228454838073941,0.04131340798008683,0.026558619415770097,1.3877787807814457e-17,1.3877787807814457e-17
43,0,2,-0.04233313105195516,0.08564586473247997,0.026364272675102066,0.01694846100542275,-6.938893903907228e-18,6.938893903907228e-18
43,1,0,0.15267913034059427,-0.07158446506884258,0.01204839702384778,0.06904626824790391,0.0,0.0
43,1,1,-0.22811109875191787,0.06945921582248511,-0.07428344394973373,-0.08436843897969905,0.0,0.0
43,1,2,-0.24498539666903263,0.00212524924635747,-0.11979859832227784,-0.12306154910039734,0.0,0.0
43,2,0,0.009160221452917776,0.010256215266815097,0.01446023392150693,0.004956202798225941,3.469446951953614e-18,3.469446951953614e-18
43,2,1,0.05541971161008698,-0.013940132291955041,-0.010505906996985382,0.05198548631511732,0.0,0.0
43,2,2,-0.06792452445263872,0.003683917025139943,-0.0713410854059988,0.007100477978500029,0.0,0.0
43,3,0,-0.12815021322494924,-0.024562345560748926,-0.07078514486930376,-0.0819274139163944,0.0,0.0
43,3,1,-0.04730942801813881,0.03160851615762856,-0.034284977071123254,0.018584065210613003,0.0,0.0
43,3,2,-0.005175582422058584,-0.0070461705968796326,-0.05298047888071314,0.04075872586177491,1.0408340855860843e-17,1.0408340855860843e-17
43,4,0,-0.09605311455349747,-0.0013630978305243624,-0.08003011279951557,-0.01738609958450628,1.3877787807814457e-17,1.3877787807814457e-17
43,4,1,0.15669175573626998,-0.031585592158702366,0.062483586771947756,0.06262257680561986,-2.7755575615628914e-17,2.7755575615628914e-17
43,4,2,0.00026716220326730234,0.03294868998922673,0.002360392392823071,0.030855459799670963,0.0,0.0
43,5,0,0.015830131241634397,-0.015121039378420362,-0.009252066732437923,0.00996115859565196,-1.734723475976807e-18,1.734723475976807e-18
