mu_dot,max_abs_real_eig_err,max_abs_imag_eig,operator_gap
0.1,0.0011419199843756278,0.02100000000000002,0.060166435825965286
0.01,1.1408441793814283e-05,0.0021000000000000007,0.0060166435825965295
0.001,1.1408334432694289e-07,0.00021000000000004349,0.000601664358259653
0.0001,1.1408333167040041e-09,2.1000000000048757e-05,6.0166435825965296e-05
