t,norm_layer1,norm_layer2,norm_total
0.0,1.0,0.0,1.0
0.4170141784820684,0.9983010034651623,0.0016989965348378796,1.0000000000000002
0.8340283569641368,0.9936665897840175,0.006333410215982591,1.0
1.2510425354462051,0.9873585438654053,0.01264145613459459,0.9999999999999999
1.6680567139282736,0.9810943207515366,0.018905679248463376,1.0
2.085070892410342,0.9765794441039783,0.0234205558960216,1.0
2.5020850708924103,0.9750431531773828,0.024956846822616965,0.9999999999999998
2.919099249374479,0.976903724983717,0.023096275016283113,1.0000000000000002
3.336113427856547,0.9816545924384324,0.018345407561567526,1.0
3.7531276063386154,0.9880022644398087,0.011997735560191635,1.0000000000000002
4.170141784820684,0.9942184971821207,0.005781502817879168,0.9999999999999999
4.587155963302752,0.9986108330636679,0.0013891669363318955,0.9999999999999998
5.004170141784821,0.9999833962927741,1.6603707225310758e-05,0.9999999999999994
5.421184320266889,0.9979624870471817,0.0020375129528176273,0.9999999999999993
5.838198498748958,0.9930983265552202,0.006901673444780152,1.0000000000000004
6.255212677231026,0.9867152515561606,0.013284748443839364,0.9999999999999999
6.672226855713094,0.9805511448243827,0.01944885517561713,0.9999999999999998
7.089241034195163,0.9762842719153068,0.023715728084693154,0.9999999999999999
7.506255212677231,0.975076349545443,0.024923650454557578,1.0000000000000004
7.9232693911593,0.9772562517260905,0.022743748273909622,1.0000000000000002
8.340283569641368,0.9822304691454944,0.017769530854505222,0.9999999999999996
8.757297748123436,0.98864470050366,0.011355299496339859,0.9999999999999999
9.174311926605505,0.9947525802651861,0.005247419734813695,0.9999999999999998
9.591326105087573,0.9988911514654302,0.001108848534570605,1.0000000000000007
10.008340283569641,0.9999336293493133,6.637065068548984e-05,0.9999999999999988
10.42535446205171,0.9975961845152843,0.0024038154847150347,0.9999999999999993
10.842368640533778,0.9925152194987503,0.00748478050124835,0.9999999999999987
11.259382819015848,0.9860740991482804,0.01392590085172064,1.000000000000001
11.676396997497916,0.9800265099091059,0.01997349009089465,1.0000000000000004
12.093411175979984,0.9760189937953568,0.023981006204643357,1.0000000000000002
12.510425354462052,0.9751426539545213,0.02485734604547867,0.9999999999999999
12.92743953294412,0.9776360863476536,0.022363913652345038,0.9999999999999987
13.344453711426189,0.9828204186121822,0.017179581387817403,0.9999999999999996
13.761467889908257,0.9892841426990056,0.010715857300994757,1.0000000000000002
14.178482068390325,0.9952674179748107,0.004732582025189181,0.9999999999999999
14.595496246872393,0.999141212814918,0.0008587871850827846,1.0000000000000007
15.012510425354462,0.9998508315867208,0.0001491684132802095,1.000000000000001
15.42952460383653,0.9972030705067643,0.002796929493235796,1.0
15.8465387823186,0.9919188201132636,0.008081179886736945,1.0000000000000004
16.263552960800666,0.9854367925842353,0.01456320741576277,0.9999999999999981
16.680567139282736,0.9795218119249499,0.020478188075049458,0.9999999999999993
17.097581317764803,0.9757843155813135,0.024215684418684293,0.9999999999999978
17.514595496246873,0.9752418899855553,0.024758110014444386,0.9999999999999997
17.931609674728943,0.9780422182056897,0.02195778179431102,1.0000000000000007
18.34862385321101,0.983422871133943,0.0165771288660565,0.9999999999999996
18.76563803169308,0.9899188896338057,0.010081110366193849,0.9999999999999996
19.182652210175146,0.9957616404596065,0.004238359540395169,1.0000000000000016
19.599666388657216,0.9993603517628739,0.0006396482371244124,0.9999999999999982
20.016680567139282,0.9997352233086454,0.000264776691352555,0.999999999999998
20.433694745621352,0.9967841909973914,0.003215809002607974,0.9999999999999993
20.85070892410342,0.9913107152648888,0.008689284735110075,0.9999999999999989
21.26772310258549,0.9848050275737023,0.01519497242629667,0.9999999999999989
21.684737281067555,0.9790383937440906,0.020961606255906654,0.9999999999999973
22.101751459549625,0.9755808616918551,0.024419138308146522,1.0000000000000016
22.518765638031695,0.9753737935968648,0.024626206403137063,1.0000000000000018
22.93577981651376,0.9784735666872559,0.021526433312745896,1.0000000000000018
23.35279399499583,0.984036223738796,0.015963776261205175,1.000000000000001
23.769808173477898,0.9905472524089095,0.009452747591088136,0.9999999999999977
24.186822351959968,0.996233932720017,0.0037660672799835486,1.0000000000000007
24.603836530442035,0.9995479852366453,0.00045201476335467004,1.0
25.020850708924105,0.9995871121191392,0.0004128878808607336,0.9999999999999999
25.43786488740617,0.9963406605183429,0.0036593394816553933,0.9999999999999983
25.85487906588824,0.9906925229650063,0.009307477034990738,0.999999999999997
26.271893244370307,0.9841804850816922,0.015819514918308804,1.000000000000001
26.688907422852377,0.9785775416185971,0.021422458381401815,0.9999999999999989
27.105921601334448,0.9754091734657016,0.02459082653429745,0.999999999999999
27.522935779816514,0.9755380138266907,0.024461986173309882,1.0000000000000007
27.939949958298584,0.9789289840844302,0.021071015915569258,0.9999999999999994
28.35696413678065,0.9846588444524222,0.015341155547577381,0.9999999999999997
28.77397831526272,0.9911675591117881,0.008832440888213468,1.0000000000000016
29.190992493744787,0.9966830381072095,0.003316961892791846,1.0000000000000013
29.608006672226857,0.9997036139915718,0.00029638600842856795,1.0000000000000004
30.025020850708923,0.9994068921041683,0.0005931078958336727,1.000000000000002
30.442035029190993,0.9958736591907156,0.004126340809280574,0.9999999999999961
30.85904920767306,0.9900658880651256,0.009934111934874491,1.0000000000000002
31.27606338615513,0.9835648268559393,0.016435173144058884,0.9999999999999981
31.6930775646372,0.978140481758032,0.02185951824196898,1.000000000000001
32.11009174311927,0.9752697077212936,0.024730292278705504,0.9999999999999991
32.52710592160133,0.9757341137270285,0.024265886272967923,0.9999999999999963
32.9441201000834,0.9794072586480731,0.020592741351926333,0.9999999999999994
