seed,n_sites,n_cases,t_final,gamma_deph,eta0,intercept_max_abs_residual,coef_dt_max_abs_residual,coef_dmu_max_abs_residual,coef_dt_dmu_max_abs_residual,fit_r2_max_abs_residual,intercept_mean_abs_residual,coef_dt_mean_abs_residual,coef_dmu_mean_abs_residual,coef_dt_dmu_mean_abs_residual,fit_r2_mean_abs_residual,max_residual_overall,mean_residual_overall,intercept_abs,intercept_abs_tol,intercept_rel_tol,intercept_scaled_tol,pass_intercept_tol,pass_intercept_scaled_tol,pass_all
20270234,4,16,0.5,0.48063043525314547,1.0882257016275263,0.0007101095562609476,0.2081388692179727,0.005421558556613774,2.7983605037747004,0.8384658861529308,-7.448639061727327e-07,-0.021764800009157495,-0.0007954718304497774,0.8084202542929356,0.9872061807479569,0.13306169416173297,0.007790096688178302,0.0007101095562609476,0.001,0.08,0.010644935532938637,True,True,True
