case_id,seed,n_sites,k_layers,dmu,dt,n_steps,gamma_deph,eta0,max_abs_residual,mean_abs_residual
0,20270234,4,3,0.3333333333333333,0.0125,40,0.48063043525314547,1.0882257016275263,0.01816484814401853,0.0030503333302257223
1,20270234,4,3,0.3333333333333333,0.025,20,0.48063043525314547,1.0882257016275263,0.03586645235972152,0.006143609282036546
2,20270234,4,3,0.3333333333333333,0.05,10,0.48063043525314547,1.0882257016275263,0.06993091036349453,0.01245953203551355
3,20270234,4,3,0.3333333333333333,0.1,5,0.48063043525314547,1.0882257016275263,0.13306169416173297,0.025618124754650806
4,20271234,4,4,0.25,0.0125,40,0.48063043525314547,1.0882257016275263,0.007150316536050916,0.001905221393249198
5,20271234,4,4,0.25,0.025,20,0.48063043525314547,1.0882257016275263,0.014119896449153457,0.0038316686000021537
6,20271234,4,4,0.25,0.05,10,0.48063043525314547,1.0882257016275263,0.027537816141510185,0.007748411726669934
7,20271234,4,4,0.25,0.1,5,0.48063043525314547,1.0882257016275263,0.052435483135800376,0.015830063335604952
8,20272234,4,5,0.2,0.0125,40,0.48063043525314547,1.0882257016275263,0.012686542291272696,0.0016345067782666382
9,20272234,4,5,0.2,0.025,20,0.48063043525314547,1.0882257016275263,0.02503761443018354,0.0032944708765480515
10,20272234,4,5,0.2,0.05,10,0.48063043525314547,1.0882257016275263,0.04876494676400403,0.0066881161793685305
11,20272234,4,5,0.2,0.1,5,0.48063043525314547,1.0882257016275263,0.09254155324725624,0.013779156103127601
12,20273234,4,6,0.16666666666666666,0.0125,40,0.48063043525314547,1.0882257016275263,0.010586590936813828,0.001457122391187572
13,20273234,4,6,0.16666666666666666,0.025,20,0.48063043525314547,1.0882257016275263,0.02088713804458045,0.0029370396668908167
14,20273234,4,6,0.16666666666666666,0.05,10,0.48063043525314547,1.0882257016275263,0.040659459973226814,0.005964622449378524
15,20273234,4,6,0.16666666666666666,0.1,5,0.48063043525314547,1.0882257016275263,0.07709452908483475,0.012299548108132243
