K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
4,0.22880725678676556,0.2135578693140619,0.2135578693140619,0.0,0.0
8,0.11440362839338278,0.21355786931406187,0.2135578693140619,1.299674683249951e-16,1.299674683249951e-14
16,0.05720181419669139,0.2135578693140619,0.2135578693140619,0.0,0.0
32,0.028600907098345695,0.2135578693140619,0.2135578693140619,0.0,0.0
64,0.014300453549172847,0.21355786931406193,0.2135578693140619,1.299674683249951e-16,1.299674683249951e-14
128,0.007150226774586424,0.2135578693140619,0.2135578693140619,0.0,0.0
