seed,k_layers,mu_min,mu_max,d0,growth,holo_growth,d_max,mix_pure,weight_mode,lambda_raw_unreg,lambda_cut_unreg,lambda_raw_reg,lambda_cut_reg,trace_raw_max,trace_cut_max,dyn_norm_raw_mean,dyn_norm_cut_mean,mean_d_raw,mean_d_eff,max_d_raw,max_d_eff,mean_cut_fraction,resolution_std_raw_unreg,resolution_std_cut_reg,resolution_std_raw_reg,resolution_relspan_raw_unreg,resolution_relspan_cut_reg,resolution_stability_gain,pass_trace_1e-11,pass_stability_gain_gt_1,pass_all
20270225,16,0.0,4.5,6,0.9246023085369618,0.5499594988712843,256,0.6704493850151758,inv_dim,-0.07522738693643974,-0.06523986584799388,-0.009514191182892621,-0.009438996209911581,9.72064493212764e-17,1.2748760799026484e-16,0.9578922484099569,0.5781323139484631,87.8125,27.0625,256.0,71.0,0.5023712931074067,0.07044805307213803,0.010983770751712352,0.011241781610181254,1021.3850075075937,13.075776224549292,6.41383133940126,True,True,True
