angle_deg,state,tr_F_rho_real
0.0,ket_0,0.4466451729243505
0.0,ket_1,0.4466451729243505
0.0,ket_plus,0.4466451729243504
0.0,ket_minus,0.4466451729243504
0.0,ket_plus_i,0.3025000784234434
0.0,ket_minus_i,0.5907902674252574
15.0,ket_0,0.4466451729243505
15.0,ket_1,0.4466451729243505
15.0,ket_plus,0.594253608238437
15.0,ket_minus,0.29903673761026384
15.0,ket_plus_i,0.28306705924937636
15.0,ket_minus_i,0.6102232865993245
30.0,ket_0,0.4466451729243505
30.0,ket_1,0.4466451729243505
30.0,ket_plus,0.7318027726203415
30.0,ket_minus,0.16148757322835933
30.0,ket_plus_i,0.22609232986930522
30.0,ket_minus_i,0.6671980159793955
45.0,ket_0,0.4466451729243505
45.0,ket_1,0.4466451729243505
45.0,ket_plus,0.849918917828179
45.0,ket_minus,0.04337142802052185
45.0,ket_plus_i,0.13545862393528973
45.0,ket_minus_i,0.7578317219134111
60.0,ket_0,0.4466451729243505
60.0,ket_1,0.4466451729243505
60.0,ket_plus,0.9405526237621945
60.0,ket_minus,-0.047262277913493626
60.0,ket_plus_i,0.017342478727452315
60.0,ket_minus_i,0.8759478671212485
75.0,ket_0,0.4466451729243505
75.0,ket_1,0.4466451729243505
75.0,ket_plus,0.9975273531422657
75.0,ket_minus,-0.10423700729356482
75.0,ket_plus_i,-0.1202066856544523
75.0,ket_minus_i,1.013497031503153
90.0,ket_0,0.4466451729243505
90.0,ket_1,0.4466451729243505
90.0,ket_plus,1.0169603723163327
90.0,ket_minus,-0.12367002646763185
90.0,ket_plus_i,-0.26781512096853893
90.0,ket_minus_i,1.1611054668172398
