case_key,seed_case,gamma_jump_case,deltaS_hor_case,profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
seed_20260908_Gm_0.09_dS_0.12,20260908,0.09,0.12,gaussian,19.28910215898113,0.011443712761203794,0.40097115931443794,0.051842744766344324,0.0023035714285714283,0.000994133039681356,3.883332414927515e-05
seed_20260908_Gm_0.09_dS_0.12,20260908,0.09,0.12,oscillating,12.340373292342402,0.01691829034826622,0.04185149766310847,0.08103482579579113,0.002285714285714286,0.022625444811536756,0.0008838334102692673
seed_20260908_Gm_0.12_dS_0.08,20260908,0.12,0.08,constant,10.70747662221424,0.0004705995374566153,0.9601387167226223,0.09339268581033858,0.0025535714285714285,0.015468545431184855,0.0006042584963181823
seed_20260908_Gm_0.12_dS_0.08,20260908,0.12,0.08,gaussian,14.533716916423923,0.008773753048849947,0.41003360998600047,0.06880552344252304,0.0028035714285714287,0.0006796680559010171,2.6549534997018054e-05
seed_20260908_Gm_0.12_dS_0.08,20260908,0.12,0.08,oscillating,13.263915260064245,0.013788459625192876,0.08688088414470818,0.0753925202621625,0.002848214285714286,0.015468545431184855,0.0006042584963181817
seed_20260908_Gm_0.12_dS_0.12,20260908,0.12,0.12,constant,16.061214933321377,0.0007058993061849216,0.9601387167226223,0.06226179054022566,0.0025535714285714285,0.022625444811536756,0.0008838334102692684
seed_20260908_Gm_0.12_dS_0.12,20260908,0.12,0.12,gaussian,21.80057537463592,0.013160629573274928,0.41003360998600036,0.04587034896168196,0.0028035714285714287,0.0009941330396813555,3.883332414927548e-05
seed_20260908_Gm_0.12_dS_0.12,20260908,0.12,0.12,oscillating,19.89587289009641,0.0206826894377893,0.08688088414470829,0.05026168017477489,0.002848214285714286,0.022625444811536752,0.0008838334102692677
seed_20260909_Gm_0.09_dS_0.08,20260909,0.09,0.08,constant,9.552926671040217,0.0011784198115807006,0.8874217102646879,0.10467996190439827,0.0024375,0.015468545431184855,0.000604258496318182
seed_20260909_Gm_0.09_dS_0.08,20260909,0.09,0.08,gaussian,13.691394374069123,0.007111443167370448,0.3782995429447854,0.07303857975882679,0.002232142857142857,0.0006796680559010171,2.6549534997017796e-05
seed_20260909_Gm_0.09_dS_0.08,20260909,0.09,0.08,oscillating,7.067720832212387,0.010114832870926379,0.11619012843993404,0.14148832753018814,0.0021160714285714285,0.015468545431184855,0.000604258496318181
seed_20260909_Gm_0.09_dS_0.12,20260909,0.09,0.12,constant,14.329390006560317,0.0017676297173710473,0.8874217102646879,0.06978664126959888,0.0024375,0.02262544481153675,0.0008838334102692681
seed_20260909_Gm_0.09_dS_0.12,20260909,0.09,0.12,gaussian,20.537091561103654,0.010667164751055669,0.3782995429447855,0.048692386505884595,0.002232142857142857,0.000994133039681356,3.88333241492751e-05
seed_20260909_Gm_0.09_dS_0.12,20260909,0.09,0.12,oscillating,10.601581248318555,0.01517224930638958,0.11619012843993437,0.09432555168679231,0.0021160714285714285,0.022625444811536756,0.0008838334102692667
seed_20260909_Gm_0.12_dS_0.08,20260909,0.12,0.08,constant,10.077141156953045,0.0010603377330698207,0.9351228894130833,0.09923449363513362,0.0028125,0.015468545431184855,0.0006042584963181821
seed_20260909_Gm_0.12_dS_0.08,20260909,0.12,0.08,gaussian,10.324846843366542,0.009777317296601095,0.23545134595004014,0.09685373692903496,0.0026875000000000002,0.0006796680559010171,2.6549534997017905e-05
seed_20260909_Gm_0.12_dS_0.08,20260909,0.12,0.08,oscillating,5.790941209188356,0.013391049720410135,0.05730748497946159,0.17268350063946816,0.0027410714285714287,0.015468545431184855,0.0006042584963181806
seed_20260909_Gm_0.12_dS_0.12,20260909,0.12,0.12,constant,15.115711735429558,0.001590506599604727,0.9351228894130833,0.06615632909008912,0.0028125,0.022625444811536752,0.0008838334102692681
seed_20260909_Gm_0.12_dS_0.12,20260909,0.12,0.12,gaussian,15.48727026504983,0.01466597594490163,0.23545134595004025,0.0645691579526899,0.0026875000000000002,0.0009941330396813558,3.8833324149275264e-05
seed_20260909_Gm_0.12_dS_0.12,20260909,0.12,0.12,oscillating,8.686411813782538,0.02008657458061519,0.057307484979461365,0.1151223337596454,0.0027410714285714287,0.022625444811536756,0.0008838334102692659
seed_20260910_Gm_0.09_dS_0.08,20260910,0.09,0.08,constant,11.065609666427381,0.00010979722382655797,0.9748193162353523,0.0903700772162568,0.0020982142857142857,0.015468545431184855,0.0006042584963181817
seed_20260910_Gm_0.09_dS_0.08,20260910,0.09,0.08,gaussian,14.224463207896433,0.00718700005923222,0.40494951748423746,0.07030142265367663,0.0023035714285714283,0.0006796680559010171,2.654953499701811e-05
seed_20260910_Gm_0.09_dS_0.08,20260910,0.09,0.08,oscillating,13.494255404223514,0.011446642613528967,0.09936734118105595,0.0741056079083114,0.002375,0.015468545431184855,0.0006042584963181824
seed_20260910_Gm_0.09_dS_0.12,20260910,0.09,0.12,constant,16.598414499641066,0.00016469583573983275,0.9748193162353523,0.060246718144171214,0.0020982142857142857,0.022625444811536752,0.0008838334102692676
seed_20260910_Gm_0.09_dS_0.12,20260910,0.09,0.12,gaussian,21.336694811844637,0.01078050008884833,0.4049495174842376,0.04686761510245111,0.0023035714285714283,0.000994133039681356,3.883332414927557e-05
seed_20260910_Gm_0.09_dS_0.12,20260910,0.09,0.12,oscillating,20.241383106335224,0.017169963920293452,0.09936734118105583,0.04940373860554105,0.002375,0.022625444811536756,0.0008838334102692685
seed_20260910_Gm_0.12_dS_0.08,20260910,0.12,0.08,constant,10.051440010887813,0.0010641695758895969,0.9304282970847333,0.09948823242408956,0.0027589285714285715,0.015468545431184855,0.000604258496318182
seed_20260910_Gm_0.12_dS_0.08,20260910,0.12,0.08,gaussian,10.095105957878888,0.009983148361765604,0.32596541654928124,0.09905790035017255,0.0028392857142857143,0.0006796680559010172,2.65495349970182e-05
seed_20260910_Gm_0.12_dS_0.08,20260910,0.12,0.08,oscillating,4.493406245559872,0.013354701205688302,0.03641922859498414,0.22254831754599153,0.002705357142857143,0.015468545431184855,0.000604258496318182
seed_20260910_Gm_0.12_dS_0.12,20260910,0.12,0.12,constant,15.077160016331709,0.0015962543638343967,0.9304282970847333,0.06632548828272641,0.0027589285714285715,0.022625444811536752,0.0008838334102692679
seed_20260910_Gm_0.12_dS_0.12,20260910,0.12,0.12,gaussian,15.142658936818291,0.014974722542648408,0.32596541654928124,0.06603860023344854,0.0028392857142857143,0.000994133039681356,3.883332414927569e-05
seed_20260910_Gm_0.12_dS_0.12,20260910,0.12,0.12,oscillating,6.740109368339774,0.020032051808532486,0.03641922859498414,0.14836554503066177,0.002705357142857143,0.022625444811536756,0.0008838334102692681
