mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,200,0.3,0.6,1.1102230246251565e-16,0.0,1.6653345369377348e-16,8.768988564372227e-17,1.0,0.4654048444719869,5.527269374018042e-13
