profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
gaussian,20.382814422553515,0.00954815532200262,0.4266121054983246,0.04906093826245621,0.0020089285714285712,0.000994133039681356,3.883332414927515e-05
