mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.2062704712420712,0.835817569649024,2.220446049250313e-16,0.0,2.220446049250313e-16,9.344348498084621e-17,1.0,0.7148406142017888,6.897653404003046e-13
