seed,k_layers,mu_min,mu_max,d0,growth,holo_growth,d_max,mix_pure,weight_mode,lambda_raw_unreg,lambda_cut_unreg,lambda_raw_reg,lambda_cut_reg,trace_raw_max,trace_cut_max,dyn_norm_raw_mean,dyn_norm_cut_mean,mean_d_raw,mean_d_eff,max_d_raw,max_d_eff,mean_cut_fraction,resolution_std_raw_unreg,resolution_std_cut_reg,resolution_std_raw_reg,resolution_relspan_raw_unreg,resolution_relspan_cut_reg,resolution_stability_gain,pass_trace_1e-11,pass_stability_gain_gt_1,pass_all
20260222,20,0.0,6.0,4,0.9,0.55,256,0.6,uniform,0.03093496265161525,0.02322394640003699,0.003408880001092278,0.0041647785665407935,8.740101992468468e-17,8.740101992468468e-17,0.8729461121149802,0.4794010959038563,106.6,32.95,256.0,108.0,0.5250860230441271,0.03212083929682209,0.005834725771839042,0.00504011232900856,7.3458493779941465,6.71806306813862,5.505115502059397,True,True,True
