sample_id,step,t,site,dq_dt,div_j,src_matter,src_gauge,residual,abs_residual
0,14,0.28,0,-0.028111952930177205,-0.0281119529301772,-1.734723475976807e-18,-1.951563910473908e-18,2.168404344971009e-19,2.168404344971009e-19
0,14,0.28,1,-0.02796700006530517,-0.02796700006530515,-1.5720931501039814e-18,-1.8431436932253575e-18,-1.7401444868392346e-17,1.7401444868392346e-17
0,14,0.28,2,0.05607895299548235,0.05607895299548235,-4.87890977618477e-19,-1.5178830414797062e-18,2.0057740190981832e-18,2.0057740190981832e-18
0,15,0.3,0,-0.0308847093330388,-0.030884709333038784,-3.0357660829594124e-18,-1.734723475976807e-18,-1.2576745200831851e-17,1.2576745200831851e-17
0,15,0.3,1,-0.02564356256300298,-0.025643562563002962,-2.927345865710862e-18,-1.734723475976807e-18,-1.2685165418080402e-17,1.2685165418080402e-17
0,15,0.3,2,0.05652827189604173,0.056528271896041746,-3.2526065174565133e-19,-9.75781955236954e-19,-1.2576745200831851e-17,1.2576745200831851e-17
0,16,0.32,0,-0.03367513479330363,-0.03367513479330363,-1.463672932855431e-18,-1.5178830414797062e-18,2.9815559743351372e-18,2.9815559743351372e-18
0,16,0.32,1,-0.02325379277532791,-0.023253792775327894,-1.951563910473908e-18,-1.1384122811097797e-18,-1.0787811616230769e-17,1.0787811616230769e-17
0,16,0.32,2,0.05692892756863152,0.05692892756863152,-1.734723475976807e-18,-8.131516293641283e-19,2.5478751053409354e-18,2.5478751053409354e-18
0,17,0.34,0,-0.03648053370679118,-0.03648053370679118,-8.673617379884035e-19,-8.673617379884035e-19,1.734723475976807e-18,1.734723475976807e-18
0,17,0.34,1,-0.020801705436206214,-0.020801705436206228,-9.215718466126788e-19,-1.0299920638612292e-18,1.5829351718288365e-17,1.5829351718288365e-17
0,17,0.34,2,0.057282239142997404,0.057282239142997404,-9.75781955236954e-19,-1.3552527156068805e-18,2.3310346708438345e-18,2.3310346708438345e-18
0,18,0.36,0,-0.03929813932999337,-0.03929813932999337,-6.505213034913027e-19,-1.951563910473908e-18,2.6020852139652106e-18,2.6020852139652106e-18
0,18,0.36,1,-0.01829146600455501,-0.018291466004555022,-3.7947076036992655e-19,-1.328147661294743e-18,1.5585406229479126e-17,1.5585406229479126e-17
0,18,0.36,2,0.057589605334548405,0.05758960533454839,-5.421010862427522e-20,-4.607859233063394e-19,1.439278383974507e-17,1.439278383974507e-17
0,19,0.38,0,-0.04212511731735452,-0.04212511731735452,-4.336808689942018e-19,-4.336808689942018e-19,8.673617379884035e-19,8.673617379884035e-19
0,19,0.38,1,-0.015727383212685207,-0.015727383212685228,-4.87890977618477e-19,-8.944667923005412e-19,2.2199039481640703e-17,2.2199039481640703e-17
0,19,0.38,2,0.05785250053003976,0.05785250053003975,-5.421010862427522e-19,-1.328147661294743e-18,1.5748036555351952e-17,1.5748036555351952e-17
0,20,0.4,0,-0.04495856942263151,-0.044958569422631496,-1.3010426069826053e-18,-2.8189256484623115e-18,-9.75781955236954e-18,9.75781955236954e-18
0,20,0.4,1,-0.013113901289115083,-0.013113901289115097,-4.336808689942018e-19,-2.520770051028798e-18,1.6832238727837456e-17,1.6832238727837456e-17
0,20,0.4,2,0.05807247071174659,0.05807247071174659,-4.336808689942018e-19,-3.06287113727155e-18,3.496552006265752e-18,3.496552006265752e-18
0,21,0.42,0,-0.0477955373599934,-0.04779553735999338,-1.734723475976807e-18,-1.3010426069826053e-18,-1.7780915628762273e-17,1.7780915628762273e-17
0,21,0.42,1,-0.010455591868879587,-0.010455591868879607,-1.0842021724855044e-19,-1.3010426069826053e-18,2.222614453595284e-17,2.222614453595284e-17
0,21,0.42,2,0.05825112922887296,0.05825112922887299,-1.8431436932253575e-18,-1.3010426069826053e-18,-2.461138931542095e-17,2.461138931542095e-17
0,22,0.44,0,-0.05063300682014511,-0.05063300682014513,-2.168404344971009e-18,-3.0357660829594124e-18,1.9081958235744878e-17,1.9081958235744878e-17
0,22,0.44,1,-0.007757145605133291,-0.00775714560513327,-4.336808689942018e-19,-1.734723475976807e-18,-1.8648277366750676e-17,1.8648277366750676e-17
0,22,0.44,2,0.0583901524252784,0.0583901524252784,-1.734723475976807e-18,-9.75781955236954e-19,2.710505431213761e-18,2.710505431213761e-18
0,23,0.46,0,-0.053467911636387096,-0.05346791163638709,-2.168404344971009e-19,-9.75781955236954e-19,-5.7462715141731735e-18,5.7462715141731735e-18
0,23,0.46,1,-0.005023363496537925,-0.005023363496537904,0.0,-1.5178830414797062e-18,-1.929879867024198e-17,1.929879867024198e-17
0,23,0.46,2,0.058491275132924986,0.05849127513292499,-1.0842021724855044e-19,-2.710505431213761e-18,-4.119968255444917e-18,4.119968255444917e-18
0,24,0.48,0,-0.05629713809515279,-0.056297138095152785,-2.168404344971009e-19,-1.3010426069826053e-18,-5.421010862427522e-18,5.421010862427522e-18
0,24,0.48,1,-0.0022591479455972632,-0.0022591479455972563,0.0,-5.963111948670274e-19,-6.342582709040201e-18,6.342582709040201e-18
0,24,0.48,2,0.058556286040750014,0.05855628604075004,-4.336808689942018e-19,-7.047314121155779e-19,-2.6617163334519134e-17,2.6617163334519134e-17
0,25,0.5,0,-0.05911752938520078,-0.059117529385200776,-1.734723475976807e-18,-1.1926223897340549e-18,-4.0115480381963664e-18,4.0115480381963664e-18
0,25,0.5,1,0.000530506436249488,0.0005305064362495018,-9.215718466126788e-19,-8.673617379884035e-19,-1.2088854223213374e-17,1.2088854223213374e-17
0,25,0.5,2,0.058587022948951295,0.058587022948951274,-1.0299920638612292e-18,-9.75781955236954e-19,2.2822455730819868e-17,2.2822455730819868e-17
0,26,0.52,0,-0.06192589017927685,-0.061925890179276855,-4.336808689942018e-19,-1.5178830414797062e-18,8.890457814381136e-18,8.890457814381136e-18
0,26,0.52,1,0.003340522260341018,0.003340522260341039,-3.2526065174565133e-19,-1.9651164376299768e-18,-1.8526304622346057e-17,1.8526304622346057e-17
0,26,0.52,2,0.0585853679189358,0.058585367918935816,-1.0842021724855044e-19,-1.748276003132876e-18,-1.202109158743303e-17,1.202109158743303e-17
0,27,0.54,0,-0.06471899134170683,-0.06471899134170683,-4.336808689942018e-19,-2.6020852139652106e-18,3.0357660829594124e-18,3.0357660829594124e-18
0,27,0.54,1,0.006165749012281806,0.0061657490122818195,0.0,-1.3145951341386741e-18,-1.2563192673675783e-17,1.2563192673675783e-17
0,27,0.54,2,0.05855324232942501,0.05855324232942501,-9.75781955236954e-19,-2.72405795836983e-18,3.699839913606784e-18,3.699839913606784e-18
0,28,0.56,0,-0.06749357475503248,-0.06749357475503251,-4.336808689942018e-19,-2.6020852139652106e-18,3.0791341698588326e-17,3.0791341698588326e-17
0,28,0.56,1,0.009000972905601715,0.009000972905601708,-1.0842021724855044e-19,-2.6156377411212794e-18,9.662951862277058e-18,9.662951862277058e-18
0,28,0.56,2,0.0584926018494308,0.0584926018494308,0.0,-6.640738306473715e-19,6.640738306473715e-19,6.640738306473715e-19
0,29,0.58,0,-0.07024635825846298,-0.07024635825846298,-4.7704895589362195e-18,-9.75781955236954e-19,5.7462715141731735e-18,5.7462715141731735e-18
0,29,0.58,1,0.01184092691944591,0.011840926919445924,-1.6263032587282567e-18,-1.0842021724855044e-18,-1.1167282376600696e-17,1.1167282376600696e-17
0,29,0.58,2,0.05840543133901706,0.05840543133901706,-2.6020852139652106e-18,-1.4094628242311558e-18,4.0115480381963664e-18,4.0115480381963664e-18
0,30,0.6,0,-0.07297404069058214,-0.07297404069058214,-8.673617379884035e-19,-2.8189256484623115e-18,3.686287386450715e-18,3.686287386450715e-18
0,30,0.6,1,0.01468030100164261,0.014680301001642575,-8.673617379884035e-19,-2.8189256484623115e-18,3.838075690598686e-17,3.838075690598686e-17
0,30,0.6,2,0.058293739688939576,0.05829373968893956,-8.673617379884035e-19,-1.8431436932253575e-18,1.6588293239028218e-17,1.6588293239028218e-17
0,31,0.62,0,-0.07567330702843098,-0.07567330702843095,-8.673617379884035e-19,-9.75781955236954e-19,-2.5912431922403556e-17,2.5912431922403556e-17
0,31,0.62,1,0.017513752418019196,0.01751375241801917,-4.336808689942018e-19,-8.673617379884035e-19,2.905661822261152e-17,2.905661822261152e-17
0,31,0.62,2,0.05815955461041179,0.05815955461041178,-1.5178830414797062e-18,-1.734723475976807e-18,1.713039432527097e-17,1.713039432527097e-17
0,32,0.64,0,-0.07834083361477255,-0.07834083361477254,-1.463672932855431e-18,-9.75781955236954e-19,-1.1438332919722072e-17,1.1438332919722072e-17
0,32,0.64,1,0.020335916228394493,0.020335916228394507,-1.463672932855431e-18,-9.215718466126788e-19,-1.1492543028346347e-17,1.1492543028346347e-17
0,32,0.64,2,0.058004917386378044,0.05800491738637803,-1.463672932855431e-18,-1.1384122811097797e-18,1.6479873021779667e-17,1.6479873021779667e-17
0,33,0.66,0,-0.08097329346504809,-0.08097329346504809,-1.463672932855431e-18,-7.589415207398531e-19,2.222614453595284e-18,2.222614453595284e-18
0,33,0.66,1,0.023141415869264506,0.023141415869264485,-2.3310346708438345e-18,-9.893344823930228e-19,2.4137050864958542e-17,2.4137050864958542e-17
0,33,0.66,2,0.05783187759578359,0.0578318775957836,-2.3310346708438345e-18,-1.2197274440461925e-19,-4.4858864886587746e-18,4.4858864886587746e-18
0,34,0.68,0,-0.08356736164524574,-0.08356736164524574,-1.951563910473908e-18,-1.951563910473908e-18,3.903127820947816e-18,3.903127820947816e-18
0,34,0.68,1,0.02592487382282771,0.025924873822827696,-1.951563910473908e-18,-2.1141942363467336e-18,1.7943545954635098e-17,1.7943545954635098e-17
0,34,0.68,2,0.05764248782241803,0.05764248782241804,-9.75781955236954e-19,-7.047314121155779e-19,-1.2197274440461925e-17,1.2197274440461925e-17
0,35,0.7000000000000001,0,-0.08611972071163003,-0.08611972071163002,-1.734723475976807e-18,-2.8189256484623115e-18,-9.324138683375338e-18,9.324138683375338e-18
0,35,0.7000000000000001,1,0.02868092235165995,0.028680922351659942,0.0,-2.168404344971009e-18,9.107298248878237e-18,9.107298248878237e-18
0,35,0.7000000000000001,2,0.05743879835997008,0.057438798359970074,-2.168404344971009e-18,-1.0842021724855044e-18,1.0191500421363742e-17,1.0191500421363742e-17
0,36,0.72,0,-0.08862706620302163,-0.08862706620302165,-2.3310346708438345e-18,-2.0599841277224584e-18,1.826880660638075e-17,1.826880660638075e-17
0,36,0.72,1,0.03140421427805251,0.031404214278052525,-2.3310346708438345e-18,-1.5178830414797062e-18,-1.0028870095490916e-17,1.0028870095490916e-17
0,36,0.72,2,0.057222851924969134,0.05722285192496912,-1.463672932855431e-18,-2.4936649967166602e-18,1.7835125737386548e-17,1.7835125737386548e-17
0,37,0.74,0,-0.0910861121760735,-0.09108611217607349,-8.673617379884035e-19,-1.4094628242311558e-18,-1.1600963245594897e-17,1.1600963245594897e-17
0,37,0.74,1,0.0340894337867695,0.03408943378676949,-8.673617379884035e-19,-1.1993986533120893e-18,9.005654295207721e-18,9.005654295207721e-18
0,37,0.74,2,0.05699667838930399,0.056996678389303994,-1.734723475976807e-18,-1.849919956803392e-18,-3.3542504711270293e-18,3.3542504711270293e-18
0,38,0.76,0,-0.09349359677376175,-0.09349359677376175,-4.336808689942018e-19,-1.3010426069826053e-18,1.734723475976807e-18,1.734723475976807e-18
0,38,0.76,1,0.0367313072297647,0.036731307229764684,-9.486769009248164e-20,-9.75781955236954e-19,1.4948437453143892e-17,1.4948437453143892e-17
0,38,0.76,2,0.05676228954399705,0.05676228954399706,-5.285485590866834e-19,-1.5178830414797062e-18,-1.1831356207248067e-17,1.1831356207248067e-17
0,39,0.78,0,-0.09584628781709997,-0.09584628781709999,-2.168404344971009e-18,-2.710505431213761e-18,1.8756697583999227e-17,1.8756697583999227e-17
0,39,0.78,1,0.039324613911222085,0.039324613911222085,-2.1141942363467336e-18,-1.5178830414797062e-18,3.63207727782644e-18,3.63207727782644e-18
0,39,0.78,2,0.05652167390587789,0.0565216739058779,-9.75781955236954e-19,-1.4094628242311558e-18,-1.1492543028346347e-17,1.1492543028346347e-17
0,40,0.8,0,-0.09814098840989313,-0.09814098840989313,-2.168404344971009e-19,-1.3010426069826053e-18,1.5178830414797062e-18,1.5178830414797062e-18
0,40,0.8,1,0.04186419683115271,0.04186419683115271,-3.2526065174565133e-19,-9.215718466126788e-19,1.2468324983583301e-18,1.2468324983583301e-18
0,40,0.8,2,0.056276791578740416,0.05627679157874042,-1.0842021724855044e-19,-1.0842021724855044e-18,-5.7462715141731735e-18,5.7462715141731735e-18
0,41,0.8200000000000001,0,-0.10037454254617298,-0.10037454254617299,-9.75781955236954e-19,-2.6020852139652106e-18,1.745565497701662e-17,1.745565497701662e-17
0,41,0.8200000000000001,1,0.04434497336569002,0.044344973365690016,-4.336808689942018e-19,-3.3610267347050637e-18,1.0733601507606494e-17,1.0733601507606494e-17
0,41,0.8200000000000001,2,0.05602956918048296,0.05602956918048298,-9.75781955236954e-19,-9.75781955236954e-19,-1.1926223897340549e-17,1.1926223897340549e-17
0,42,0.84,0,-0.10254384070980418,-0.10254384070980418,-2.8731357570865868e-18,-8.673617379884035e-19,3.74049749507499e-18,3.74049749507499e-18
0,42,0.84,1,0.04676194586218064,0.04676194586218063,-1.5178830414797062e-18,-6.505213034913027e-19,9.107298248878237e-18,9.107298248878237e-18
0,42,0.84,2,0.05578189484762355,0.05578189484762355,-3.198396408832238e-18,-8.673617379884035e-19,4.065758146820642e-18,4.065758146820642e-18
0,43,0.86,0,-0.10464582545561385,-0.10464582545561382,-2.439454888092385e-18,-1.3010426069826053e-18,-2.4015078120553923e-17,2.4015078120553923e-17
0,43,0.86,1,0.04911021212716649,0.049110212127166486,-1.9109063290057016e-18,-2.0057740190981832e-18,1.0855574252011113e-17,1.0855574252011113e-17
0,43,0.86,2,0.055535613328447336,0.055535613328447336,-2.3445871979999033e-18,-1.5178830414797062e-18,3.8624702394796095e-18,3.8624702394796095e-18
0,44,0.88,0,-0.10667749696128644,-0.10667749696128645,-4.336808689942018e-19,-8.673617379884035e-19,1.5178830414797062e-17,1.5178830414797062e-17
0,44,0.88,1,0.05138497578539737,0.051384975785397385,-4.336808689942018e-19,-1.3010426069826053e-18,-1.214306433183765e-17,1.214306433183765e-17
0,44,0.88,2,0.05529252117588906,0.055292521175889064,-5.421010862427522e-19,-2.168404344971009e-18,-4.228388472693467e-18,4.228388472693467e-18
0,45,0.9,0,-0.10863591853917211,-0.10863591853917212,-8.673617379884035e-19,-3.0357660829594124e-18,1.7780915628762273e-17,1.7780915628762273e-17
0,45,0.9,1,0.05358155648810257,0.05358155648810257,-2.168404344971009e-18,-1.748276003132876e-18,3.916680348103885e-18,3.916680348103885e-18
0,45,0.9,2,0.055054362051069554,0.055054362051069554,-8.673617379884035e-19,-2.1819568721270777e-18,3.0493186101154812e-18,3.0493186101154812e-18
0,46,0.92,0,-0.11051822209708728,-0.11051822209708728,-2.3310346708438345e-18,-2.168404344971009e-19,2.5478751053409354e-18,2.5478751053409354e-18
0,46,0.92,1,0.05569539994888444,0.05569539994888445,-3.63207727782644e-18,-1.0842021724855044e-19,-3.198396408832238e-18,3.198396408832238e-18
0,46,0.92,2,0.05482282214820283,0.05482282214820283,-2.3310346708438345e-18,-5.421010862427522e-19,2.8731357570865868e-18,2.8731357570865868e-18
0,47,0.9400000000000001,0,-0.11232161353713954,-0.11232161353713951,-1.5178830414797062e-18,-3.577867169202165e-18,-2.2659825404947043e-17,2.2659825404947043e-17
0,47,0.9400000000000001,1,0.05772208778577834,0.05772208778577836,-6.505213034913027e-19,-3.2932640989247197e-18,-1.6872896309305663e-17,1.6872896309305663e-17
0,47,0.9400000000000001,2,0.054599525751361164,0.05459952575136116,-1.0842021724855044e-18,-3.0493186101154812e-18,1.1072414686508214e-17,1.1072414686508214e-17
0,48,0.96,0,-0.11404337808158446,-0.11404337808158443,-4.336808689942018e-19,-2.0599841277224584e-18,-2.5261910618912253e-17,2.5261910618912253e-17
0,48,0.96,1,0.059657347148249086,0.05965734714824907,-8.944667923005412e-19,-3.06287113727155e-18,1.7835125737386548e-17,1.7835125737386548e-17
0,48,0.96,2,0.054386030933335355,0.05438603093333536,-1.3010426069826053e-18,-1.0842021724855044e-18,-4.553649124439119e-18,4.553649124439119e-18
0,49,0.98,0,-0.11568088551471967,-0.11568088551471965,-5.963111948670274e-19,-9.75781955236954e-19,-1.2305694657710475e-17,1.2305694657710475e-17
0,49,0.98,1,0.061497060108167065,0.061497060108167065,-1.6805133673525319e-18,-1.3010426069826053e-18,2.9815559743351372e-18,2.9815559743351372e-18
0,49,0.98,2,0.0541838254065526,0.05418382540655259,-1.2468324983583301e-18,-1.0842021724855044e-18,1.620882247865829e-17,1.620882247865829e-17
0,50,1.0,0,-0.11723159532984773,-0.11723159532984774,-7.589415207398531e-19,-3.0357660829594124e-18,1.7672495411513722e-17,1.7672495411513722e-17
0,50,1.0,1,0.06323727279412708,0.06323727279412708,-2.168404344971009e-19,-1.7618285302889447e-18,1.9786689647860456e-18,1.9786689647860456e-18
0,50,1.0,2,0.05399432253572067,0.05399432253572066,-8.673617379884035e-19,-1.5178830414797062e-18,9.324138683375338e-18,9.324138683375338e-18
0,51,1.02,0,-0.11869306177038397,-0.118693061770384,-9.75781955236954e-19,-1.1926223897340549e-18,2.992397996059992e-17,2.992397996059992e-17
0,51,1.02,1,0.06487420424883564,0.06487420424883564,-3.686287386450715e-18,-1.4094628242311558e-18,5.095750210681871e-18,5.095750210681871e-18
0,51,1.02,2,0.053818857521548344,0.05381885752154835,-2.168404344971009e-18,-6.505213034913027e-19,-4.119968255444917e-18,4.119968255444917e-18
0,52,1.04,0,-0.12006293875425846,-0.12006293875425847,-9.75781955236954e-19,-6.505213034913027e-19,1.5504091066542713e-17,1.5504091066542713e-17
0,52,1.04,1,0.06640425498970443,0.06640425498970445,0.0,-8.944667923005412e-19,-2.6861108823328372e-17,2.6861108823328372e-17
0,52,1.04,2,0.05365868376455403,0.053658683764554016,-1.0842021724855044e-18,-1.5449880957918438e-18,1.6506978076091805e-17,1.6506978076091805e-17
0,53,1.06,0,-0.1213389846708584,-0.12133898467085841,-1.1926223897340549e-18,-1.0842021724855044e-18,1.6154612370034016e-17,1.6154612370034016e-17
0,53,1.06,1,0.06782401525324153,0.06782401525324155,-4.87890977618477e-19,-2.710505431213761e-18,-2.4557179206796675e-17,2.4557179206796675e-17
0,53,1.06,2,0.05351496941761687,0.05351496941761686,-7.047314121155779e-19,-1.734723475976807e-18,9.378348791999613e-18,9.378348791999613e-18
0,54,1.08,0,-0.12251906703987793,-0.12251906703987794,-4.336808689942018e-19,-9.75781955236954e-19,1.5287250632045613e-17,1.5287250632045613e-17
0,54,1.08,1,0.06913027290433287,0.06913027290433285,0.0,-1.5449880957918438e-18,1.54227759036063e-17,1.54227759036063e-17
0,54,1.08,2,0.05338879413554508,0.053388794135545085,-4.336808689942018e-19,-2.4123498337802474e-18,-4.092863201132779e-18,4.092863201132779e-18
0,55,1.1,0,-0.12360116702158971,-0.12360116702158971,0.0,-3.686287386450715e-18,3.686287386450715e-18,3.686287386450715e-18
0,55,1.1,1,0.07032002099205054,0.07032002099205054,0.0,-1.328147661294743e-18,1.328147661294743e-18,1.328147661294743e-18
0,55,1.1,2,0.053281146029539185,0.053281146029539185,0.0,-1.5178830414797062e-18,1.5178830414797062e-18,1.5178830414797062e-18
0,56,1.12,0,-0.12458338376822307,-0.12458338376822307,-1.3010426069826053e-18,-4.336808689942018e-19,1.734723475976807e-18,1.734723475976807e-18
0,56,1.12,1,0.07139046493421082,0.0713904649342108,-1.7889335846010823e-18,-1.3552527156068805e-18,1.702197410802242e-17,1.702197410802242e-17
0,56,1.12,2,0.05319291883401227,0.05319291883401227,-3.3068166260807885e-18,-6.505213034913027e-19,3.957337929572091e-18,3.957337929572091e-18
0,57,1.1400000000000001,0,-0.12546393860633168,-0.12546393860633168,-1.0842021724855044e-19,-1.734723475976807e-18,1.8431436932253575e-18,1.8431436932253575e-18
0,57,1.1400000000000001,1,0.0723390293135361,0.0723390293135361,-1.0842021724855044e-18,-3.0357660829594124e-18,4.119968255444917e-18,4.119968255444917e-18
0,57,1.1400000000000001,2,0.05312490929279558,0.05312490929279558,-4.336808689942018e-19,-2.6020852139652106e-18,3.0357660829594124e-18,3.0357660829594124e-18
0,58,1.16,0,-0.12624117904025395,-0.12624117904025395,0.0,-1.951563910473908e-18,1.951563910473908e-18,1.951563910473908e-18
0,58,1.16,1,0.07316336426894574,0.07316336426894574,-2.710505431213761e-20,-1.4094628242311558e-18,1.4365678785432934e-18,1.4365678785432934e-18
0,58,1.16,2,0.053077814771308206,0.05307781477130821,0.0,-4.336808689942018e-19,-6.5052130349130266e-18,6.5052130349130266e-18
0,59,1.18,0,-0.12691358256701626,-0.12691358256701624,-1.6263032587282567e-19,-3.144186300207963e-18,-2.4448758989548125e-17,2.4448758989548125e-17
0,59,1.18,1,0.07386135146621325,0.07386135146621325,-2.168404344971009e-19,-2.3852447794681098e-18,2.6020852139652106e-18,2.6020852139652106e-18
0,59,1.18,2,0.05305223110080297,0.053052231100802975,-1.6263032587282567e-19,-3.2526065174565133e-18,-3.5236570605778894e-18,3.5236570605778894e-18
