profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
gaussian,-2.130242678444634,0.025531149816007556,0.028157671075743407,-0.4694300842428598,0.0035833333333333333,-0.0007303997780131648,0.09963529447094496
