mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.0776989772904063,0.911951091044918,2.220446049250313e-16,0.0,4.440892098500626e-16,2.376001294083209e-16,1.0,0.8867295955134249,8.556222758607863e-13
