profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
oscillating,-1.5283543352203635,0.025874950890021384,0.04343715379051649,-0.6542985333671439,0.0036728395061728395,-0.02343521117744561,0.08935509644359926
