profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.24873337849932067,-0.7900161259101316,-0.7900161259101324,-0.26688675269340534,-0.2668867526934054,2.079951540158601e-16,2.079951540158601e-14
gaussian,-0.9004932749488862,-0.7900161259101321,-0.7900161259101324,-0.26688675269340567,-0.2668867526934055,6.2398546204758e-16,6.2398546204758e-14
oscillating,-22.879658360685625,-0.7900161259101328,-0.7900161259101324,-0.26688675269340567,-0.26688675269340567,0.0,0.0
