angle_deg,state,tr_F_rho_real
0.0,ket_0,0.6561329773234541
0.0,ket_1,0.6561329773234541
0.0,ket_plus,0.656132977323454
0.0,ket_minus,0.656132977323454
0.0,ket_plus_i,1.0071722512927317
0.0,ket_minus_i,0.3050937033541763
15.0,ket_0,0.6561329773234541
15.0,ket_1,0.6561329773234541
15.0,ket_plus,0.8402382481883752
15.0,ket_minus,0.47202770645853276
15.0,ket_plus_i,0.9829343325643608
15.0,ket_minus_i,0.3293316220825472
30.0,ket_0,0.6561329773234541
30.0,ket_1,0.6561329773234541
30.0,ket_plus,1.0117970490921975
30.0,ket_minus,0.3004689055547104
30.0,ket_plus_i,0.911872350485532
30.0,ket_minus_i,0.40039360416137604
45.0,ket_0,0.6561329773234541
45.0,ket_1,0.6561329773234541
45.0,ket_plus,1.159117931267649
45.0,ket_minus,0.15314802337925892
45.0,ket_plus_i,0.7988290616994395
45.0,ket_minus_i,0.5134368929474685
60.0,ket_0,0.6561329773234541
60.0,ket_1,0.6561329773234541
60.0,ket_plus,1.2721612200537415
60.0,ket_minus,0.040104734593166436
60.0,ket_plus_i,0.6515081795239881
60.0,ket_minus_i,0.6607577751229199
75.0,ket_0,0.6561329773234541
75.0,ket_1,0.6561329773234541
75.0,ket_plus,1.3432232021325703
75.0,ket_minus,-0.030957247485662417
75.0,ket_plus_i,0.4799493786201656
75.0,ket_minus_i,0.8323165760267424
90.0,ket_0,0.6561329773234541
90.0,ket_1,0.6561329773234541
90.0,ket_plus,1.3674611208609413
90.0,ket_minus,-0.0551951662140333
90.0,ket_plus_i,0.29584410775524445
90.0,ket_minus_i,1.0164218468916635
