profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,1.3583752058316958,2.733937332094972,2.7339373320949774,0.21913706175537043,0.2191370617553698,2.913145928150235e-15,2.913145928150235e-13
gaussian,3.128889894989133,2.7339373320949765,2.7339373320949774,0.21913706175536782,0.21913706175536757,1.13992666753706e-15,1.13992666753706e-13
oscillating,-7.073254017460265,2.7339373320949787,2.7339373320949774,0.21913706175536668,0.21913706175536643,1.139926667537066e-15,1.139926667537066e-13
