stratum_id,ctrl_lo,ctrl_hi,n,mae_base,mae_full,mae_gain_frac
0,-3.464295520405999,-0.394703493148507,1460,0.7846733440950127,0.7967328633964085,-0.01536884028511132
1,-0.394703493148507,0.5454256657360049,1460,0.830505882058253,0.8339661868455326,-0.004166502443907636
2,0.5454256657360049,2.5048321081576557,1460,0.7904724537387368,0.7837817144214564,0.008464228305017314
