input_path,n_time,n_valid,ny,nx,n_bands,n_modes_per_var,window,ridge_alpha,residual_mode,cov_shrinkage,coherence_mode,n_folds,n_perm,perm_block,density_source,feature_set,has_vertical_input,n_vertical_levels,mae_base_oof,mae_full_oof,oof_gain_frac,split_gain_median,split_gain_min,perm_stat_real_median_gain,perm_p_value,lambda_sign_consistency,strata_min_gain,strata_positive_frac,min_positive_strata_frac,corr_lambda_ctrl,corr_entropy_ctrl,corr_entropy_vertical_channel_ctrl,coef_full_ctrl_global,coef_full_lambda_global,coef_full_entropy_curv_struct_global,coef_full_entropy_vertical_channel_global,coef_full_entropy_vertical_curvature_global,intercept_full_global,coef_base_ctrl_global,intercept_base_global,pass_mae_gain,pass_perm,pass_sign_consistency,pass_strata,pass_all
data/processed/wpwp_era5_2017_2019_experiment_M_vertical_input.nc,4380,4380,81,161,6,6,18,1e-06,physical_zscore,0.1,offdiag_fro,6,140,24,pressure_over_kT,lambda_entropy_vertical,True,10,0.8018838932973342,0.8048269215544658,-0.0036701426250453735,-0.004925602179907173,-0.019420194293661822,-0.004925602179907173,0.7092198581560284,1.0,-0.01536884028511132,0.3333333333333333,0.67,0.009842497293820328,-0.25016949989339243,0.10264561307880449,-0.18668274250846195,-1374.9904079386476,0.8906929902257726,3.6749442911919394,-3.397345081415788,-0.19732051363827463,-0.2213631091263193,8.716777345856902e-14,False,False,True,False,False
