perm_id,stat_perm_median_gain
0,0.000902534556393473
1,0.0053073903829837545
2,-0.0043597449121429155
3,0.006352000520092936
4,0.004242335078938461
5,-0.001010884613802328
6,0.009796164052058362
7,-0.00744970407014736
8,-0.004233930008518406
9,-0.012931089463579008
10,-0.00831990754626226
11,-0.0046786465443554755
12,-0.0003401024876708825
13,0.004391219267254798
14,-0.013929496181212149
15,-0.0013530039252532908
16,0.004526866594991343
17,-0.010775664089368349
18,-0.0010950028412163029
19,-0.00038151361557096426
20,-0.008650493781565266
21,-0.005271423324616009
22,0.00254599024878219
23,0.0026933000619639115
24,-0.0003364751601466403
25,-0.00525415024370675
26,-0.0031257880033091143
27,-0.0011852203498420562
28,0.00038227060748203227
29,-0.003552266483093146
30,0.0026118749151204518
31,-0.00589732051250303
32,0.008141780920055129
33,-0.0013196704819710052
34,0.0032393512412251524
35,0.0009302915523464307
36,-0.00028508499042761894
37,-0.009264742013737762
38,-0.001595098960461901
39,0.01104561243959686
40,-0.004086145580703903
41,-0.004337798965430849
42,0.0080518676459417
43,-0.003682328053156654
44,-0.0005005909497899515
45,-0.006177584103075705
46,0.005065890271256902
47,-0.007554488382488968
48,0.006341147865797179
49,0.002490145104870036
50,-0.0034262113104427125
51,-0.006736007357197418
52,-0.007418317294526175
53,-0.002073008344690053
54,-0.003603127843993938
55,0.0009352921311729018
56,0.005590708818806678
57,-0.007376816443050325
58,-0.005073398918048984
59,-0.0033268829787326524
60,9.011316004796082e-05
61,-0.003524604264104024
62,-0.004432191263972438
63,-4.287751845907057e-05
64,-0.008320580888973854
65,-0.0009075909473903479
66,-0.0001832762391449545
67,-0.005717325436762665
68,-0.00989149235170672
69,-0.0031455878261731404
70,-0.0028997890002051803
71,-0.01180010440640138
72,-0.007114694292795086
73,-0.00021143044504627227
74,-0.00803376414683993
75,0.0026878954423608372
76,0.0019412983161976299
77,-0.012938010278504174
78,-0.003942906594346854
79,0.0010975952898843611
80,-0.002933908005481012
81,-0.006332285737051812
82,-0.002684426141700396
83,-0.003474907986823436
84,-0.0007586665801600268
85,0.006602063189979845
86,-0.007321103681486087
87,-0.004256871917505984
88,-0.0009287395099394842
89,0.0027482152464623107
90,-0.003860699333076461
91,-0.003987642487335985
92,-0.0025412926967966773
93,-0.006383701840154459
94,-0.005020563768752717
95,-0.001288466148037304
96,0.009139603432940967
97,-0.0008555754599026482
98,-0.004235084817918616
99,-0.005399054872780189
100,0.0014670316012961957
101,-0.001032713969846599
102,-0.002808236739540535
103,0.0008131704179707062
104,-0.003940792268508032
105,-0.004914667105377305
106,-0.0010069316966216317
107,0.004306685165907802
108,-0.00508786285795775
109,-0.0047289032660481015
110,0.0032994897057184356
111,-0.01113619798398449
112,-0.006525368929959742
113,-0.002433936395689507
114,-0.0062171995288175
115,-0.007098318754072392
116,-0.007853107308571437
117,-0.005656383746702983
118,-0.00643560567431879
119,-0.0002332553808283498
120,0.004271509219728032
121,0.0017709796882622
122,-0.0025920909742680916
123,0.0004120775740665351
124,0.0025598317064398184
125,-0.010925759671348137
126,-0.008614843879815065
127,0.005367089001206756
128,0.004942140942191297
129,-0.010372740091427954
130,-0.0011242237524384945
131,-7.074511973234826e-05
132,-0.01154447618053518
133,-0.0032229972903047095
134,0.0036734233796239333
135,-0.00608763874009549
136,-0.0037057972891124252
137,-0.0035791971169012882
138,-0.0007844608865650725
139,-0.00191104616034119
