time_index,time,residual_base_res0,lambda_h,n_density_ctrl_z,resid_base_oof_h,resid_full_oof_h,lambda_v,resid_base_oof_v,resid_full_oof_v,proxy_vorticity_abs_mean,proxy_omega_q_850_300
616,2017-06-04 00:00:00,2.0470065681805836,-4.691806987278794e-05,0.5162204813521777,2.246251323588321,2.183050231647184,-4.230794079941356e-05,2.246251323588321,2.1808657260402047,1.5587225878800044e-05,0.0004896676171507075
617,2017-06-04 06:00:00,2.0804182615790108,-5.3022766368422866e-05,-1.0590680957423473,1.9349472447373888,1.8666569487897575,-4.797901626608292e-05,1.9349472447373888,1.8637588417536484,1.6047436112620186e-05,0.0005409652069305494
618,2017-06-04 12:00:00,1.2136132236436794,-8.287483045658823e-05,0.33674717269673,1.3735843620831412,1.2651673731128987,-7.567077378634545e-05,1.3735843620831412,1.25986406090684,1.6252282882544384e-05,0.0006158811990656525
619,2017-06-04 18:00:00,2.72043349127199,-2.70516094264201e-05,0.5130674802552377,2.9189882847109563,2.880940787050328,-2.501470060184179e-05,2.9189882847109563,2.8788066753163712,1.5800645643901814e-05,0.0006596827576584539
620,2017-06-05 00:00:00,2.159972323907003,2.191813097312728e-05,0.7297795840893807,2.405949590482132,2.429528329110865,2.0631614879717153e-05,2.405949590482132,2.4319435423950786,1.551928169313894e-05,0.0006180688810427585
621,2017-06-05 06:00:00,1.8423288216215024,-8.288822225438498e-06,-0.5811341308487437,1.8014426904878476,1.788979138185815,-7.925054473317997e-06,1.8014426904878476,1.787872806459804,1.598029871786425e-05,0.0006312670906627828
622,2017-06-05 12:00:00,1.6322163188467944,1.89744898501976e-05,0.636014195662539,1.8576751808884289,1.8776847115723736,1.803236147226876e-05,1.8576751808884289,1.880028075757255,1.6297086042259536e-05,0.0006018271213237963
623,2017-06-05 18:00:00,2.6093109529341376,-1.5800932704834724e-05,0.7156573094617764,2.8521978836336963,2.8280529271722017,-1.482675022909828e-05,2.8521978836336963,2.8265452939609497,1.5842348248251883e-05,0.0006368923674736805
624,2017-06-06 00:00:00,2.248189147338104,-5.4472170773890386e-05,0.9477808546507188,2.541870991617655,2.468384562874105,-5.101463229762631e-05,2.541870991617655,2.463124156924458,1.591578238337784e-05,0.0005141242001063107
625,2017-06-06 06:00:00,1.6197520012942552,-3.1406258031960996e-05,-0.4179425916873902,1.6145765953347293,1.572576086544905,-2.9424184768807867e-05,1.6145765953347293,1.569424049546991,1.6420355341811323e-05,0.0005469846778223111
