x,k,lambda_before,lambda_after,delta_lambda,abs_delta_lambda
7,0,-0.053704678148884556,-0.05370467814888451,4.85722573273506e-17,4.85722573273506e-17
0,15,-0.015502678788098573,-0.015502678788098523,5.0306980803327406e-17,5.0306980803327406e-17
3,25,-0.12327340460065525,-0.12327340460065517,8.326672684688674e-17,8.326672684688674e-17
0,18,-0.0752623581140497,-0.0752623581140497,0.0,0.0
1,4,0.02230555071705047,0.02230555071705046,-1.0408340855860843e-17,1.0408340855860843e-17
5,24,-0.13747315953308736,-0.1374731595330874,-2.7755575615628914e-17,2.7755575615628914e-17
6,12,0.0974142585226449,0.09741425852264492,1.3877787807814457e-17,1.3877787807814457e-17
2,26,-0.11208729856174734,-0.11208729856174736,-1.3877787807814457e-17,1.3877787807814457e-17
6,25,-0.026188169641218395,-0.02618816964121838,1.3877787807814457e-17,1.3877787807814457e-17
6,20,-0.12976451781863638,-0.1297645178186365,-1.1102230246251565e-16,1.1102230246251565e-16
2,27,-0.10145691458488183,-0.10145691458488168,1.5265566588595902e-16,1.5265566588595902e-16
2,13,-0.21741441765189135,-0.21741441765189146,-1.1102230246251565e-16,1.1102230246251565e-16
5,20,-0.03553570916716686,-0.03553570916716689,-2.7755575615628914e-17,2.7755575615628914e-17
5,21,0.006827341700625943,0.006827341700625898,-4.5102810375396984e-17,4.5102810375396984e-17
7,7,-0.11437346631464147,-0.11437346631464154,-6.938893903907228e-17,6.938893903907228e-17
7,18,-0.3295983077580831,-0.32959830775808296,1.1102230246251565e-16,1.1102230246251565e-16
7,29,-0.05060221413524292,-0.05060221413524289,2.7755575615628914e-17,2.7755575615628914e-17
7,19,-0.42729653365158143,-0.4272965336515814,5.551115123125783e-17,5.551115123125783e-17
3,6,0.013583883540534053,0.013583883540534044,-8.673617379884035e-18,8.673617379884035e-18
0,7,0.16757365891917836,0.16757365891917836,0.0,0.0
3,0,-0.1456437027902246,-0.14564370279022454,5.551115123125783e-17,5.551115123125783e-17
7,14,0.29919189631850035,0.2991918963185006,2.7755575615628914e-16,2.7755575615628914e-16
3,4,-0.008045961701065127,-0.008045961701065071,5.551115123125783e-17,5.551115123125783e-17
6,10,-0.06526305734527599,-0.06526305734527599,0.0,0.0
0,29,0.07798040731164821,0.07798040731164789,-3.191891195797325e-16,3.191891195797325e-16
0,4,-0.048015352364351394,-0.04801535236435145,-5.551115123125783e-17,5.551115123125783e-17
3,21,0.1860948759787808,0.18609487597878066,-1.3877787807814457e-16,1.3877787807814457e-16
0,22,0.030009484316700422,0.030009484316700415,-6.938893903907228e-18,6.938893903907228e-18
5,9,-0.09693395298727306,-0.09693395298727307,-1.3877787807814457e-17,1.3877787807814457e-17
0,19,-0.0645727750679207,-0.06457277506792075,-5.551115123125783e-17,5.551115123125783e-17
2,14,-0.24902867686532432,-0.2490286768653244,-8.326672684688674e-17,8.326672684688674e-17
3,27,-0.11534473331470328,-0.11534473331470331,-2.7755575615628914e-17,2.7755575615628914e-17
4,20,0.10025289473580659,0.10025289473580662,2.7755575615628914e-17,2.7755575615628914e-17
6,17,0.02033566453158758,0.020335664531587583,3.469446951953614e-18,3.469446951953614e-18
1,9,0.01464188494778558,0.014641884947785549,-3.122502256758253e-17,3.122502256758253e-17
1,15,-0.3902625949854529,-0.390262594985453,-1.1102230246251565e-16,1.1102230246251565e-16
2,11,-0.25257515482655934,-0.25257515482655907,2.7755575615628914e-16,2.7755575615628914e-16
4,7,0.02150075705380827,0.021500757053808266,-3.469446951953614e-18,3.469446951953614e-18
6,2,0.006397246068900991,0.006397246068900991,0.0,0.0
3,5,-0.022180690099093084,-0.022180690099093073,1.0408340855860843e-17,1.0408340855860843e-17
6,24,-0.06553312598882921,-0.06553312598882924,-2.7755575615628914e-17,2.7755575615628914e-17
6,8,-0.009418835734319186,-0.009418835734319182,3.469446951953614e-18,3.469446951953614e-18
1,25,0.002444556661071521,0.002444556661071528,6.938893903907228e-18,6.938893903907228e-18
6,4,0.009812088955579626,0.009812088955579664,3.8163916471489756e-17,3.8163916471489756e-17
3,22,0.09370495494331388,0.09370495494331388,0.0,0.0
7,25,0.23168792966303997,0.23168792966304042,4.440892098500626e-16,4.440892098500626e-16
2,1,-0.2104983050141487,-0.21049830501414868,2.7755575615628914e-17,2.7755575615628914e-17
3,9,0.011872315435933214,0.011872315435933187,-2.7755575615628914e-17,2.7755575615628914e-17
2,17,0.03189024527534409,0.0318902452753441,6.938893903907228e-18,6.938893903907228e-18
7,10,0.32111606208596954,0.3211160620859693,-2.220446049250313e-16,2.220446049250313e-16
4,4,-0.04132040393296362,-0.04132040393296367,-4.85722573273506e-17,4.85722573273506e-17
7,16,-0.08704922055910656,-0.08704922055910674,-1.8041124150158794e-16,1.8041124150158794e-16
2,24,-0.049837015444429825,-0.04983701544442986,-3.469446951953614e-17,3.469446951953614e-17
1,21,0.12044729912072806,0.12044729912072807,1.3877787807814457e-17,1.3877787807814457e-17
6,29,-0.09388295887196835,-0.09388295887196835,0.0,0.0
3,17,0.134849796896588,0.13484979689658805,5.551115123125783e-17,5.551115123125783e-17
7,12,0.3595992768313586,0.3595992768313589,2.7755575615628914e-16,2.7755575615628914e-16
5,6,-0.023664468149385647,-0.023664468149385654,-6.938893903907228e-18,6.938893903907228e-18
2,15,-0.13826705433965328,-0.13826705433965325,2.7755575615628914e-17,2.7755575615628914e-17
3,23,-0.15821022565691778,-0.1582102256569177,8.326672684688674e-17,8.326672684688674e-17
5,19,-0.10095617932447887,-0.10095617932447883,4.163336342344337e-17,4.163336342344337e-17
4,25,-0.11621767026411729,-0.11621767026411732,-2.7755575615628914e-17,2.7755575615628914e-17
4,17,0.23081781146133182,0.230817811461332,1.942890293094024e-16,1.942890293094024e-16
6,23,-0.0536721169821273,-0.05367211698212733,-2.7755575615628914e-17,2.7755575615628914e-17
4,8,0.03643760053554654,0.03643760053554653,-6.938893903907228e-18,6.938893903907228e-18
1,19,0.030779281485994625,0.030779281485994587,-3.8163916471489756e-17,3.8163916471489756e-17
4,3,0.020694007147025434,0.020694007147025448,1.3877787807814457e-17,1.3877787807814457e-17
2,21,0.2131945556283974,0.21319455562839745,5.551115123125783e-17,5.551115123125783e-17
0,5,0.014887313907153164,0.014887313907153147,-1.734723475976807e-17,1.734723475976807e-17
5,22,-0.054177054081467585,-0.054177054081467585,0.0,0.0
2,2,-0.03495276495325881,-0.0349527649532588,6.938893903907228e-18,6.938893903907228e-18
6,7,-0.016769541660430765,-0.016769541660430775,-1.0408340855860843e-17,1.0408340855860843e-17
1,29,0.16669947815850414,0.16669947815850383,-3.0531133177191805e-16,3.0531133177191805e-16
0,12,0.024722147508569235,0.024722147508569287,5.204170427930421e-17,5.204170427930421e-17
7,15,0.17694213757203367,0.17694213757203373,5.551115123125783e-17,5.551115123125783e-17
4,18,0.39048032925490583,0.39048032925490583,0.0,0.0
