profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.1929669871115896,-0.5605660184568922,-0.5605660184568925,-0.3291793142794898,-0.3291793142794897,3.3726998522225437e-16,3.3726998522225436e-14
gaussian,-0.6389743022956464,-0.5605660184568925,-0.5605660184568925,-0.32917931427948977,-0.3291793142794898,1.686349926111271e-16,1.6863499261112712e-14
oscillating,2.4607102195327286,-0.5605660184568925,-0.5605660184568925,-0.3291793142794898,-0.3291793142794898,0.0,0.0
