eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.217264041519473,-0.08015871417254891,0.051563717716666235,0.0034390468980918243,True
0.9,0.23666391112437926,-0.02509384633617729,0.06350209447869481,-0.004602064641510584,True
1.5,0.22088682248332886,-0.04626172625893743,0.04842854962781662,-0.00035851503878658875,True
