eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.23197874917663208,-0.11885824979131063,0.04757877918386155,0.010096780647649406,True
0.9,0.22218607381278524,-0.09890670608805838,0.04665653958749372,0.0041392894036808014,True
1.5,0.2408270161557477,-0.0666361858785181,0.05758285819154996,0.0027902458560107313,True
