seed,n_sites,n_cases,t_final,gamma_deph,eta0,intercept_max_abs_residual,coef_dt_max_abs_residual,coef_dmu_max_abs_residual,coef_dt_dmu_max_abs_residual,fit_r2_max_abs_residual,intercept_mean_abs_residual,coef_dt_mean_abs_residual,coef_dmu_mean_abs_residual,coef_dt_dmu_mean_abs_residual,fit_r2_mean_abs_residual,max_residual_overall,mean_residual_overall,intercept_abs,intercept_abs_tol,intercept_rel_tol,intercept_scaled_tol,pass_intercept_tol,pass_intercept_scaled_tol,pass_all
20270233,4,16,0.75,0.41537610272400766,1.410878206876258,-0.00026926410418031196,0.19064037831827294,0.006732155332039548,2.235313735919893,0.6423440179436799,2.4587169824129335e-05,0.06812643795614208,6.165732381457243e-05,0.15041500750453365,0.6422022292521765,0.13207795819792656,0.004907199639158307,0.00026926410418031196,0.002,0.08,0.010566236655834125,True,True,True
