angle_deg,Lambda_matter_plus,Lambda_matter_analytic,angle_error
0.0,0.0,0.0,0.0
2.307692307692308,0.016326548502132214,0.016326548502132218,-3.469446951953614e-18
4.615384615384616,0.032626615282890056,0.03262661528289006,-6.938893903907228e-18
6.9230769230769225,0.048873761574348064,0.04887376157434808,-1.3877787807814457e-17
9.230769230769232,0.06504163444580795,0.06504163444580796,-1.3877787807814457e-17
11.538461538461538,0.0811040095483485,0.08110400954834852,-2.7755575615628914e-17
13.846153846153845,0.0970348336508156,0.09703483365081562,-2.7755575615628914e-17
16.153846153846153,0.1128082668982582,0.11280826689825824,-4.163336342344337e-17
18.461538461538463,0.1283987247242677,0.12839872472426772,-2.7755575615628914e-17
20.769230769230766,0.14378091934923817,0.1437809193492382,-2.7755575615628914e-17
23.076923076923077,0.15892990079723737,0.15892990079723743,-5.551115123125783e-17
25.384615384615387,0.173821097364959,0.17382109736495904,-5.551115123125783e-17
27.69230769230769,0.1884303554771151,0.18843035547711512,-2.7755575615628914e-17
29.999999999999996,0.2027339788636237,0.20273397886362374,-2.7755575615628914e-17
32.30769230769231,0.21670876699504557,0.21670876699504565,-8.326672684688674e-17
34.61538461538461,0.23033205271392773,0.23033205271392782,-8.326672684688674e-17
36.92307692307693,0.2435817390010157,0.24358173900101576,-5.551115123125783e-17
39.23076923076923,0.25643633481669953,0.25643633481669964,-1.1102230246251565e-16
41.53846153846153,0.2688749899595587,0.2688749899595588,-5.551115123125783e-17
43.84615384615385,0.2808775288854651,0.28087752888546513,-5.551115123125783e-17
46.15384615384615,0.2924244834323891,0.2924244834323892,-1.1102230246251565e-16
48.46153846153846,0.30349712439783033,0.30349712439783044,-1.1102230246251565e-16
50.769230769230774,0.3140774919176516,0.31407749191765166,-5.551115123125783e-17
53.07692307692307,0.3241484245970446,0.32414842459704474,-1.1102230246251565e-16
55.38461538461538,0.3336935873463757,0.33369358734637583,-1.1102230246251565e-16
57.69230769230768,0.34269749787675996,0.34269749787676007,-1.1102230246251565e-16
59.99999999999999,0.35114555181239115,0.3511455518123912,-5.551115123125783e-17
62.30769230769231,0.35902404637889224,0.3590240463788923,-5.551115123125783e-17
64.61538461538461,0.36632020262926573,0.36632020262926585,-1.1102230246251565e-16
66.92307692307692,0.37302218617139277,0.3730221861713928,-5.551115123125783e-17
69.23076923076923,0.37911912636345946,0.37911912636345957,-1.1102230246251565e-16
71.53846153846153,0.3846011339461789,0.38460113394617895,-5.551115123125783e-17
73.84615384615385,0.38945931708320475,0.38945931708320486,-1.1102230246251565e-16
76.15384615384615,0.3936857957837232,0.39368579578372337,-1.6653345369377348e-16
78.46153846153847,0.3972737146838264,0.3972737146838265,-1.1102230246251565e-16
80.76923076923076,0.40021725416593773,0.40021725416593784,-1.1102230246251565e-16
83.07692307692307,0.40251163979825316,0.4025116397982532,-5.551115123125783e-17
85.38461538461537,0.4041531500788868,0.40415315007888686,-5.551115123125783e-17
87.6923076923077,0.40513912247216066,0.4051391224721608,-1.1102230246251565e-16
90.0,0.4054679577272475,0.40546795772724753,-5.551115123125783e-17
