epsilon,a_1_over_Teff_from_Shor,r2_Shor,b_Shor,mean_jump,mean_Lambda_w,mean_Coh_ptr_w
0.05,0.3555861475493767,0.04137701847205577,0.002745583425625226,0.003960227272727273,-0.024271590678564492,0.9704194543754648
0.15,0.9545949488958201,0.26217340558583113,0.0022295846005606227,0.003994318181818182,-0.024271590678564492,0.9704194543754648
0.3,1.1438263199750123,0.45431024025996847,0.0016578262721350773,0.004068181818181818,-0.024271590678564492,0.9704194543754648
0.6,0.9339636238154614,0.8161742216869594,0.0005311657664214888,0.003914772727272728,-0.024271590678564492,0.9704194543754648
