n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.05,0.0054,0.002956479028478808,-0.002956479028478808,0.05415638906225402,0.05415638906225535,0.0075,-0.024271590678564502,-0.10933813995558568,0.9704194543754645,0.045
1,0.05,0.0108,0.004117584985249571,-0.004117584985249571,0.1457228090734418,0.09156642001118777,0.015,-0.024271590678564502,-0.10768567436431738,0.9704194543754645,0.135
2,0.05,0.0072,-0.0012847499806150273,0.0012847499806150273,0.2069947679269072,0.061271958853465425,0.01,-0.024271590678564502,-0.10658403063680517,0.9704194543754645,0.195
3,0.05,0.0072,0.0014704501744522507,-0.0014704501744522507,0.2581128310237472,0.05111806309684,0.01,-0.024271590678564502,-0.10548238690929299,0.9704194543754645,0.255
4,0.05,0.008100000000000001,0.00404186288645451,-0.00404186288645451,0.3156934118406589,0.0575805808169117,0.01125,-0.024271590678564502,-0.10424303771584176,0.9704194543754645,0.3225
5,0.05,0.0063,0.003865843587350865,-0.003865843587350865,0.3565713934909772,0.04087798165031831,0.00875,-0.024271590678564502,-0.10327909945426858,0.9704194543754645,0.375
6,0.05,0.0045,0.0005031381111506039,-0.0005031381111506039,0.3867409690252374,0.030169575534260196,0.00625,-0.024271590678564502,-0.10259057212457345,0.9704194543754647,0.4125
7,0.05,0.0045000000000000005,0.002011320806712206,-0.002011320806712206,0.4152816851896226,0.028540716164385194,0.00625,-0.024271590678564502,-0.10190204479487834,0.9704194543754645,0.45
8,0.05,0.0063,-0.001436769878236258,0.001436769878236258,0.45728008740027865,0.04199840221065604,0.00875,-0.024271590678564502,-0.10093810653330516,0.9704194543754645,0.5025
9,0.05,0.0027,0.0020730421467301426,-0.0020730421467301426,0.47286938807444334,0.015589300674164697,0.00375,-0.024271590678564502,-0.10052499013548809,0.9704194543754647,0.525
10,0.05,0.0036,0.0030495424497028354,-0.0030495424497028354,0.49326130685415204,0.020391918779708695,0.005,-0.024271590678564502,-0.09997416827173199,0.9704194543754645,0.555
11,0.05,0.0054,-0.0013461454870779554,0.0013461454870779554,0.5271005371943102,0.03383923034015812,0.0075,-0.024271590678564502,-0.09914793547609783,0.9704194543754645,0.6
12,0.05,0.0054,0.0014220158696404083,-0.0014220158696404083,0.5584181750747516,0.031317637880441396,0.0075,-0.024271590678564502,-0.09832170268046368,0.9704194543754645,0.645
13,0.05,0.009000000000000001,0.0014334690827297204,-0.0014334690827297204,0.6103448703292463,0.05192669525449478,0.0125,-0.024271590678564502,-0.09694464802107344,0.9704194543754645,0.72
14,0.05,0.0018,0.00014902139997416256,-0.00014902139997416256,0.6201362348262678,0.009791364497021449,0.0025,-0.024271590678564502,-0.09666923708919538,0.9704194543754647,0.735
15,0.05,0.0054,0.0023654805005121266,-0.0023654805005121266,0.64905122307239,0.028914988246122264,0.0075,-0.024271590678564502,-0.09584300429356124,0.9704194543754647,0.78
16,0.05,0.0036,0.0002548545581256438,-0.0002548545581256438,0.6694073473597723,0.020356124287382205,0.005,-0.024271590678564502,-0.09529218242980514,0.9704194543754647,0.81
17,0.05,0.0009,0.0009727505614555962,-0.0009727505614555962,0.6740772463807507,0.004669899020978474,0.00125,-0.024271590678564502,-0.09515447696386613,0.9704194543754645,0.8175
18,0.05,0.0063,-0.0014905005306683067,0.0014905005306683067,0.7094284189811897,0.03535117260043896,0.00875,-0.024271590678564502,-0.09419053870229294,0.9704194543754647,0.87
19,0.05,0.005399999999999999,0.00037039957207449557,-0.00037039957207449557,0.7375390607582394,0.028110641777049694,0.0075,-0.024271590678564502,-0.0933643059066588,0.9704194543754645,0.915
20,0.05,0.008100000000000001,0.001195365358447425,-0.001195365358447425,0.779363110341389,0.04182404958314967,0.01125,-0.024271590678564502,-0.09212495671320758,0.9704194543754645,0.9825
21,0.05,0.0072,0.00345045681163454,-0.00345045681163454,0.8136942339832127,0.03433112364182367,0.01,-0.024271590678564502,-0.09102331298569538,0.9704194543754645,1.0425
22,0.05,0.0081,0.0004204046709214887,-0.0004204046709214887,0.8541450761157428,0.04045084213253003,0.01125,-0.024271590678564502,-0.08978396379224414,0.9704194543754645,1.11
23,0.05,0.0054,-0.0006619072471660628,0.0006619072471660628,0.882357627874075,0.02821255175833226,0.0075,-0.024271590678564502,-0.08895773099661,0.9704194543754645,1.155
24,0.05,0.0027,-0.0008965948027170278,0.0008965948027170278,0.8961360578860322,0.013778430011957221,0.00375,-0.024271590678564502,-0.08854461459879293,0.9704194543754647,1.1775
25,0.05,0.0072,-0.0014626061304684615,0.0014626061304684615,0.9306892193078737,0.034553161421841505,0.01,-0.024271590678564502,-0.08744297087128072,0.9704194543754647,1.2375
26,0.05,0.0027,0.0013192206046022765,-0.0013192206046022765,0.9426490867828402,0.011959867474966468,0.00375,-0.024271590678564502,-0.08702985447346366,0.9704194543754647,1.26
27,0.05,0.0063,-0.0006974113486349537,0.0006974113486349537,0.9715330186615834,0.028883931878743163,0.00875,-0.024271590678564502,-0.08606591621189048,0.9704194543754647,1.3125
28,0.05,0.0018,0.00017111917790648204,-0.00017111917790648204,0.9804837348340029,0.008950716172419493,0.0025,-0.024271590678564502,-0.08579050528001245,0.9704194543754645,1.3275
29,0.05,0.0036,0.00031803563435512793,-0.00031803563435512793,0.9969521980686393,0.016468463234636466,0.005,-0.024271590678564502,-0.08523968341625635,0.9704194543754645,1.3575
30,0.05,0.0054,0.0013443443976758512,-0.0013443443976758512,1.021688785235515,0.024736587166875657,0.0075,-0.024271590678564502,-0.08441345062062218,0.9704194543754647,1.4025
31,0.05,0.0054,-0.0004256591137263109,0.0004256591137263109,1.045886984962072,0.024198199726557013,0.0075,-0.024271590678564502,-0.08358721782498804,0.9704194543754645,1.4475
32,0.05,0.0063,-0.0021787156539308117,0.0021787156539308117,1.0749488509515952,0.029061865989523206,0.00875,-0.024271590678564502,-0.08262327956341486,0.9704194543754645,1.5
33,0.05,0.0063,0.000479477816357471,-0.000479477816357471,1.1035113758153539,0.028562524863758654,0.00875,-0.024271590678564502,-0.08165934130184169,0.9704194543754645,1.5525
34,0.05,0.0027,9.612088903785499e-05,-9.612088903785499e-05,1.1151002024189562,0.011588826603602387,0.00375,-0.024271590678564502,-0.08124622490402462,0.9704194543754645,1.575
35,0.05,0.0027,-0.0016597658830225656,0.0016597658830225656,1.1275743182792033,0.012474115860247048,0.00375,-0.024271590678564502,-0.08083310850620755,0.9704194543754647,1.5975
36,0.05,0.0072,-0.0008671038500470788,0.0008671038500470788,1.1581161950750913,0.030541876795888045,0.01,-0.024271590678564502,-0.07973146477869535,0.9704194543754647,1.6575
37,0.05,0.0045000000000000005,0.0009812243255566103,-0.0009812243255566103,1.177590221804359,0.01947402672926768,0.00625,-0.024271590678564502,-0.07904293744900022,0.9704194543754647,1.695
38,0.05,0.0027,-0.0006584881111460511,0.0006584881111460511,1.1884816139143297,0.010891392109970699,0.00375,-0.024271590678564502,-0.07862982105118314,0.9704194543754647,1.7175
39,0.05,0.0054,-0.0022973466823040006,0.0022973466823040006,1.2102048655644597,0.021723251650130004,0.0075,-0.024271590678564502,-0.077803588255549,0.9704194543754647,1.7625
40,0.05,0.0036,0.0001858950887562691,-0.0001858950887562691,1.2254318123501562,0.015226946785696471,0.005,-0.024271590678564502,-0.0772527663917929,0.9704194543754647,1.7925
41,0.05,0.0063,0.0003153741942266191,-0.0003153741942266191,1.2506323910397883,0.025200578689632103,0.00875,-0.024271590678564502,-0.07628882813021973,0.9704194543754647,1.845
42,0.05,0.0009,-4.7134678797502595e-05,4.7134678797502595e-05,1.2539012224926431,0.003268831452854837,0.00125,-0.024271590678564502,-0.0761511226642807,0.9704194543754645,1.8525
43,0.05,0.0054,0.0018969641189564108,-0.0018969641189564108,1.2754276226088959,0.02152640011625273,0.0075,-0.024271590678564502,-0.07532488986864655,0.9704194543754645,1.8975
44,0.05,0.0045000000000000005,-0.002622771604904486,0.002622771604904486,1.2936883512908808,0.018260728681984917,0.00625,-0.024271590678564502,-0.07463636253895142,0.9704194543754647,1.935
45,0.05,0.0027,0.0002741453856275274,-0.0002741453856275274,1.3039854345983326,0.010297083307451826,0.00375,-0.024271590678564502,-0.07422324614113435,0.9704194543754647,1.9575
46,0.05,0.0027,0.0011065991007604,-0.0011065991007604,1.314839481387327,0.010854046788994376,0.00375,-0.024271590678564502,-0.07381012974331728,0.9704194543754645,1.98
47,0.05,0.0045000000000000005,0.0004768333255358827,-0.0004768333255358827,1.332014564339968,0.01717508295264092,0.00625,-0.024271590678564502,-0.07312160241362214,0.9704194543754647,2.0175
48,0.05,0.0045000000000000005,-0.002389989256056078,0.002389989256056078,1.3491924715616064,0.017177907221638478,0.00625,-0.024271590678564502,-0.07243307508392703,0.9704194543754647,2.055
49,0.05,0.0036,0.00048758106838235073,-0.00048758106838235073,1.3626852376024359,0.013492766040829496,0.005,-0.024271590678564502,-0.07188225322017093,0.9704194543754647,2.085
50,0.05,0.0018,7.790418984709154e-05,-7.790418984709154e-05,1.369497945706673,0.006812708104237064,0.0025,-0.024271590678564502,-0.07160684228829288,0.9704194543754647,2.1
51,0.05,0.0054,-0.0003319260176663689,0.0003319260176663689,1.3887913762252697,0.019293430518596777,0.0075,-0.024271590678564502,-0.07078060949265873,0.9704194543754647,2.145
52,0.05,0.0009,0.0009437981391329795,-0.0009437981391329795,1.391936278086121,0.003144901860851368,0.00125,-0.024271590678564502,-0.0706429040267197,0.9704194543754645,2.1525
53,0.05,0.0054,0.0015595987440470882,-0.0015595987440470882,1.4110772978646886,0.019141019778567525,0.0075,-0.024271590678564502,-0.06981667123108556,0.9704194543754647,2.1975
54,0.05,0.0045000000000000005,0.00275891705464121,-0.00275891705464121,1.427257975776182,0.01618067791149347,0.00625,-0.024271590678564502,-0.06912814390139042,0.9704194543754645,2.235
55,0.05,0.0045,-0.00014813097471497603,0.00014813097471497603,1.4433822042040882,0.016124228427906173,0.00625,-0.024271590678564502,-0.06843961657169531,0.9704194543754647,2.2725
56,0.05,0.0036,8.500635171634515e-05,-8.500635171634515e-05,1.455983125153412,0.012600920949323857,0.005,-0.024271590678564502,-0.06788879470793921,0.9704194543754645,2.3025
57,0.05,0.0054,-0.0013025823645842402,0.0013025823645842402,1.4750909203616385,0.019107795208226364,0.0075,-0.024271590678564502,-0.06706256191230507,0.9704194543754645,2.3475
58,0.05,0.0036,0.0010293106922238428,-0.0010293106922238428,1.4878836372744044,0.012792716912765956,0.005,-0.024271590678564502,-0.06651174004854897,0.9704194543754645,2.3775
