n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.6,0.009000000000000001,0.00941208013371782,-0.00941208013371782,0.08672401590490872,0.08672401590490983,0.0125,-0.024271590678564502,-0.10878731809182958,0.9704194543754645,0.075
1,0.6,0.0045,0.00406876969143944,-0.00406876969143944,0.12755968386701358,0.04083566796210486,0.00625,-0.024271590678564502,-0.10809879076213444,0.9704194543754645,0.1125
2,0.6,0.0018,0.0019278665133317919,-0.0019278665133317919,0.14332252120996633,0.01576283734295275,0.0025,-0.024271590678564502,-0.1078233798302564,0.9704194543754645,0.1275
3,0.6,0.0072,0.008400632109065845,-0.008400632109065845,0.2004782066152557,0.05715568540528937,0.01,-0.024271590678564502,-0.1067217361027442,0.9704194543754647,0.1875
4,0.6,0.0054,0.0048329395396191745,-0.0048329395396191745,0.24222737053538096,0.04174916392012526,0.0075,-0.024271590678564502,-0.10589550330711006,0.9704194543754645,0.2325
5,0.6,0.0072,0.00554343474891661,-0.00554343474891661,0.2938224745274304,0.05159510399204942,0.01,-0.024271590678564502,-0.10479385957959786,0.9704194543754645,0.2925
6,0.6,0.0063,0.0043372540534724405,-0.0043372540534724405,0.33752710497282784,0.04370463044539746,0.00875,-0.024271590678564502,-0.10382992131802468,0.9704194543754647,0.345
7,0.6,0.0054,0.00379931406034617,-0.00379931406034617,0.37326244168810996,0.03573533671528212,0.0075,-0.024271590678564502,-0.10300368852239054,0.9704194543754647,0.39
8,0.6,0.0036,0.0014406450107009377,-0.0014406450107009377,0.3971348760362087,0.023872434348098714,0.005,-0.024271590678564502,-0.10245286665863444,0.9704194543754647,0.42
9,0.6,0.0054,0.002453793003986128,-0.002453793003986128,0.43131664614848164,0.03418177011227297,0.0075,-0.024271590678564502,-0.10162663386300028,0.9704194543754645,0.465
10,0.6,0.0054,0.00359048785411054,-0.00359048785411054,0.46486696206352973,0.03355031591504809,0.0075,-0.024271590678564502,-0.10080040106736614,0.9704194543754645,0.51
11,0.6,0.008100000000000001,0.006993937064797007,-0.006993937064797007,0.5142460224218157,0.04937906035828599,0.01125,-0.024271590678564502,-0.09956105187391492,0.9704194543754645,0.5775
12,0.6,0.0072,0.005627199017450688,-0.005627199017450688,0.5558795382877932,0.04163351586597752,0.01,-0.024271590678564502,-0.09845940814640272,0.9704194543754647,0.6375
13,0.6,0.0045000000000000005,0.0032831028180580917,-0.0032831028180580917,0.5817797301404444,0.025900191852651133,0.00625,-0.024271590678564502,-0.09777088081670758,0.9704194543754645,0.675
14,0.6,0.011699999999999999,0.008776822095642074,-0.008776822095642074,0.6472714290654565,0.06549169892501217,0.01625,-0.024271590678564502,-0.09598070975950027,0.9704194543754645,0.7725
15,0.6,0.0036,0.0029754592169786765,-0.0029754592169786765,0.6673522032836746,0.020080774218218078,0.005,-0.024271590678564502,-0.09542988789574416,0.9704194543754645,0.8025
16,0.6,0.0054,0.0057308547914762965,-0.0057308547914762965,0.6959727644490907,0.028620561165416114,0.0075,-0.024271590678564502,-0.09460365510011003,0.9704194543754645,0.8475
17,0.6,0.0063,0.0082187822847228,-0.0082187822847228,0.731478703065686,0.035505938616595234,0.00875,-0.024271590678564502,-0.09363971683853685,0.9704194543754647,0.9
18,0.6,0.0036,0.004389806548939118,-0.004389806548939118,0.750069100826454,0.018590397760767985,0.005,-0.024271590678564502,-0.09308889497478075,0.9704194543754645,0.93
19,0.6,0.0072,0.005975943714650264,-0.005975943714650264,0.7873884853828368,0.03731938455638284,0.01,-0.024271590678564502,-0.09198725124726854,0.9704194543754645,0.99
20,0.6,0.009899999999999999,0.0067965680016086735,-0.0067965680016086735,0.8386835866477521,0.05129510126491532,0.01375,-0.024271590678564502,-0.09047249112193928,0.9704194543754647,1.0725
21,0.6,0.0045000000000000005,0.0030901983696890144,-0.0030901983696890144,0.8610732354196313,0.02238964877187921,0.00625,-0.024271590678564502,-0.08978396379224414,0.9704194543754645,1.11
22,0.6,0.0072,0.00243641398693738,-0.00243641398693738,0.8965506749055305,0.03547743948589921,0.01,-0.024271590678564502,-0.08868232006473196,0.9704194543754645,1.17
23,0.6,0.0045000000000000005,0.0036600570742826855,-0.0036600570742826855,0.9179761074031514,0.021425432497620855,0.00625,-0.024271590678564502,-0.08799379273503682,0.9704194543754647,1.2075
24,0.6,0.0054,0.005120097323701425,-0.005120097323701425,0.9431520919443196,0.025175984541168206,0.0075,-0.024271590678564502,-0.08716755993940269,0.9704194543754645,1.2525
25,0.6,0.0018,0.0016270172598615296,-0.0016270172598615296,0.9513987717249353,0.008246679780615662,0.0025,-0.024271590678564502,-0.08689214900752462,0.9704194543754645,1.2675
26,0.6,0.0081,0.006661996429644881,-0.006661996429644881,0.9891961073546836,0.037797335629748297,0.01125,-0.024271590678564502,-0.08565279981407341,0.9704194543754645,1.335
27,0.6,0.009,0.007606973421398,-0.007606973421398,1.0303397028112693,0.041143595456585746,0.0125,-0.024271590678564502,-0.08427574515468317,0.9704194543754647,1.41
28,0.6,0.0045000000000000005,0.0033994426812570954,-0.0033994426812570954,1.0502980507479072,0.019958347936637866,0.00625,-0.024271590678564502,-0.08358721782498804,0.9704194543754645,1.4475
29,0.6,0.011699999999999999,0.00858127472197538,-0.00858127472197538,1.1024459956509705,0.05214794490306329,0.01625,-0.024271590678564502,-0.08179704676778073,0.9704194543754645,1.545
30,0.6,0.0045,0.004880980540642762,-0.004880980540642762,1.1218323950482618,0.019386399397291365,0.00625,-0.024271590678564502,-0.08110851943808559,0.9704194543754647,1.5825
31,0.6,0.006299999999999999,0.005660097100689246,-0.005660097100689246,1.1480491644962054,0.0262167694479436,0.00875,-0.024271590678564502,-0.08014458117651242,0.9704194543754647,1.635
32,0.6,0.0045000000000000005,0.003190209679091629,-0.003190209679091629,1.1673650244748601,0.019315859978654704,0.00625,-0.024271590678564502,-0.07945605384681728,0.9704194543754645,1.6725
33,0.6,0.0045,0.0033878077644079875,-0.0033878077644079875,1.1857373123196417,0.01837228784478162,0.00625,-0.024271590678564502,-0.07876752651712217,0.9704194543754647,1.71
34,0.6,0.0027,0.004658724185228948,-0.004658724185228948,1.1975193973694496,0.011782085049807822,0.00375,-0.024271590678564502,-0.0783544101193051,0.9704194543754647,1.7325
35,0.6,0.0045000000000000005,0.004044658317405172,-0.004044658317405172,1.216033076950862,0.01851367958141248,0.00625,-0.024271590678564502,-0.07766588278960997,0.9704194543754647,1.77
36,0.6,0.0045,0.002054800923827329,-0.002054800923827329,1.2343206015573047,0.018287524606442673,0.00625,-0.024271590678564502,-0.07697735545991484,0.9704194543754645,1.8075
37,0.6,0.0045000000000000005,0.004941569138823383,-0.004941569138823383,1.2520993589433218,0.017778757386017086,0.00625,-0.024271590678564502,-0.07628882813021973,0.9704194543754647,1.845
38,0.6,0.0027,0.002665036000110717,-0.002665036000110717,1.2629511549060966,0.010851795962774746,0.00375,-0.024271590678564502,-0.07587571173240265,0.9704194543754645,1.8675
39,0.6,0.0036,0.0008886942604308311,-0.0008886942604308311,1.2771727962431054,0.014221641337008872,0.005,-0.024271590678564502,-0.07532488986864655,0.9704194543754645,1.8975
40,0.6,0.0072,0.0055035955361279745,-0.0055035955361279745,1.3055911502694781,0.028418354026372716,0.01,-0.024271590678564502,-0.07422324614113435,0.9704194543754647,1.9575
