angle_deg,state,tr_F_rho_real
0.0,ket_0,0.6453473488076362
0.0,ket_1,0.6453473488076362
0.0,ket_plus,0.6453473488076361
0.0,ket_minus,0.6453473488076361
0.0,ket_plus_i,1.0527593601451457
0.0,ket_minus_i,0.23793533747012652
15.0,ket_0,0.6453473488076362
15.0,ket_1,0.6453473488076362
15.0,ket_plus,0.8380933680317909
15.0,ket_minus,0.4526013295834813
15.0,ket_plus_i,1.0273838653142575
15.0,ket_minus_i,0.2633108323010147
30.0,ket_0,0.6453473488076362
30.0,ket_1,0.6453473488076362
30.0,ket_plus,1.0177040645736768
30.0,ket_minus,0.2729906330415953
30.0,ket_plus_i,0.95298667885933
30.0,ket_minus_i,0.3377080187559422
45.0,ket_0,0.6453473488076362
45.0,ket_1,0.6453473488076362
45.0,ket_plus,1.1719392662846746
45.0,ket_minus,0.11875543133059761
45.0,ket_plus_i,0.8346378460901027
45.0,ket_minus_i,0.45605685152516945
60.0,ket_0,0.6453473488076362
60.0,ket_1,0.6453473488076362
60.0,ket_plus,1.2902880990539018
60.0,ket_minus,0.00040659856137026384
60.0,ket_plus_i,0.680402644379105
60.0,ket_minus_i,0.6102920532361672
75.0,ket_0,0.6453473488076362
75.0,ket_1,0.6453473488076362
75.0,ket_plus,1.3646852855088294
75.0,ket_minus,-0.07399058789355727
75.0,ket_plus_i,0.500791947837219
75.0,ket_minus_i,0.7899027497780532
90.0,ket_0,0.6453473488076362
90.0,ket_1,0.6453473488076362
90.0,ket_plus,1.3900607803397176
90.0,ket_minus,-0.09936608272444546
90.0,ket_plus_i,0.30804592861306423
90.0,ket_minus_i,0.982648769002208
