n_u,n_phi,h_deriv,corr_source_comm,corr_source_sin,corr_source_fs_omega,corr_source_resp_det,corr_source_resp_ricci,avg_resp_ricci_finite_frac,avg_fs_ricci_finite_frac,gauge_max_source_diff,gauge_max_fs_metric_diff,gauge_max_fs_omega_diff,gauge_max_response_metric_diff,max_corr_delta_coarse,pass_source_comm,pass_source_fs_omega,pass_gauge,pass_convergence,pass_curvature_defined,pass_all
25,25,0.003,0.9931290872935138,0.9931290872935133,0.9931290872935099,0.327163256405793,,0.7056,0.7056,8.326672684688674e-16,3.7636560534792807e-14,2.5569824035898137e-14,1.9984014443252818e-13,0.00850018112241474,True,True,True,True,True,True
