stratum_id,ctrl_lo,ctrl_hi,n,mae_base,mae_full,mae_gain_frac
0,-3.464295520405999,-0.394703493148507,1460,0.7846733440950127,0.7823226206834748,0.0029957987348812297
1,-0.394703493148507,0.5454256657360049,1460,0.830505882058253,0.8292017908616094,0.0015702371588388242
2,0.5454256657360049,2.5048321081576557,1460,0.7904724537387368,0.7859979195124357,0.0056605821052105945
