eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.23418027242242467,-0.11471005919724789,0.04059092892422833,0.0055377115020880385,True
0.9,0.21406866775172045,-0.0981048449417375,0.03646627715090622,0.007986990674070271,True
1.5,0.2444346659647696,-0.060833057566431835,0.07404049255212475,-0.009368899310618906,True
