profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
constant,-7.903814122178378,8.26367820221439e-05,0.9991797591362447,-0.12652119401365539,0.0033750000000000004,-0.04556123482819252,0.0553516709018083
