case_id,seed,nx,alpha1_val,alpha2_val,alpha_mod_amp,theta1_base,theta1_amp,theta1_center,theta1_width,theta2_base,theta2_amp,theta2_center,theta2_width,n_angle_fine,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std,pass_spatial_tol,pass_antisym_tol,pass_angle_tol,pass_ratio_std_tol,pass_r2_min,pass_all
77,20260220,128,0.3953431136537852,0.9563426978354685,0.1390631129719676,0.5955598096822405,0.26125179265111714,1.864556182830716,0.7969283533187942,0.44533442884717694,0.10988268269162489,3.6452982742948827,0.7311639782925691,68,1.1102230246251565e-16,0.0,1.6653345369377348e-16,9.461612412597953e-17,1.0,0.4827762187445459,7.453890286226224e-13,True,True,True,True,True,True
78,20260220,256,0.38686514214646506,0.4791517428756453,0.160144671402033,0.58844050828758,0.11419828188336895,1.174449960578291,0.3426127400787125,0.577784441034404,0.10686162292741107,4.2345518184175654,0.7972043343512349,37,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.4529755808452003e-16,1.0,0.6154192092700561,5.499656880138405e-13,True,True,True,True,True,True
79,20260220,96,0.3179350170942513,0.9235582304509533,0.08813306732868884,0.23985666658007046,0.346049521369668,2.665744270879309,0.8403019363848409,0.2301399181433267,0.4700147459464579,5.5667853628867325,0.8564983971442292,34,1.1102230246251565e-16,0.0,1.1102230246251565e-16,5.771550861824237e-17,1.0,0.3637631953465515,2.9827717157802126e-13,True,True,True,True,True,True
80,20260220,320,0.486644521725843,1.1418529902724077,0.10105314004018376,0.7254412909323338,0.2653586680486588,0.6833658367890447,0.6175976473819103,0.19255851183386577,0.5194718868320323,3.8273592722019214,0.7386828951221507,53,1.1102230246251565e-16,0.0,1.6653345369377348e-16,8.607907210899445e-17,1.0,0.3702788113522281,4.630737703566323e-13,True,True,True,True,True,True
81,20260220,320,0.6790440621155277,0.9838873561895116,0.2065543152160693,0.33136310505040484,0.5005172062191267,2.3578469307825656,0.3566629817519519,0.23654230367642973,0.05135393651224343,4.277839383548053,0.6047027941861131,82,5.551115123125783e-17,0.0,8.326672684688674e-17,3.41449759180533e-17,1.0,0.25239184264554343,4.5227669376960043e-13,True,True,True,True,True,True
82,20260220,160,0.26700100410032984,0.5520999804878975,0.13854009171245288,0.5112686699984422,0.09731242136015097,2.801155412562845,0.7850877687361064,0.4188898215437794,0.19872978799133764,5.563200543620906,0.3005288143312875,32,1.1102230246251565e-16,0.0,1.1102230246251565e-16,5.923833029063833e-17,1.0,0.4579775564504894,3.523526814771574e-13,True,True,True,True,True,True
83,20260220,128,0.3974598945231286,0.5517873712752664,0.1621117053764433,0.1738564054322702,0.09152447961608903,0.9710790535751508,0.16253598145128434,0.33680575972168225,0.31853638383127747,5.05475619942621,0.47214541385062736,46,1.1102230246251565e-16,0.0,1.1102230246251565e-16,5.2199851780805686e-17,1.0,0.42064473178812817,4.631702228232928e-13,True,True,True,True,True,True
84,20260220,96,0.3246028620919288,0.5484802196814305,0.34515174346111444,0.4194391350467946,0.304696967286452,1.224420117670131,0.5413133149299453,0.17814385334153063,0.18593645099141645,3.6223789255479435,0.8632531657983085,87,5.551115123125783e-17,0.0,8.326672684688674e-17,4.261136661767943e-17,1.0,0.24689991480826518,4.630996278650586e-13,True,True,True,True,True,True
85,20260220,128,0.3342512190445835,1.0717687058177399,0.25234370544057166,0.3140399673755269,0.05630117976558901,0.8662042320501318,0.4827713856285636,0.4543378805168778,0.36155874829963774,5.90944181019378,0.6797214178903234,58,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.4631160205486767e-16,1.0,0.5333098499755463,7.211162908857948e-13,True,True,True,True,True,True
86,20260220,96,0.5831250690452183,1.290376241454552,0.14380392752976193,0.6612619846054447,0.2792660005892351,1.8265483800545261,0.6056227879000797,0.5859678549733124,0.24917746457525425,4.746299547328715,0.6949017749547859,80,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.3900117959850754e-16,1.0,0.6658888923546853,1.1704985859716434e-12,True,True,True,True,True,True
87,20260220,96,0.675427903476692,0.7568948199754051,0.34907665032955315,0.4592344879798564,0.552235129522832,0.8957679752257707,0.30734083332238904,0.43305526095028596,0.23333844487669253,4.558288354765642,0.36893111538284507,77,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.0024349525288862e-16,1.0,0.48944671722447214,8.349175003525328e-13,True,True,True,True,True,True
88,20260220,200,0.4549639217551995,0.8288482118231445,0.023666576077802686,0.4830783236402639,0.10392137457574033,0.6839809447393118,0.8134087288452655,0.18521957712135012,0.20617967827729258,4.2712533909111885,0.1899433870612117,60,1.1102230246251565e-16,0.0,8.326672684688674e-17,3.1132527610170096e-17,1.0,0.22106774866690124,3.076484815594608e-13,True,True,True,True,True,True
89,20260220,160,0.6883209058614543,1.0435164555208318,0.09687202972068995,0.2741555890340976,0.42658968481490217,0.9328732925101696,0.2765955435445828,0.7038165680267435,0.5939245585619606,4.44820163948802,0.594883421039465,53,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.7804414266015262e-16,1.0,0.8848690703826142,1.1066394522311728e-12,True,True,True,True,True,True
90,20260220,200,0.26838582481353357,1.036255383539186,0.2262232064563269,0.7818892465698112,0.36471084261671083,1.470600321055023,0.7129991261213396,0.6533399579457466,0.2277494498193517,4.920682499470695,0.46774470823649034,47,2.220446049250313e-16,0.0,1.1102230246251565e-16,7.291109408298876e-17,1.0,0.7139605153206809,8.018021608400293e-13,True,True,True,True,True,True
91,20260220,256,0.41290601925920506,0.7546949682247808,0.13452997920866136,0.4592163269823363,0.366280063698263,0.8722031199813356,0.7512075695609715,0.7436246255673065,0.47916553997725775,4.9756470347590085,0.6248990070939449,30,2.220446049250313e-16,0.0,2.220446049250313e-16,7.172055418869992e-17,1.0,0.8870835129421637,6.36559837672478e-13,True,True,True,True,True,True
92,20260220,128,0.17159797144610311,0.8830167554991275,0.002781829776233252,0.5927682192147566,0.1831176157977654,1.2210680665171547,0.37926407445258903,0.6111965658790622,0.07220082523848925,5.736767007143705,0.15463576080140734,73,1.1102230246251565e-16,0.0,2.220446049250313e-16,6.842216542159169e-17,1.0,0.6214802639449708,1.0161614584996294e-12,True,True,True,True,True,True
93,20260220,320,0.485957470216835,1.1418982028057447,0.18514016623203197,0.5169727573700412,0.32008528834840017,1.7450142668338922,0.33017775466761756,0.7611444887780492,0.5082807696771251,5.891608277860003,0.5181015284013784,46,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.8586160617673776e-16,1.0,0.8636170195367859,9.509219913047417e-13,True,True,True,True,True,True
94,20260220,128,0.29331726774671335,0.7533152596572903,0.0497315410346535,0.49224530732477956,0.06719778271939025,0.7689130958480407,0.35593134870839016,0.31707127036456895,0.3580088640002874,6.052968529042914,0.17298474751974716,33,1.1102230246251565e-16,0.0,5.551115123125783e-17,3.8144796271656637e-17,1.0,0.35803717149118797,2.845926904244795e-13,True,True,True,True,True,True
95,20260220,256,0.442894547169753,1.2216683163476127,0.1039466970633409,0.5059337288869704,0.1522646906268066,2.816066307832922,0.5595408664411111,0.1911942796758421,0.5389498109981528,3.7981605202263253,0.225256525195138,52,1.1102230246251565e-16,0.0,1.6653345369377348e-16,6.900926354507405e-17,1.0,0.29324052714800386,3.606266500245973e-13,True,True,True,True,True,True
96,20260220,320,0.1608763027249578,0.38964929060615416,0.33796310986618977,0.3248033758003064,0.2942465442659329,2.190031729173509,0.48889754173212574,0.7194188852757242,0.17442547782040105,3.9448032399646293,0.5585018953896155,81,2.220446049250313e-16,0.0,2.220446049250313e-16,9.711774054106678e-17,1.0,0.7713746734489462,1.3691458610829642e-12,True,True,True,True,True,True
97,20260220,320,0.46346573152478715,0.6331426571866078,0.07133912746742102,0.2725576157290378,0.5640843797692072,2.192117392852482,0.2577004459684501,0.19121623062347576,0.39303076134113385,3.7672764609136613,0.8760427147264929,35,1.1102230246251565e-16,0.0,1.1102230246251565e-16,4.408090003008244e-17,1.0,0.33742522729276003,2.850554144290506e-13,True,True,True,True,True,True
98,20260220,320,0.18536432256648494,0.40748509379037656,0.15971313416372768,0.36776561749320713,0.19970260362639505,0.9081282960452056,0.47249985665519934,0.5667138717465684,0.2552653538026759,3.964454120725818,0.2285163065525973,56,2.220446049250313e-16,0.0,2.220446049250313e-16,9.411460122570672e-17,1.0,0.6153949558922257,8.074135775001616e-13,True,True,True,True,True,True
99,20260220,160,0.14484652347702934,0.43298294885853295,0.04979108175959543,0.151671817694,0.05555955513313967,1.381847172352261,0.7451790812442849,0.6710392458423795,0.23588156200185317,3.9853369689500955,0.46463893611328794,66,2.220446049250313e-16,0.0,2.220446049250313e-16,1.5001946877043578e-16,1.0,0.7351574953525531,1.107663181377823e-12,True,True,True,True,True,True
100,20260220,160,0.5940036782562313,0.6861443650734945,0.07053990954787451,0.6198691356398232,0.5498931610012806,1.5857447897255048,0.8283147124686302,0.31523688166231184,0.33585367970563346,4.62006479746774,0.7078261022306241,34,1.1102230246251565e-16,0.0,1.1102230246251565e-16,4.376019853650286e-17,1.0,0.4251025711852523,3.4856496622487035e-13,True,True,True,True,True,True
101,20260220,96,0.5580532017381883,0.8849929962403783,0.30208712940201676,0.40712180084669797,0.11841191537384281,2.233141415459929,0.8844829589644008,0.4724730889776192,0.5458124754930369,3.7448866782727674,0.22801625067931552,54,2.220446049250313e-16,0.0,2.220446049250313e-16,8.75483339637755e-17,1.0,0.5764498754984932,7.328178454626101e-13,True,True,True,True,True,True
102,20260220,256,0.52471992108999,0.8929955839512593,0.10734182517657483,0.623802344094201,0.36712600568871073,0.7696544390418674,0.6776195122024398,0.456158254141513,0.15560050548317275,5.674638447619593,0.26003384346500574,50,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.2110010034174065e-16,1.0,0.4839789369011923,5.748039808518511e-13,True,True,True,True,True,True
103,20260220,128,0.48791356620257204,0.9472476765110834,0.11503459349193541,0.230481573644692,0.4910911459527178,1.3906295860871765,0.8226061204419602,0.6422151914391148,0.1885795094677456,5.9400325482261795,0.8173889608910259,30,2.220446049250313e-16,0.0,2.220446049250313e-16,8.362254863220798e-17,1.0,0.6855931447659261,4.919438461583381e-13,True,True,True,True,True,True
104,20260220,96,0.6894090106563905,1.4798392798438935,0.330670142261134,0.654180171782699,0.3485767145654575,2.222382052745641,0.164068465380193,0.5930273373554418,0.3257380975321427,3.6242896133325844,0.6629510636848895,68,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.4534030744483195e-16,1.0,0.6987688203858442,1.0788894920113958e-12,True,True,True,True,True,True
105,20260220,320,0.18532722525254472,0.8785997141844484,0.1857773937126572,0.6190501222785026,0.5353457278095192,1.6029966012626866,0.387341624626259,0.48994687758276145,0.3323088421369229,5.252886921346096,0.5939111695677399,42,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.570858918313846e-16,1.0,0.5826416859493709,5.891686796608235e-13,True,True,True,True,True,True
106,20260220,256,0.5529318275926177,1.0691816717299822,0.32451053218837683,0.7827685778960662,0.14013416615880817,2.3896737243993624,0.5943210916615275,0.19948686445272312,0.3638142571757218,3.771009477946776,0.3617590828777947,53,1.1102230246251565e-16,0.0,5.551115123125783e-17,2.470796337357485e-17,1.0,0.2867824915775324,3.586526365568161e-13,True,True,True,True,True,True
107,20260220,128,0.40384172721436745,0.8741673652238326,0.33964824642250313,0.3230040544777208,0.497436708987828,1.1493767407927047,0.5571606944423013,0.2184048899463275,0.5604812402029825,3.7228273327493713,0.4970515034481128,74,2.220446049250313e-16,0.0,1.1102230246251565e-16,6.607507579287173e-17,1.0,0.3760215261893276,6.215446472401985e-13,True,True,True,True,True,True
108,20260220,160,0.24684325901197268,0.6876153479901173,0.07037376475193276,0.4148971611967614,0.11120838230803091,2.0207891251644883,0.32165655289353323,0.3566049278279379,0.46960402067440443,6.012256103717259,0.2000050679717022,78,2.220446049250313e-16,0.0,1.1102230246251565e-16,5.700104765373171e-17,1.0,0.4163406489401802,7.174726531895073e-13,True,True,True,True,True,True
109,20260220,96,0.28386361633398566,0.8000425525570369,0.04337533759929547,0.36354752624143927,0.3169624913470616,1.1698884301668289,0.8776027818334641,0.7927121918536667,0.15513577025045136,5.096480504712572,0.7068924836558637,50,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.5061715976254913e-16,1.0,0.8403299991419503,9.980047715840986e-13,True,True,True,True,True,True
110,20260220,128,0.6923564393436799,1.1398358995200735,0.12030855147872935,0.35775281176865087,0.20737462178307126,1.754244936359472,0.8754996311141001,0.779061528935707,0.3848731746433872,5.329873238367705,0.3487212273850732,75,2.220446049250313e-16,0.0,4.440892098500626e-16,2.2558449733538395e-16,1.0,0.8644885175326049,1.4442773419238785e-12,True,True,True,True,True,True
111,20260220,96,0.5005288901213236,0.8697040039613491,0.12960283337006429,0.34102568403121514,0.5135550801378811,2.177860008784018,0.25318979044373924,0.568542997943323,0.5613266035614565,4.449096451872097,0.2554457039262854,67,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.2021804988953686e-16,1.0,0.68170391510204,1.0398940983419533e-12,True,True,True,True,True,True
112,20260220,256,0.32156671219999844,0.5951717493772513,0.006041607226062989,0.37055411058703036,0.20351303170927595,2.2265200950091772,0.8425741627074412,0.19871780101549444,0.3949650310607502,3.894045490192295,0.4540254419313551,24,1.1102230246251565e-16,0.0,5.551115123125783e-17,1.9055656420024215e-17,1.0,0.30486725467867976,1.6882420050612844e-13,True,True,True,True,True,True
113,20260220,256,0.6534471009089258,1.1743437169966244,0.24279016948069748,0.34931511989334846,0.4425363598606425,1.846958657312928,0.34010735835007966,0.43593127927269526,0.18278286111239736,5.983118861584152,0.5814651368635749,46,1.1102230246251565e-16,0.0,1.6653345369377348e-16,6.621852008249158e-17,1.0,0.47191129168615026,5.196052610018815e-13,True,True,True,True,True,True
114,20260220,128,0.5424965276707328,1.3140284742901855,0.3202086527752001,0.30370130780690036,0.39918766500637043,1.2463101998474175,0.21593765349840605,0.343036954597365,0.17014201814475996,5.334063493994603,0.4678292253255374,29,1.1102230246251565e-16,0.0,1.1102230246251565e-16,7.264157903677344e-17,1.0,0.3853695302684974,2.663499885799084e-13,True,True,True,True,True,True
115,20260220,96,0.422463888320229,0.8632141401747153,0.17846423337404504,0.23686623866553408,0.34378662060882076,1.8705543432023342,0.2952037681606544,0.15691786671056604,0.1394814657278197,4.945488449941624,0.38468919818865716,35,5.551115123125783e-17,0.0,8.326672684688674e-17,3.6947108507971605e-17,1.0,0.19082174097755247,1.6120422571230426e-13,True,True,True,True,True,True
116,20260220,128,0.3624746201839772,0.7482568194351176,0.022506900008034375,0.28120301474010334,0.15668707096238427,1.708839051435642,0.4878239722486728,0.4037540093616027,0.2944218164940132,3.7505957960744496,0.769330237474235,46,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.5011907082948624e-16,1.0,0.5065583220704335,5.577646136945187e-13,True,True,True,True,True,True
117,20260220,320,0.20864623940631824,0.951402954914049,0.050084237717702484,0.36840219182827155,0.1994199087903939,0.8334255913532583,0.5867704825024109,0.6273686112704056,0.41851902482404457,5.640971677350866,0.7738178977058521,73,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.5220620121421728e-16,1.0,0.7395661811078442,1.209240103610361e-12,True,True,True,True,True,True
118,20260220,128,0.14443856696974125,0.7686899746988868,0.14254074922203305,0.2900425009910347,0.05060104268935319,1.1260481355891,0.6010634620359687,0.6021308224825558,0.4285517734288647,4.722169728130611,0.6767069088483597,55,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.9284916775681199e-16,1.0,0.7384297236163316,9.538448622136268e-13,True,True,True,True,True,True
119,20260220,160,0.30948215971077103,0.48865422433834454,0.3383059990123789,0.6915485958562682,0.4542852870342528,2.3265506153311013,0.8120460407309841,0.5619883619119735,0.5327573780151746,4.042236833533537,0.3232993503648529,47,2.220446049250313e-16,0.0,2.220446049250313e-16,1.2844333403046151e-16,1.0,0.6828314179976225,7.668301127364369e-13,True,True,True,True,True,True
