case_id,seed,nx,alpha1_val,alpha2_val,alpha_mod_amp,theta1_base,theta1_amp,theta1_center,theta1_width,theta2_base,theta2_amp,theta2_center,theta2_width,n_angle_fine,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std,pass_spatial_tol,pass_antisym_tol,pass_angle_tol,pass_ratio_std_tol,pass_r2_min,pass_all
10,20260220,200,0.38221788073444807,0.8294487722204669,0.18794771297842328,0.6852405278077609,0.2741568688481354,0.7346824741042028,0.8414238674437683,0.42693967258378535,0.2358325588695628,5.848342350381119,0.4937015326390889,31,1.1102230246251565e-16,0.0,1.6653345369377348e-16,1.120960659887055e-16,1.0,0.47484072641439334,3.5309724690250457e-13,True,True,True,True,True,True
11,20260220,320,0.5118209130249748,1.0470090925549458,0.089863198518046,0.7481780921757986,0.3759811596048929,1.472387550747761,0.24918178873443766,0.247224053394764,0.4526301339028708,3.572071982188131,0.705059769654578,83,1.1102230246251565e-16,0.0,1.1102230246251565e-16,5.487923979496823e-17,1.0,0.39874787695021957,7.212899410869333e-13,True,True,True,True,True,True
12,20260220,256,0.18982361326375202,0.4235540667199399,0.25348926120266413,0.6939206102789919,0.05442730191997428,2.092298421788784,0.27874261749732954,0.36777986681643726,0.11071069872601215,6.0384908427862864,0.41834901257621776,86,1.1102230246251565e-16,0.0,1.1102230246251565e-16,4.6552401403282415e-17,1.0,0.38607260923265485,7.177515304078598e-13,True,True,True,True,True,True
13,20260220,256,0.5348664075791866,1.1896110529801662,0.13447948937114007,0.32026018118445654,0.48063703115612183,2.46731646198052,0.3484684785664362,0.6599184220500841,0.12492015737377518,4.75324002032939,0.24364714383925334,52,2.220446049250313e-16,0.0,2.220446049250313e-16,8.781434212232327e-17,1.0,0.6844918577045696,8.418075267172553e-13,True,True,True,True,True,True
14,20260220,320,0.3022894567433417,1.0586957620594186,0.17291182631246765,0.7500770509868847,0.24797801130953587,0.8703282997413117,0.3318410527119452,0.6023319523605496,0.12397494118546855,4.115580152177493,0.7654939632541913,57,1.1102230246251565e-16,0.0,2.220446049250313e-16,9.622387912342253e-17,1.0,0.6453093180289464,8.596632277988566e-13,True,True,True,True,True,True
15,20260220,200,0.551794965529775,0.6841327499581843,0.29564555251964675,0.1957482256907185,0.14289651905288384,1.9245395027128438,0.16372305829651465,0.6848286537510546,0.332733124619054,5.401672764328279,0.5430614776759201,54,2.220446049250313e-16,0.0,2.220446049250313e-16,7.662513574330901e-17,1.0,0.7709105877406099,9.800056402314313e-13,True,True,True,True,True,True
16,20260220,256,0.32490421640055217,0.8534984042847578,0.09522699632534046,0.5472723925296544,0.1485723630320869,2.0082197744631305,0.29706544909410915,0.2796027431539942,0.5170796704559868,3.6662668911627203,0.611600260977585,46,2.220446049250313e-16,0.0,1.6653345369377348e-16,8.112740748188636e-17,1.0,0.4408575393731425,4.854274097535299e-13,True,True,True,True,True,True
17,20260220,96,0.50381904062295,0.7842483342566285,0.10272130988343084,0.5419724929633678,0.21618989407652997,1.5994461402746345,0.38475998722612637,0.6577047765528888,0.35361994622155646,3.7096552166363095,0.47976106761348974,85,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.331435084809362e-16,1.0,0.7554074741020422,1.39181197917617e-12,True,True,True,True,True,True
18,20260220,200,0.1901787207431194,0.4230606362778657,0.25499741213557175,0.32929085387795387,0.592091153307006,1.7749429379356334,0.6457330925267406,0.20951013255206735,0.34231820039062905,4.596786076035487,0.794882907469257,81,1.1102230246251565e-16,0.0,1.1102230246251565e-16,7.000221634424235e-17,1.0,0.3275570492772238,5.813941725794257e-13,True,True,True,True,True,True
19,20260220,96,0.45827400153467496,0.7740104178617946,0.27773918640902245,0.7868637303065621,0.37219266497906706,1.53173278479387,0.4693102245700851,0.2591631382931497,0.39186705835027236,3.8800519774072577,0.2977923333850746,66,1.1102230246251565e-16,0.0,5.551115123125783e-17,2.734597751441894e-17,1.0,0.3444736551951623,5.190217159104644e-13,True,True,True,True,True,True
