profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
gaussian,5.368374588111531,0.0224519634137071,0.051528966261471854,0.18627612205276023,0.00287037037037037,0.0010539058877844676,0.06200912370219299
