eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.23001333072694255,-0.11757092045248319,0.07603565471217899,0.010711285750884647,True
0.9,0.21816821990914206,-0.10014127967546538,0.050457444999921885,-0.0038258970053854924,True
1.5,0.24191361869246406,-0.06579003266989233,0.06944155599928992,-0.0002638244903587772,True
