profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.6434988839466924,-2.4058193069708977,-2.4058193069708986,-0.28438718876810554,-0.2843871887681057,5.855870456582599e-16,5.8558704565826e-14
gaussian,-2.742237519974504,-2.4058193069709,-2.4058193069708986,-0.2843871887681051,-0.28438718876810504,1.951956818860871e-16,1.951956818860871e-14
oscillating,-5.177018426984411,-2.405819306970898,-2.4058193069708986,-0.2843871887681055,-0.2843871887681056,3.903913637721734e-16,3.9039136377217345e-14
