angle_deg,state,tr_F_rho_real
0.0,ket_0,0.22326455115810567
0.0,ket_1,0.22326455115810567
0.0,ket_plus,0.22326455115810562
0.0,ket_minus,0.22326455115810562
0.0,ket_plus_i,0.051320099518524814
0.0,ket_minus_i,0.39520900279768645
15.0,ket_0,0.22326455115810567
15.0,ket_1,0.22326455115810567
15.0,ket_plus,0.32759945443282
15.0,ket_minus,0.1189296478833912
15.0,ket_plus_i,0.037584148916869314
15.0,ket_minus_i,0.4089449533993419
30.0,ket_0,0.22326455115810567
30.0,ket_1,0.22326455115810567
30.0,ket_plus,0.4248241064709427
30.0,ket_minus,0.021704995845268554
30.0,ket_plus_i,-0.002687620554326031
30.0,ket_minus_i,0.44921672287053727
45.0,ket_0,0.22326455115810567
45.0,ket_1,0.22326455115810567
45.0,ket_plus,0.5083128079074098
45.0,ket_minus,-0.061783705591198605
45.0,ket_plus_i,-0.06675075435784511
45.0,ket_minus_i,0.5132798566740564
60.0,ket_0,0.22326455115810567
60.0,ket_1,0.22326455115810567
60.0,ket_plus,0.5723759417109289
60.0,ket_minus,-0.1258468393947177
60.0,ket_plus_i,-0.15023945579431225
60.0,ket_minus_i,0.5967685581105235
75.0,ket_0,0.22326455115810567
75.0,ket_1,0.22326455115810567
75.0,ket_plus,0.6126477111821244
75.0,ket_minus,-0.16611860886591306
75.0,ket_plus_i,-0.24746410783243494
75.0,ket_minus_i,0.6939932101486461
90.0,ket_0,0.22326455115810567
90.0,ket_1,0.22326455115810567
90.0,ket_plus,0.6263836617837798
90.0,ket_minus,-0.17985455946756856
90.0,ket_plus_i,-0.3517990111071494
90.0,ket_minus_i,0.7983281134233606
