profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
constant,-16.335683706409046,0.0013165846111559988,0.9276991476461963,-0.061215680835425695,0.003958333333333333,-0.02228577873845622,0.09235589094357334
