case_id,phi_target,Delta_mu,K_layers,beta,r_amp,alpha_state,max_rel_error,median_rel_error,cross_profile_spread_Lambda_num,cross_profile_std_Lambda_num,cross_profile_spread_Lambda_theory
83,1.783157353165661,1.0261506607426525,160,-0.2853607393275708,0.20871253200908194,0.29375306552203345,7.363011507291949e-16,4.908674338194631e-16,1.249000902703301e-16,5.434236451787649e-17,2.7755575615628914e-17
84,-1.9151139392431018,3.8479133954941473,128,-0.1839222937279297,0.8218795066946947,0.731222611422031,7.217645589279504e-16,5.774116471423607e-16,5.551115123125783e-16,2.398355846665908e-16,5.551115123125783e-16
85,0.8808376570472075,3.21392471390781,128,-0.5152180063945253,0.6677473446972186,0.07411528782563455,7.298172047822983e-16,1.8245430119557476e-16,2.7755575615628914e-16,1.1387681191624302e-16,2.220446049250313e-16
86,1.5339875164967882,1.87807166481187,64,0.16512993129326436,0.9199593246467892,0.8079734066786185,2.4177349917161163e-16,1.2088674958580582e-16,3.3306690738754696e-16,1.5700924586837752e-16,1.1102230246251565e-16
87,2.9674068037117745,0.8450245859150596,128,-0.4183624625533856,1.0894310488301986,0.21230889983248524,3.568352052538726e-15,1.4273408210155195e-15,2.1371793224034263e-15,8.877084744320311e-16,2.3592239273284576e-15
88,2.1909505624943497,1.3234005880075035,128,-0.3309760721209644,0.7941886135774611,0.0692555852584273,4.665636370738591e-16,3.1104242471590637e-16,8.326672684688674e-17,3.758122704069111e-17,1.1102230246251565e-16
89,-2.5658796637050676,1.2412582283888585,192,0.5767369880603123,0.42653408821127503,0.9779425514705429,1.418649407757576e-15,2.5793625595592433e-16,8.881784197001252e-16,4.066610192261494e-16,1.1934897514720433e-15
90,-2.4058193069708986,3.738653425807957,96,-0.5427247931493473,0.6350005814642377,1.2055195565793602,5.855870456582599e-16,3.903913637721734e-16,4.440892098500626e-16,1.975656351854947e-16,6.661338147750939e-16
91,-0.576660371248947,3.1811728926806784,192,0.46877401980349764,0.09739276197882168,1.2672139736663326,8.016169705207445e-16,2.2903342014878713e-16,4.198030811863873e-16,1.8817285802785026e-16,4.198030811863873e-16
92,-1.1058384710667675,2.1099323912324914,128,0.5742569129692364,0.5275299283506988,1.3632876617626117,4.37963199339176e-16,2.919754662261168e-16,3.885780586188048e-16,1.7699847578072257e-16,3.608224830031759e-16
93,0.3489639847620356,3.478536543704433,64,0.5044039010678371,0.7989964597301624,1.0729467184723562,8.474989091756094e-16,0.0,1.6653345369377348e-16,7.343435057440258e-17,5.551115123125783e-17
94,2.2724917576925456,3.388150168212291,64,-0.3870590002159113,0.8151213729947062,0.8177857063220088,3.574202180095757e-16,1.7871010900478817e-16,8.881784197001252e-16,3.951312703709894e-16,1.1102230246251565e-15
95,1.325023589652742,0.9604140102282086,64,0.2615329286056965,0.9811402526882782,0.9632360185044204,2.4890276975721623e-16,0.0,5.551115123125783e-16,2.398355846665908e-16,3.3306690738754696e-16
96,-2.7977980961044615,2.8202761371805782,192,-0.3732499269722212,0.30752675894206705,0.8071339157884007,1.7421331851167003e-15,8.040614700538597e-16,5.412337245047638e-16,2.2633986948989007e-16,6.522560269672795e-16
97,-0.21275306789553092,0.968974265236861,96,0.5274717767271176,0.23161600772394275,0.8348172017442443,2.8515557855812417e-16,1.4257778927906206e-16,3.469446951953614e-17,1.651787139600192e-17,4.163336342344337e-17
98,2.6722300892759554,2.4500414296108675,96,0.41183124432476453,0.7627942366410462,1.3891159493897103,2.0370548118895575e-15,1.1316971177164219e-16,2.636779683484747e-16,1.0809243727453475e-16,1.1102230246251565e-16
99,-0.21241987072593105,1.1583529799499015,192,0.19257742491900154,1.0735506721273784,0.7173406412432246,2.475535531191677e-16,2.4755355311916766e-16,6.38378239159465e-16,2.959148776334274e-16,6.106226635438361e-16
100,0.8055206392187363,2.3862335391766942,160,0.3636851423946556,0.42604100449238447,1.010917344429353,4.014839672262083e-16,2.007419836131039e-16,5.551115123125783e-16,2.5031364496846366e-16,4.996003610813204e-16
101,-1.8758378667067748,3.5185843933821794,160,0.2650212811649738,0.6662575009147371,0.9413730889394588,3.671201067790636e-16,1.8356005338953165e-16,1.4432899320127035e-15,5.909613325609542e-16,1.3322676295501878e-15
102,-1.2714287919862457,3.9040168827200574,192,0.06146801001558457,0.5919854887225843,0.34747140269339316,4.597667222455914e-16,4.597667222455909e-16,6.106226635438361e-16,2.583903469664147e-16,4.440892098500626e-16
103,1.408357366490686,0.6051357861915622,128,-0.26493697084520523,0.7407076330494007,0.888843252782273,4.655877280411128e-16,3.1039181869407525e-16,6.661338147750939e-16,2.8665835232995054e-16,3.3306690738754696e-16
104,-0.5622054505521044,1.24350554438846,128,0.06120313021151311,0.49070156539641097,1.4949700056064685,3.5119473642223144e-16,1.755973682111157e-16,1.3877787807814457e-17,8.012344526598183e-18,6.938893903907228e-18
105,-1.4822174214392387,2.420965577912389,96,-0.16583579219741562,1.139662167374934,0.10709890724168984,3.4507412427625522e-16,2.300494161841701e-16,2.7755575615628914e-17,1.6024689053196365e-17,5.551115123125783e-17
106,0.2549946034550047,3.5641849386472466,96,-0.190518603625289,0.9897413292629558,0.46377758996632235,5.557757660560376e-16,1.3894394151400949e-16,3.3306690738754696e-16,1.5117661417492852e-16,2.7755575615628914e-16
107,2.9768397653449705,1.1232593860033995,160,0.5140162478464757,0.33546899264416585,1.0379800567978783,1.1529381081292242e-15,1.0088208446131465e-15,3.70536934468646e-15,1.7088285407494595e-15,3.6012859361278515e-15
108,0.6281808914954381,2.031892413224392,160,0.31106745410129016,0.7179116695978298,1.5067422139814024,5.149373350480773e-16,5.149373350480765e-16,7.632783294297951e-17,3.6055550369691825e-17,1.1796119636642288e-16
109,2.0684063188525896,2.341740347842616,192,-0.227562972088292,0.17221542533075435,0.6786834187632041,9.383445135537201e-16,3.753378054214881e-16,4.718447854656915e-16,1.929628088298016e-16,3.885780586188048e-16
110,2.3304261712495995,1.5527120009920254,64,-0.24498422141352252,0.24062403460694487,1.4146059029775162,3.8822359430727996e-16,2.588157295381796e-16,1.5265566588595902e-15,6.964059583526784e-16,1.547373340571312e-15
111,-2.741181457633906,1.639396272149451,160,0.20348256649394494,1.0884194139131864,0.8591287607247308,1.1904933041108555e-15,3.9683110137029353e-16,8.326672684688674e-15,3.886573521730673e-15,8.826273045769994e-15
112,0.8791924426702383,0.7210693163720314,128,-0.20876167969674056,0.6054713506149079,0.5170757725105344,4.1550939125284146e-16,1.3850313041761385e-16,1.1657341758564144e-15,4.902612130890298e-16,1.0547118733938987e-15
113,2.048049019708539,1.2946832577259395,64,-0.04374748412336875,0.597616427526453,0.7068497115986545,2.1175259890655023e-16,2.1175259890655013e-16,5.551115123125783e-16,2.398355846665908e-16,4.440892098500626e-16
114,2.3182701528458662,1.533467200331197,192,-0.07511667381514524,0.6327210896424446,1.4494654108134395,3.7338117014791103e-16,3.7338117014790767e-16,9.992007221626409e-16,4.2457866502527573e-16,9.992007221626409e-16
115,-2.755168978058167,2.6735338297538758,160,0.02837772185953047,0.26049323531362156,0.6441485502726081,2.355092017873637e-15,5.887730044683945e-16,2.6506574712925612e-15,1.1478085542852933e-15,2.373101715136272e-15
116,0.9737103594755924,3.926530299440923,160,-0.25374280873955485,1.0292032509102524,1.5185013543018537,4.685423019041447e-16,3.1236153460276237e-16,1.942890293094024e-16,8.052306592588048e-17,2.0816681711721685e-16
117,-2.1136448971920836,2.408762243303699,192,0.5481200936282399,0.42287613591290124,0.762856487255768,3.069323843217827e-16,1.5346619216089143e-16,3.885780586188048e-16,1.725911830690932e-16,2.7755575615628914e-16
118,0.991245427105938,2.094231787179489,96,0.12094285704598393,1.0440007183432518,1.0562844372233273,4.450194357106942e-16,2.9667962380712964e-16,9.992007221626409e-16,4.1043229949538597e-16,4.440892098500626e-16
119,-1.6568222735169091,2.102965225487179,192,-0.07421319962028047,0.38655425739191235,0.5393417659057942,1.6354488524606618e-16,1.6354488524606618e-16,2.220446049250313e-16,1.0629576194313574e-16,1.1102230246251565e-16
