case_id,profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
19,gaussian,-2.560801584279806,-2.149378563674123,-2.1493785636741234,-0.2749448485715485,-0.2749448485715483,8.075968910806792e-16,8.075968910806792e-14
19,oscillating,-13.992901034049023,-2.1493785636741225,-2.1493785636741234,-0.2749448485715484,-0.27494484857154833,2.0189922277016975e-16,2.0189922277016975e-14
20,constant,0.4056948399535431,1.218932468274393,1.2189324682743978,0.01427096441812085,0.01427096441812085,0.0,0.0
20,gaussian,1.3894066528051097,1.2189324682743978,1.2189324682743978,0.014270964418120875,0.014270964418120875,0.0,0.0
20,oscillating,-9.007952699976716,1.2189324682744,1.2189324682743978,0.014270964418120877,0.014270964418120887,7.293368934929081e-16,7.29336893492908e-14
21,constant,0.49071475095085804,1.5637915814306356,1.5637915814306362,0.5980313091636154,0.5980313091636151,3.712926088026636e-16,3.712926088026636e-14
21,gaussian,1.7824743044144213,1.5637915814306367,1.5637915814306362,0.598031309163615,0.5980313091636151,1.856463044013318e-16,1.856463044013318e-14
21,oscillating,34.695734207205504,1.563791581430639,1.5637915814306362,0.5980313091636159,0.5980313091636151,1.2995241308093227e-15,1.2995241308093226e-13
22,constant,-1.0216413750207238,-1.2791943702568427,-1.27919437025684,-0.17131803457397096,-0.1713180345739708,9.720719368973823e-16,9.720719368973824e-14
22,gaussian,-1.5740290455890418,-1.2791943702568402,-1.27919437025684,-0.17131803457397077,-0.17131803457397068,4.860359684486915e-16,4.8603596844869145e-14
22,oscillating,-4.299104676215698,-1.2791943702568402,-1.27919437025684,-0.1713180345739707,-0.17131803457397068,1.6201198948289717e-16,1.6201198948289718e-14
23,constant,0.69518622531204,2.6816697027966176,2.6816697027966065,0.1847980931236848,0.18479809312368503,1.2015524682736636e-15,1.2015524682736635e-13
23,gaussian,3.056661328811561,2.6816697027966074,2.6816697027966065,0.18479809312368872,0.1847980931236888,4.505821756026147e-16,4.505821756026147e-14
23,oscillating,5.4163115613585475,2.681669702796607,2.6816697027966065,0.1847980931236893,0.184798093123689,1.6521346438762521e-15,1.6521346438762521e-13
24,constant,0.5351130346234506,2.089906280457696,2.0899062804576958,0.044705878513006454,0.04470587851300646,1.5521211381380891e-16,1.552121138138089e-14
24,gaussian,2.3821485688358663,2.089906280457696,2.0899062804576958,0.04470587851300645,0.04470587851300646,3.1042422762761783e-16,3.104242276276178e-14
24,oscillating,4.188862454910541,2.0899062804576967,2.0899062804576958,0.04470587851300644,0.04470587851300645,1.5521211381380896e-16,1.5521211381380897e-14
25,constant,1.3036292675225227,2.5628816183822205,2.562881618382219,0.2055003796722475,0.20550037967224744,2.7012675752615296e-16,2.7012675752615297e-14
25,gaussian,2.9358836411250997,2.562881618382219,2.562881618382219,0.20550037967224793,0.20550037967224785,4.0519013628922863e-16,4.051901362892286e-14
25,oscillating,-7.213722413321423,2.56288161838222,2.562881618382219,0.2055003796722476,0.20550037967224757,1.3506337876307638e-16,1.3506337876307638e-14
26,constant,-0.5744777217837339,-1.9561251992436655,-1.956125199243661,-0.45592289248116546,-0.4559228924811658,7.305334144880765e-16,7.305334144880766e-14
26,gaussian,-2.229662726954928,-1.9561251992436612,-1.956125199243661,-0.4559228924811666,-0.4559228924811665,1.217555690813459e-16,1.217555690813459e-14
26,oscillating,-7.781704770141008,-1.9561251992436615,-1.956125199243661,-0.4559228924811664,-0.45592289248116646,1.217555690813459e-16,1.217555690813459e-14
27,constant,0.20506516060358804,0.24963179676763406,0.24963179676763422,0.013266933025843823,0.013266933025843825,1.307554257338494e-16,1.3075542573384941e-14
27,gaussian,0.3099759884111287,0.2496317967676341,0.24963179676763422,0.013266933025843827,0.013266933025843827,0.0,0.0
27,oscillating,0.7687234162909112,0.24963179676763417,0.24963179676763422,0.013266933025843829,0.01326693302584383,1.3075542573384936e-16,1.3075542573384936e-14
28,constant,0.43666550458345327,0.3295806197364333,0.32958061973643377,0.05378624296539193,0.05378624296539194,1.2900871154677675e-16,1.2900871154677675e-14
28,gaussian,0.5224417107230566,0.32958061973643366,0.32958061973643377,0.053786242965392,0.05378624296539199,2.580174230935533e-16,2.5801742309355332e-14
28,oscillating,0.6604077881984269,0.32958061973643354,0.32958061973643377,0.05378624296539198,0.053786242965391966,2.580174230935534e-16,2.580174230935534e-14
29,constant,0.42770565353498213,1.2887624995068152,1.288762499506813,0.7990446307082182,0.7990446307082185,4.1683141915657305e-16,4.16831419156573e-14
29,gaussian,1.4690020106189994,1.2887624995068132,1.288762499506813,0.7990446307082181,0.799044630708218,1.3894380638552443e-16,1.3894380638552443e-14
29,oscillating,-10.156305385856957,1.2887624995068119,1.288762499506813,0.7990446307082179,0.7990446307082177,1.3894380638552448e-16,1.3894380638552448e-14
30,constant,0.7052735840854303,1.3286660090978204,1.3286660090978177,0.07053734283195538,0.07053734283195538,0.0,0.0
30,gaussian,1.5253251617648265,1.3286660090978173,1.3286660090978177,0.07053734283195535,0.07053734283195533,3.9348768327936636e-16,3.9348768327936633e-14
30,oscillating,-4.534298463362184,1.3286660090978188,1.3286660090978177,0.07053734283195534,0.07053734283195535,1.967438416396831e-16,1.967438416396831e-14
31,constant,-0.7850557421316302,-1.2641852088125345,-1.264185208812538,-0.9609695194381593,-0.9609695194381598,4.621262182277158e-16,4.6212621822771575e-14
31,gaussian,-1.4725215903177409,-1.264185208812538,-1.264185208812538,-0.960969519438161,-0.9609695194381609,1.155315545569288e-16,1.155315545569288e-14
31,oscillating,32.02586129390583,-1.2641852088125374,-1.264185208812538,-0.9609695194381599,-0.9609695194381607,8.087208818985018e-16,8.087208818985018e-14
32,constant,0.2171780162997661,0.8313625045441304,0.8313625045441292,0.2795950111434049,0.27959501114340496,1.9854127941784277e-16,1.9854127941784277e-14
32,gaussian,0.9476161963674644,0.8313625045441292,0.8313625045441292,0.2795950111434048,0.2795950111434047,3.9708255883568594e-16,3.970825588356859e-14
32,oscillating,1.6963424421262654,0.8313625045441292,0.8313625045441292,0.27959501114340474,0.2795950111434047,1.9854127941784297e-16,1.9854127941784296e-14
33,constant,0.4382286012709576,0.9929952240222789,0.992995224022278,0.43113953356754076,0.4311395335675408,1.2875449108533564e-16,1.2875449108533564e-14
33,gaussian,1.1332326862231845,0.9929952240222779,0.992995224022278,0.43113953356754053,0.43113953356754053,0.0,0.0
33,oscillating,-2.0196423838404276,0.9929952240222777,0.992995224022278,0.43113953356754053,0.4311395335675405,1.2875449108533574e-16,1.2875449108533574e-14
34,constant,-0.7588193136977628,-2.223029373488544,-2.223029373488547,-0.41342986846153523,-0.41342986846153507,4.028094397569321e-16,4.0280943975693214e-14
34,gaussian,-2.5339595718048025,-2.223029373488548,-2.223029373488547,-0.41342986846153373,-0.41342986846153384,2.685396265046222e-16,2.685396265046222e-14
34,oscillating,10.808646783083669,-2.223029373488545,-2.223029373488547,-0.4134298684615344,-0.4134298684615348,9.398886927661755e-16,9.398886927661755e-14
35,constant,0.5637130109511668,1.9551490114016736,1.9551490114016752,0.41529908186970915,0.415299081869709,4.0099644079160117e-16,4.009964407916012e-14
35,gaussian,2.2285491384914273,1.9551490114016759,1.9551490114016752,0.41529908186970876,0.41529908186970865,2.673309605277343e-16,2.6733096052773433e-14
35,oscillating,6.438068999611634,1.9551490114016752,1.9551490114016752,0.4152990818697086,0.41529908186970876,4.0099644079160137e-16,4.0099644079160136e-14
36,constant,-0.5044457660452663,-1.0862080404156977,-1.0862080404156982,-0.2822682779667557,-0.2822682779667556,3.933219250219503e-16,3.933219250219503e-14
36,gaussian,-1.2407093258684974,-1.086208040415698,-1.0862080404156982,-0.2822682779667556,-0.28226827796675563,1.966609625109751e-16,1.966609625109751e-14
36,oscillating,2.364885517413915,-1.0862080404156986,-1.0862080404156982,-0.2822682779667558,-0.28226827796675574,1.9666096251097503e-16,1.9666096251097502e-14
37,constant,1.7367901528186152,1.381502036597252,1.3815020365972484,0.2157014864961553,0.21570148649615534,1.286758662005025e-16,1.286758662005025e-14
37,gaussian,2.1160254760212776,1.3815020365972488,1.3815020365972484,0.21570148649615525,0.2157014864961552,2.573517324010052e-16,2.573517324010052e-14
37,oscillating,2.7635963163228867,1.381502036597248,1.3815020365972484,0.2157014864961552,0.21570148649615517,1.286758662005026e-16,1.286758662005026e-14
38,constant,0.5486987715545846,2.1358712918384666,2.1358712918384675,0.035507734129845876,0.0355077341298459,5.862576765838661e-16,5.86257676583866e-14
38,gaussian,2.434541105643421,2.1358712918384675,2.1358712918384675,0.035507734129845835,0.035507734129845876,1.172515353167733e-15,1.1725153531677328e-13
38,oscillating,4.282705223463967,2.135871291838468,2.1358712918384675,0.03550773412984585,0.03550773412984587,5.862576765838666e-16,5.862576765838665e-14
39,constant,-0.6073920771067453,-1.3051146133770155,-1.3051146133770182,-0.014311197057069087,-0.014311197057069088,1.2121442176074367e-16,1.2121442176074367e-14
39,gaussian,-1.4908137428642676,-1.3051146133770184,-1.3051146133770182,-0.014311197057069094,-0.0143111970570691,4.848576870429742e-16,4.848576870429742e-14
39,oscillating,2.8524055852183925,-1.3051146133770182,-1.3051146133770182,-0.0143111970570691,-0.014311197057069099,1.2121442176074357e-16,1.2121442176074357e-14
40,constant,-0.5042032094016967,-1.7500283647931087,-1.7500283647931132,-0.9207349211759487,-0.9207349211759486,1.2058009304210984e-16,1.2058009304210983e-14
40,gaussian,-1.994745183038791,-1.7500283647931132,-1.7500283647931132,-0.9207349211759475,-0.9207349211759479,4.823203721684396e-16,4.8232037216843966e-14
40,oscillating,-5.721645171379406,-1.750028364793114,-1.7500283647931132,-0.920734921175947,-0.9207349211759478,8.440606512947695e-16,8.440606512947695e-14
41,constant,-0.43105685427395835,-0.9011232563589421,-0.9011232563589398,-0.07519464364480156,-0.07519464364480158,1.8455819637059592e-16,1.8455819637059593e-14
41,gaussian,-1.0300444615272981,-0.9011232563589396,-0.9011232563589398,-0.07519464364480144,-0.07519464364480143,1.8455819637059629e-16,1.8455819637059628e-14
41,oscillating,2.090712993234644,-0.9011232563589396,-0.9011232563589398,-0.07519464364480143,-0.07519464364480143,0.0,0.0
42,constant,1.3583752058316958,2.733937332094972,2.7339373320949774,0.21913706175537043,0.2191370617553698,2.913145928150235e-15,2.913145928150235e-13
42,gaussian,3.128889894989133,2.7339373320949765,2.7339373320949774,0.21913706175536782,0.21913706175536757,1.13992666753706e-15,1.13992666753706e-13
42,oscillating,-7.073254017460265,2.7339373320949787,2.7339373320949774,0.21913706175536668,0.21913706175536643,1.139926667537066e-15,1.139926667537066e-13
43,constant,-1.0561416654308236,-2.607287095956483,-2.6072870959564867,-0.48103462555451176,-0.4810346255545121,6.9239694960337585e-16,6.923969496033759e-14
43,gaussian,-2.9731358139849156,-2.607287095956487,-2.6072870959564867,-0.4810346255545086,-0.4810346255545089,5.769974580028171e-16,5.76997458002817e-14
43,oscillating,5.350581039990511,-2.6072870959564853,-2.6072870959564867,-0.4810346255545102,-0.4810346255545103,2.307989832011261e-16,2.3079898320112612e-14
44,constant,1.332680287605014,2.967390958143511,2.967390958143525,0.0068620826375612514,0.006862082637561259,1.1375927767417251e-15,1.137592776741725e-13
44,gaussian,3.3873144300703903,2.9673909581435263,2.967390958143525,0.006862082637560696,0.0068620826375606694,3.918375119888501e-15,3.9183751198885014e-13
44,oscillating,-6.140029971626767,2.967390958143524,2.967390958143525,0.006862082637560748,0.006862082637560757,1.2639919741575649e-15,1.263991974157565e-13
45,constant,-0.2895830302382684,-0.8778274123274273,-0.8778274123274278,-0.46521265554316066,-0.46521265554316044,4.772970001552988e-16,4.772970001552988e-14
45,gaussian,-1.0005935689172438,-0.8778274123274278,-0.8778274123274278,-0.4652126555431603,-0.4652126555431606,5.966212501941234e-16,5.966212501941234e-14
45,oscillating,8.030210575648054,-0.8778274123274274,-0.8778274123274278,-0.46521265554316055,-0.4652126555431605,1.1932425003882469e-16,1.1932425003882469e-14
46,constant,-0.7604507386613911,-1.629158103917208,-1.6291581039172116,-1.0551294716208022,-1.055129471620802,2.1044299386685187e-16,2.1044299386685186e-14
46,gaussian,-1.8610918222991162,-1.6291581039172116,-1.6291581039172116,-1.0551294716208017,-1.055129471620802,2.1044299386685187e-16,2.1044299386685186e-14
46,oscillating,3.5811622849100995,-1.6291581039172107,-1.6291581039172116,-1.0551294716208022,-1.055129471620802,2.1044299386685187e-16,2.1044299386685186e-14
47,constant,-0.8479399858453575,-2.2845212640855825,-2.284521264085581,-0.16310592233234117,-0.16310592233234114,1.7016902402277323e-16,1.7016902402277324e-14
47,gaussian,-2.6042923789453267,-2.2845212640855803,-2.284521264085581,-0.16310592233234134,-0.16310592233234145,6.806760960910916e-16,6.806760960910917e-14
47,oscillating,5.860662780591793,-2.28452126408558,-2.284521264085581,-0.16310592233234156,-0.16310592233234153,1.701690240227728e-16,1.701690240227728e-14
48,constant,-0.4696412904830765,-1.6202011162541439,-1.6202011162541408,-0.37452713532708204,-0.3745271353270821,1.4821663371007463e-16,1.4821663371007463e-14
48,gaussian,-1.8467636303127395,-1.6202011162541412,-1.6202011162541408,-0.3745271353270821,-0.37452713532708215,1.482166337100746e-16,1.482166337100746e-14
48,oscillating,-5.605391846197258,-1.62020111625414,-1.6202011162541408,-0.3745271353270821,-0.3745271353270822,2.9643326742014915e-16,2.964332674201491e-14
49,constant,0.4480073889464939,1.3066638646188844,1.3066638646188848,0.8746575322051854,0.8746575322051852,2.53864623294574e-16,2.53864623294574e-14
49,gaussian,1.48942789875103,1.3066638646188855,1.3066638646188848,0.8746575322051856,0.8746575322051855,1.2693231164728694e-16,1.2693231164728694e-14
49,oscillating,-6.0104643325541804,1.3066638646188835,1.3066638646188848,0.8746575322051846,0.8746575322051849,3.807969349418611e-16,3.807969349418611e-14
50,constant,-1.0222828336929035,-2.0153914407115074,-2.015391440711505,-0.1257852460935835,-0.12578524609358355,4.4131687105781377e-16,4.413168710578138e-14
50,gaussian,-2.308489419415614,-2.015391440711505,-2.015391440711505,-0.12578524609358369,-0.12578524609358369,0.0,0.0
50,oscillating,5.61347081557522,-2.0153914407115052,-2.015391440711505,-0.1257852460935837,-0.12578524609358369,2.2065843552890664e-16,2.2065843552890664e-14
51,constant,-0.24873337849932067,-0.7900161259101316,-0.7900161259101324,-0.26688675269340534,-0.2668867526934054,2.079951540158601e-16,2.079951540158601e-14
51,gaussian,-0.9004932749488862,-0.7900161259101321,-0.7900161259101324,-0.26688675269340567,-0.2668867526934055,6.2398546204758e-16,6.2398546204758e-14
51,oscillating,-22.879658360685625,-0.7900161259101328,-0.7900161259101324,-0.26688675269340567,-0.26688675269340567,0.0,0.0
52,constant,-0.5224537266995607,-2.0828866940597504,-2.082886694059751,-0.20040133683248024,-0.20040133683248007,8.309997145028113e-16,8.309997145028113e-14
52,gaussian,-2.374147365363167,-2.0828866940597504,-2.082886694059751,-0.2004013368324801,-0.20040133683248007,1.384999524171352e-16,1.3849995241713521e-14
52,oscillating,-4.1962969053698815,-2.0828866940597495,-2.082886694059751,-0.2004013368324801,-0.20040133683248018,4.154998572514054e-16,4.154998572514054e-14
53,constant,-0.8232301029370532,-2.3893418368400607,-2.3893418368400607,-0.5599897174204232,-0.5599897174204232,0.0,0.0
53,gaussian,-2.7235487269459897,-2.3893418368400616,-2.3893418368400607,-0.5599897174204225,-0.5599897174204227,3.9651550379866493e-16,3.9651550379866495e-14
53,oscillating,10.38373175559261,-2.389341836840056,-2.3893418368400607,-0.5599897174204266,-0.5599897174204261,7.930310075973249e-16,7.93031007597325e-14
54,constant,1.0047412543512464,2.349594842209625,2.349594842209622,0.07109201194585149,0.07109201194585148,1.9520882062508698e-16,1.9520882062508698e-14
54,gaussian,2.6803964966544407,2.3495948422096213,2.349594842209622,0.07109201194585175,0.07109201194585174,1.9520882062508624e-16,1.9520882062508626e-14
54,oscillating,-4.702654573884599,2.3495948422096204,2.349594842209622,0.07109201194585181,0.0710920119458518,1.952088206250861e-16,1.952088206250861e-14
55,constant,-1.3449309668085017,-2.9198749292600823,-2.9198749292600694,-0.13693667145190783,-0.13693667145190777,4.05378271887914e-16,4.05378271887914e-14
55,gaussian,-3.3346031469374053,-2.9198749292600694,-2.9198749292600694,-0.13693667145191593,-0.1369366714519156,2.432269631327345e-15,2.432269631327345e-13
55,oscillating,6.264730884328909,-2.9198749292600685,-2.9198749292600694,-0.13693667145191626,-0.13693667145191613,1.0134456797197232e-15,1.0134456797197231e-13
56,constant,-2.2297193601443817,-2.169378373414146,-2.1693783734141445,-0.10320904413986721,-0.10320904413986721,0.0,0.0
56,gaussian,-2.960018321048665,-2.169378373414145,-2.1693783734141445,-0.1032090441398673,-0.10320904413986728,1.3446290413277505e-16,1.3446290413277505e-14
56,oscillating,-4.663289712248656,-2.169378373414144,-2.1693783734141445,-0.1032090441398673,-0.10320904413986734,4.033887123983249e-16,4.033887123983249e-14
57,constant,-0.16607600305874048,-0.48140195201792446,-0.48140195201792585,-0.04851905573687531,-0.04851905573687528,5.720551481082029e-16,5.72055148108203e-14
57,gaussian,-0.548737865796602,-0.48140195201792585,-0.48140195201792585,-0.048519055736875434,-0.04851905573687541,4.2904136108115105e-16,4.29041361081151e-14
57,oscillating,2.0621434713547373,-0.48140195201792596,-0.48140195201792585,-0.04851905573687547,-0.04851905573687542,1.0010965091893522e-15,1.0010965091893522e-13
58,constant,1.113611187331886,2.371428659549259,2.3714286595492635,0.4228728473442787,0.42287284734427877,1.3127149586424903e-16,1.3127149586424903e-14
58,gaussian,2.7094075558629824,2.371428659549263,2.3714286595492635,0.4228728473442771,0.422872847344277,2.6254299172849914e-16,2.6254299172849914e-14
58,oscillating,-5.276137793106948,2.371428659549262,2.3714286595492635,0.4228728473442769,0.4228728473442774,1.181443462778245e-15,1.181443462778245e-13
59,constant,-2.0627021604945845,-2.2828442383843894,-2.2828442383843868,-0.021255653998729085,-0.021255653998729078,3.264493251688136e-16,3.2644932516881364e-14
59,gaussian,-2.936498572135549,-2.282844238384388,-2.2828442383843868,-0.02125565399872911,-0.021255653998729102,3.2644932516881326e-16,3.2644932516881326e-14
59,oscillating,-5.703630558433244,-2.282844238384387,-2.2828442383843868,-0.021255653998729123,-0.02125565399872912,1.6322466258440648e-16,1.6322466258440647e-14
60,constant,-0.46934107267922887,-1.550263242881263,-1.550263242881261,-0.19325607719051596,-0.193256077190516,1.4362071309285e-16,1.4362071309285e-14
60,gaussian,-1.7670486770955085,-1.5502632428812613,-1.550263242881261,-0.19325607719051585,-0.193256077190516,7.1810356546425e-16,7.1810356546425e-14
60,oscillating,-9.77200547550901,-1.5502632428812606,-1.550263242881261,-0.19325607719051596,-0.193256077190516,1.4362071309285e-16,1.4362071309285e-14
61,constant,-0.23917587371077692,-0.6498480779387428,-0.6498480779387439,-0.028897339903986068,-0.02889733990398607,1.2006111854866344e-16,1.2006111854866344e-14
61,gaussian,-0.7407980555594196,-0.649848077938744,-0.6498480779387439,-0.02889733990398612,-0.02889733990398612,0.0,0.0
